WN_30_id	UKC_local_concept_id
02457167-a	88004
02457558-a	88005
02457932-a	88006
02458046-a	88007
02458262-a	88008
02458408-a	88012
02458497-a	88013
02458691-a	88014
02458871-a	88015
02458973-a	88016
02459109-a	88017
02459465-a	88018
02459667-a	88019
02459862-a	88020
02459969-a	88021
02460099-a	88022
02460262-a	88023
02460404-a	88023
02460502-a	88024
02460964-a	88025
02461295-a	88026
02461438-a	88027
02461586-a	88028
02461723-a	88029
02462089-a	88030
02462210-a	88031
02462375-a	88032
02462489-a	88033
02462619-a	88034
02462883-a	88035
02463029-a	88036
02463154-a	88037
02463582-a	88038
02463847-a	88039
02464105-a	88040
02464277-a	88041
02464491-a	88042
02464615-a	88043
02464693-a	88044
02465115-a	88045
02465350-a	88046
02465519-a	88047
02465909-a	88048
02465978-a	88049
02466111-a	88050
02466382-a	88051
02466566-a	88052
02466734-a	88053
02466916-a	88054
02466999-a	88055
02467108-a	88056
02467241-a	88057
02467386-a	88058
02467559-a	88059
02467766-a	88060
02467982-a	88061
02468110-a	88062
02468208-a	88063
02468326-a	88064
02468453-a	88065
02468538-a	88066
02468635-a	88067
02469119-a	88068
02469407-a	88069
02469577-a	88070
02469756-a	88071
02469928-a	88072
02470316-a	88073
02470531-a	88074
02470734-a	88075
02470952-a	88076
02471091-a	88077
02471264-a	88078
02471466-a	88079
02471602-a	88080
02471782-a	88081
02471984-a	88082
02472137-a	88083
02472252-a	88084
02472384-a	88085
02472563-a	88086
02472693-a	88088
02473033-a	88089
02473141-a	88090
02473371-a	88091
02473543-a	88092
02473655-a	88093
02473757-a	88094
02473886-a	88095
02473977-a	88096
02474076-a	88097
02474191-a	88098
02474377-a	88099
02474476-a	88100
02474674-a	88101
02474876-a	88102
02475001-a	88103
02475179-a	88104
02475292-a	88105
02475430-a	88106
02475529-a	88107
02475604-a	88108
02475692-a	88109
02475855-a	88110
02476338-a	88111
02476485-a	88112
02476637-a	88113
02476870-a	88114
02477047-a	88115
02477211-a	88116
02477335-a	88117
02477457-a	88118
02477557-a	88119
02477691-a	88120
02477885-a	88121
02478052-a	88122
02478215-a	88123
02478383-a	88124
02478504-a	88125
02478589-a	88126
02478749-a	88127
02479361-a	105362
02479492-a	88130
02479602-a	88131
02480023-a	88132
02480151-a	88133
02480317-a	88134
02480631-a	88135
02480747-a	88136
02480861-a	88137
02481012-a	88138
02481354-a	88139
02481457-a	88140
02481608-a	88141
02481793-a	88142
02481870-a	88143
02481951-a	88144
02482159-a	88145
02482298-a	88147
02482509-a	88148
02482644-a	88149
02482790-a	88150
02482932-a	88154
02483011-a	88155
02483198-a	88156
02483311-a	88157
02483386-a	88158
02483540-a	88159
02483692-a	88160
02483839-a	88161
02483908-a	88162
02484078-a	88163
02484208-a	88164
02484530-a	88165
02484638-a	88166
02484919-a	88167
02485050-a	88168
02485168-a	88169
02485319-a	88170
02485488-a	88171
02485650-a	88172
02485895-a	88173
02486046-a	88174
02486122-a	88175
02486248-a	88176
02486425-a	88177
02486504-a	88178
02486628-a	88179
02486797-a	88180
02486932-a	88181
02487108-a	88182
02487244-a	88183
02487414-a	88184
02487540-a	88185
02487718-a	88186
02487906-a	88187
02488118-a	88188
02488304-a	88189
02488445-a	88190
02488553-a	88191
02488705-a	88192
02488907-a	88193
02489092-a	88194
02489312-a	88195
02489485-a	88196
02489667-a	88197
02489745-a	88198
02489961-a	88199
02490098-a	88200
02490170-a	88201
02490631-a	88202
02490831-a	88203
02490949-a	88204
02491171-a	88205
02491308-a	88206
02491421-a	88207
02491578-a	88208
02491708-a	88209
02491836-a	88210
02491961-a	88211
02492383-a	88212
02492565-a	88213
02492719-a	88214
02492812-a	88215
02492981-a	88216
02493137-a	88217
02493300-a	88218
02493395-a	88219
02493574-a	88220
02493700-a	88221
02493867-a	88222
02493951-a	88223
02494092-a	88224
02494253-a	88225
02494401-a	88226
02494499-a	88227
02494594-a	88228
02494716-a	88229
02494923-a	88230
02495156-a	88231
02495270-a	88232
02495346-a	88233
02495564-a	88234
02495687-a	88235
02495922-a	88236
02496323-a	88238
02496425-a	88239
02496534-a	88240
02496674-a	88241
02496857-a	88242
02497013-a	88243
02497141-a	88244
02497471-a	88245
02497743-a	88246
02497830-a	88247
02497938-a	88248
02498213-a	88249
02498507-a	88250
02498708-a	88251
02499036-a	88252
02499148-a	88253
02499301-a	88254
02499511-a	88255
02499643-a	88256
02499750-a	88257
02500050-a	88258
02500179-a	88259
02500379-a	88260
02500497-a	88261
02500590-a	88262
02500736-a	88263
02500884-a	88264
02501247-a	88265
02501367-a	88266
02501534-a	88267
02501693-a	88268
02501820-a	88269
02502016-a	88271
02502163-a	88272
02502468-a	88273
02502578-a	88274
02502901-a	88275
02502994-a	88276
02503216-a	88277
02503305-a	88278
02503656-a	88279
02503900-a	88280
02504046-a	88281
02504131-a	88282
02504558-a	88283
02504830-a	88284
02505004-a	88285
02505141-a	88286
02505308-a	88287
02505415-a	88288
02505617-a	88289
02505716-a	88290
02506029-a	88291
02506267-a	88293
02506408-a	88294
02506555-a	88295
02506922-a	88296
02507209-a	88297
02507324-a	88298
02507436-a	88299
02507515-a	88300
02507772-a	88301
02507968-a	88302
02508104-a	88303
02508277-a	88304
02508514-a	88305
02508669-a	88306
02508766-a	88307
02508917-a	88308
02509059-a	88309
02509170-a	88310
02509292-a	88311
02509484-a	88312
02509710-a	88313
02509854-a	88314
02509984-a	88315
02510062-a	88316
02510273-a	88317
02510446-a	88318
02510604-a	88319
02510786-a	88320
02510879-a	88321
02511340-a	88322
02511528-a	88323
02511800-a	88324
02512044-a	88325
02512205-a	88326
02512334-a	88327
02512470-a	88328
02512641-a	88329
02512794-a	88330
02512922-a	88332
02513101-a	88333
02513269-a	88334
02513521-a	88335
02513614-a	88336
02513740-a	88337
02514099-a	88338
02514239-a	88339
02514380-a	80308
02514543-a	88340
02514819-a	88341
02515001-a	88342
02515214-a	88343
02515341-a	88344
02515808-a	88345
02515993-a	88346
02516148-a	88347
02516316-a	82211
02516435-a	82212
02516570-a	82213
02516690-a	82216
02516785-a	88348
02517002-a	88349
02517169-a	88350
02517265-a	88351
02517713-a	88352
02517817-a	88353
02517999-a	88354
02518229-a	88355
02518370-a	88356
02518470-a	88357
02518601-a	88358
02518852-a	88359
02519029-a	88361
02519171-a	88362
02519292-a	88363
02519399-a	88364
02519555-a	88365
02519813-a	88366
02520077-a	88367
02520219-a	88368
02520693-a	88370
02520824-a	88371
02520925-a	88372
02521036-a	88373
02521183-a	88374
02521353-a	88375
02521758-a	88376
02521890-a	88377
02521998-a	88378
02522082-a	88379
02522164-a	88380
02522267-a	88381
02522417-a	88382
02522669-a	88383
02522938-a	88384
02523092-a	88385
02523275-a	88386
02523664-a	88387
02523867-a	88388
02524032-a	88389
02524192-a	88390
02524345-a	88391
02524443-a	88392
02524563-a	88393
02524688-a	88394
02524900-a	88395
02525058-a	88396
02525206-a	88397
02525597-a	88398
02525732-a	88399
02525876-a	88400
02526061-a	88401
02526124-a	88402
02526441-a	105587
02526611-a	84617
02526725-a	88404
02526925-a	88405
02527220-a	88406
02527402-a	88407
02527489-a	88408
02527588-a	88409
02527734-a	88410
02528048-a	88411
02528206-a	88412
02528440-a	88413
02528566-a	88414
02528809-a	88415
02528921-a	88416
02529047-a	88417
02529148-a	88418
02529264-a	88419
02529581-a	88420
02529761-a	88421
02529859-a	88422
02529945-a	88423
02530282-a	88424
02530370-a	88425
02530474-a	88427
02530620-a	88428
02530693-a	88429
02530861-a	88430
02531122-a	88431
02531243-a	88431
02531422-a	88432
02531775-a	88433
02531919-a	88434
02532114-a	88435
02532200-a	88436
02532398-a	88437
02532508-a	88438
02532681-a	88439
02532898-a	88440
02533075-a	88441
02533313-a	88442
02533540-a	88443
02533682-a	88444
02533810-a	88445
02534042-a	88446
02534245-a	88447
02534315-a	88448
02534417-a	88449
02534501-a	88450
02534690-a	88451
02534877-a	88452
02535161-a	88453
02535335-a	88454
02535533-a	88455
02535645-a	88456
02535831-a	88460
02536026-a	88461
02536123-a	88462
02536365-a	88463
02536518-a	88464
02536605-a	88465
02536740-a	88466
02536911-a	88467
02537181-a	88468
02537351-a	88469
02537513-a	88470
02537636-a	88471
02537743-a	88472
02537841-a	88473
02537946-a	88474
02538050-a	88475
02538184-a	88476
02538295-a	88477
02538389-a	88478
02538508-a	88479
02538626-a	88480
02538803-a	88481
02539034-a	88482
02539223-a	88483
02539359-a	88484
02539576-a	88485
02539717-a	88486
02539877-a	88487
02539968-a	88489
02540236-a	88490
02540458-a	88491
02540578-a	88492
02540899-a	88493
02541012-a	88494
02541302-a	88495
02542148-a	88496
02542256-a	88497
02542325-a	88498
02542675-a	88499
02542878-a	88500
02543034-a	88501
02543149-a	88502
02543324-a	88503
02543436-a	88504
02543598-a	88505
02543823-a	88506
02543934-a	88507
02544048-a	88508
02544427-a	88509
02544525-a	88510
02544892-a	88511
02545023-a	88512
02545168-a	88513
02545257-a	88514
02545385-a	88515
02545484-a	88516
02545592-a	88517
02545689-a	88518
02545874-a	88519
02545989-a	88520
02546116-a	88521
02546316-a	88522
02546526-a	88523
02546624-a	88524
02546713-a	88525
02546854-a	88526
02547131-a	88527
02547217-a	88528
02547317-a	88529
02547862-a	88530
02547953-a	88531
02548066-a	88532
02548619-a	88533
02548820-a	88534
02549032-a	88535
02549234-a	88537
02549393-a	88539
02549569-a	88540
02549691-a	88541
02549857-a	88543
02550023-a	88544
02550170-a	88545
02550333-a	88546
02550517-a	88547
02550704-a	88548
02550891-a	88549
02551069-a	88550
02551141-a	88551
02551259-a	88552
02551380-a	88553
02551946-a	88554
02552222-a	88555
02552315-a	88556
02552415-a	88557
02552646-a	88558
02552849-a	88559
02553017-a	88560
02553137-a	88561
02553234-a	88562
02553560-a	88563
02553725-a	88564
02553797-a	88565
02553902-a	88566
02554019-a	88567
02554140-a	88568
02554267-a	88569
02554420-a	88570
02554546-a	88571
02554663-a	88572
02554752-a	88573
02554940-a	88574
02555126-a	88575
02555267-a	88576
02555387-a	88577
02555550-a	88578
02555683-a	88579
02555777-a	88580
02555954-a	88581
02556229-a	88582
02556402-a	88583
02556568-a	88584
02556720-a	88585
02556901-a	88586
02557023-a	105740
02557145-a	88588
02557357-a	88589
02557719-a	88590
02558032-a	88591
02558184-a	88592
02558528-a	88593
02558767-a	88594
02558996-a	88595
02559180-a	88596
02559534-a	88597
02559694-a	88598
02559862-a	88599
02560035-a	88600
02560402-a	88601
02560548-a	88602
02561014-a	88603
02561123-a	88604
02561302-a	88605
02561391-a	88606
02561490-a	88607
02561560-a	88608
02561752-a	88609
02561888-a	88610
02562235-a	88611
02562368-a	88612
02562484-a	88613
02562566-a	88614
02562705-a	88615
02562805-a	88616
02562909-a	88617
02563068-a	88618
02563194-a	88619
02563310-a	88620
02563466-a	88621
02563616-a	88622
02563727-a	88623
02564023-a	88624
02564330-a	88625
02564546-a	88626
02564683-a	88627
02564810-a	88628
02564915-a	88629
02564986-a	88630
02565327-a	88631
02565425-a	88632
02565583-a	88633
02565701-a	88634
02565801-a	88635
02565939-a	88636
02566015-a	88637
02566299-a	88638
02566453-a	88639
02566644-a	88640
02566799-a	88641
02567117-a	88642
02567281-a	88643
02567473-a	88644
02567593-a	88645
02567738-a	88647
02567815-a	88648
02567918-a	88649
02567999-a	88650
02568076-a	88651
02568192-a	88652
02568285-a	88653
02568389-a	88654
02568480-a	88655
02568556-a	88656
02568738-a	88657
02568884-a	88658
02569030-a	88659
02569130-a	88660
02569454-a	88661
02569558-a	88662
02569945-a	88663
02570046-a	88664
02570183-a	88665
02570282-a	88666
02570643-a	88667
02571277-a	88668
02571536-a	88669
02571903-a	88670
02572038-a	88671
02572267-a	88672
02572420-a	88673
02572657-a	88674
02572823-a	88675
02573192-a	88676
02573443-a	88677
02573708-a	88678
02573859-a	88679
02573987-a	88680
02574092-a	88681
02574188-a	88682
02574294-a	88683
02574481-a	88684
02574614-a	88685
02574706-a	88686
02574890-a	88687
02575008-a	88688
02575138-a	88689
02575238-a	88690
02575330-a	88691
02575653-a	88692
02575733-a	88693
02575834-a	88694
02575952-a	88695
02576058-a	88696
02576223-a	88697
02576365-a	88698
02576489-a	88699
02576657-a	88700
02576795-a	88701
02576918-a	88702
02577061-a	88703
02577454-a	88704
02577734-a	88705
02577907-a	88706
02578035-a	88707
02578235-a	88709
02578546-a	88710
02578894-a	88711
02579136-a	88712
02579363-a	88713
02579469-a	88714
02579760-a	74081
02579864-a	88715
02579952-a	88716
02580126-a	88717
02580267-a	88718
02580449-a	88722
02581047-a	88723
02581172-a	88724
02581254-a	88725
02581365-a	88726
02581530-a	88727
02581829-a	88728
02582064-a	88729
02582163-a	88730
02582269-a	88731
02582473-a	88732
02582602-a	88733
02582697-a	88734
02582873-a	88735
02583043-a	88736
02583271-a	88737
02583467-a	88738
02583619-a	88739
02583898-a	88740
02584031-a	88741
02584203-a	88742
02584347-a	88743
02584459-a	88744
02584610-a	88745
02584699-a	88746
02584817-a	88747
02584981-a	88748
02585545-a	88749
02585919-a	88750
02586089-a	88751
02586206-a	88752
02586446-a	88753
02586608-a	88756
02586747-a	88757
02586957-a	105884
02587083-a	88759
02587261-a	88760
02587407-a	88761
02587556-a	88270
02587738-a	88762
02587936-a	88763
02588099-a	88764
02588421-a	88765
02588527-a	88766
02588647-a	88767
02588762-a	88768
02588915-a	88769
02589086-a	88770
02589258-a	88771
02589402-a	88772
02589551-a	88773
02589730-a	88774
02589913-a	88775
02590057-a	88776
02590168-a	88777
02590268-a	88778
02590382-a	88779
02590519-a	88780
02590614-a	88781
02590709-a	88782
02590891-a	88783
02591088-a	88784
02591239-a	88785
02591372-a	88786
02591506-a	88787
02591594-a	88788
02591684-a	88789
02591787-a	88790
02591896-a	88791
02592015-a	88792
02592147-a	88793
02592396-a	88794
02592611-a	88795
02592750-a	88796
02592890-a	88797
02593124-a	88798
02593269-a	88799
02593578-a	88800
02593735-a	88801
02593861-a	88802
02594006-a	88803
02594159-a	88804
02594329-a	88805
02594443-a	88806
02594565-a	88807
02594714-a	88808
02594940-a	88809
02595071-a	88810
02595167-a	88811
02595255-a	88812
02595357-a	88813
02595469-a	88814
02595647-a	88815
02595829-a	88816
02596059-a	88817
02596222-a	88818
02596342-a	88819
02596462-a	88820
02596626-a	88821
02596728-a	88822
02596810-a	88823
02596905-a	88824
02597007-a	88825
02597115-a	88826
02597245-a	88827
02597329-a	88828
02597418-a	88829
02597496-a	88830
02597617-a	88831
02597696-a	88832
02597781-a	88833
02597850-a	88834
02597951-a	88838
02598110-a	88839
02598211-a	74485
02598494-a	74487
02598608-a	88840
02598768-a	88841
02598981-a	88842
02599114-a	88843
02599509-a	88844
02599689-a	88845
02599837-a	88846
02599939-a	88847
02600131-a	88848
02600244-a	88849
02600447-a	88850
02600593-a	88851
02600691-a	88852
02600792-a	88853
02600999-a	88896
02601123-a	88854
02601242-a	88855
02601326-a	88856
02601432-a	88857
02601564-a	88858
02601674-a	88859
02601788-a	88860
02601940-a	88861
02602190-a	88862
02602261-a	88863
02602434-a	88864
02602644-a	88865
02602784-a	88866
02602951-a	88867
02603069-a	88868
02603235-a	88869
02603319-a	88870
02603423-a	88871
02603540-a	88872
02603673-a	88873
02603779-a	88874
02603926-a	88875
02604117-a	88876
02604261-a	88877
02604343-a	88878
02604473-a	88879
02604543-a	88880
02604683-a	88881
02604913-a	88882
02605035-a	88883
02605157-a	88884
02605281-a	88885
02605416-a	88886
02605509-a	88887
02605621-a	88888
02605786-a	88889
02605953-a	105982
02606070-a	88891
02606182-a	88892
02606283-a	88893
02606393-a	88894
02606502-a	88895
02606601-a	88896
02606762-a	88898
02606856-a	88899
02606960-a	88900
02607078-a	88901
02607187-a	88902
02607298-a	88903
02607455-a	88904
02607608-a	88905
02607752-a	88906
02607909-a	88907
02608090-a	88908
02608244-a	88909
02608380-a	88910
02608507-a	88911
02608592-a	88912
02608753-a	88913
02608902-a	88914
02609065-a	88915
02609168-a	88916
02609369-a	88917
02609503-a	88918
02609673-a	88919
02609813-a	88920
02609984-a	88921
02610260-a	88922
02610364-a	88923
02610486-a	88924
02610603-a	88925
02610761-a	88926
02610917-a	88927
02611013-a	88928
02611112-a	88929
02611187-a	88930
02611290-a	88931
02611442-a	88932
02611694-a	88933
02611803-a	88934
02611943-a	88935
02612058-a	88936
02612184-a	88937
02612300-a	88938
02612400-a	88939
02612531-a	88940
02612653-a	88941
02612787-a	88942
02612939-a	88943
02613090-a	88944
02613206-a	88945
02613294-a	88946
02613393-a	88947
02613502-a	88948
02613584-a	88949
02613683-a	88950
02613965-a	88951
02614093-a	88952
02614194-a	88953
02614435-a	88954
02614579-a	88955
02614816-a	88956
02614945-a	88957
02615079-a	88958
02615207-a	88959
02615325-a	88960
02615424-a	88961
02615587-a	88962
02615711-a	88963
02615804-a	88964
02615921-a	88965
02616071-a	88966
02616202-a	88967
02616345-a	88968
02616480-a	88969
02616627-a	88970
02616906-a	88971
02616997-a	88972
02617146-a	88973
02617357-a	88974
02617476-a	88975
02617641-a	88976
02617812-a	88977
02617933-a	88978
02618108-a	88979
02618361-a	88980
02618468-a	88981
02618668-a	88982
02618880-a	88983
02619083-a	88984
02619174-a	88985
02619291-a	88986
02619404-a	88987
02619527-a	88988
02619686-a	88989
02619839-a	88990
02620134-a	88991
02620252-a	88992
02620436-a	88993
02620550-a	88994
02620724-a	88995
02620863-a	88996
02620992-a	88997
02621117-a	88998
02621246-a	88999
02621348-a	89000
02621496-a	89001
02621609-a	89002
02621799-a	89003
02621901-a	89004
02622093-a	89005
02622210-a	89006
02622386-a	89007
02622493-a	89008
02622678-a	89009
02622859-a	89010
02623037-a	89011
02623229-a	89012
02623387-a	89013
02623529-a	89014
02623672-a	89015
02623776-a	89016
02623880-a	89017
02623991-a	89018
02624086-a	89019
02624209-a	89020
02624314-a	89021
02624477-a	89022
02624615-a	89023
02624834-a	89024
02625007-a	89025
02625149-a	89027
02625281-a	89028
02625430-a	89034
02625546-a	89035
02625648-a	89032
02625838-a	89036
02625975-a	89029
02626177-a	89030
02626294-a	89045
02626379-a	89046
02626487-a	89055
02626634-a	89056
02626829-a	89057
02626995-a	89058
02627136-a	89059
02627257-a	89060
02627383-a	89061
02627510-a	89062
02627612-a	89063
02627787-a	89064
02627927-a	89065
02628073-a	89066
02628171-a	89067
02628337-a	89068
02628550-a	89069
02628667-a	89070
02628811-a	89071
02629017-a	89072
02629182-a	89073
02629301-a	89074
02629410-a	89075
02629659-a	89076
02629846-a	89077
02629942-a	89078
02630121-a	89079
02630221-a	89080
02630402-a	89081
02630519-a	89082
02630695-a	89083
02630994-a	89084
02631085-a	89085
02631238-a	89086
02631453-a	89087
02631594-a	89088
02631686-a	89089
02631812-a	89090
02631955-a	89091
02632148-a	89092
02632263-a	89093
02632363-a	89094
02632504-a	89095
02632595-a	89096
02632696-a	89097
02632799-a	89098
02632916-a	89099
02633011-a	89100
02633115-a	89101
02633222-a	89102
02633329-a	89103
02633447-a	89104
02633696-a	89105
02633877-a	89106
02634073-a	89107
02634232-a	89108
02634428-a	89109
02634569-a	89110
02634709-a	89111
02634820-a	89112
02634940-a	89113
02635069-a	89114
02635221-a	89115
02635395-a	89116
02635499-a	89117
02635611-a	89118
02635794-a	89119
02635941-a	89120
02636123-a	89121
02636261-a	89122
02636358-a	89123
02636461-a	89124
02636582-a	89125
02636708-a	106160
02636811-a	89127
02637063-a	89128
02637182-a	89129
02637380-a	89130
02637537-a	89131
02637730-a	89132
02637973-a	89133
02638121-a	89134
02638392-a	89135
02638740-a	89136
02638894-a	89137
02639064-a	89138
02639193-a	89139
02639302-a	89140
02639430-a	89141
02639590-a	89142
02639772-a	89143
02639895-a	89144
02640086-a	89145
02640223-a	89146
02640354-a	89147
02640503-a	89148
02640629-a	89149
02640746-a	89150
02640908-a	89151
02641012-a	89152
02641118-a	89153
02641201-a	89154
02641378-a	89155
02641571-a	89156
02641731-a	89157
02641856-a	89158
02642034-a	89159
02642258-a	89160
02642394-a	89161
02642497-a	89162
02642634-a	89163
02642886-a	89164
02643082-a	89165
02643220-a	89166
02643446-a	89167
02643673-a	89168
02643900-a	89169
02644050-a	89170
02644177-a	89171
02644407-a	89172
02644602-a	89173
02644748-a	89174
02644870-a	89175
02645042-a	89176
02645187-a	89177
02645303-a	89178
02645417-a	89179
02645494-a	89180
02645677-a	89181
02645868-a	89182
02645950-a	89183
02646072-a	89184
02646215-a	89185
02646381-a	89186
02646605-a	89187
02646804-a	89188
02646952-a	89189
02647123-a	89190
02647236-a	89191
02647358-a	89192
02647497-a	89193
02647688-a	89194
02647917-a	89195
02648021-a	89196
02648106-a	89197
02648270-a	89198
02648392-a	89199
02648576-a	89200
02648698-a	89201
02648847-a	89202
02648988-a	89203
02649125-a	89204
02649399-a	89205
02649570-a	89206
02649706-a	89207
02649873-a	89208
02650083-a	89209
02650214-a	89210
02650303-a	89211
02650425-a	89213
02650537-a	89214
02650672-a	89215
02650795-a	89216
02651014-a	89217
02651244-a	89218
02651468-a	89219
02651696-a	89220
02651816-a	89221
02651921-a	89222
02652018-a	89223
02652124-a	89224
02652261-a	89225
02652372-a	89226
02652490-a	89227
02652590-a	89228
02652877-a	89229
02653056-a	89230
02653174-a	89231
02653281-a	89232
02653385-a	89233
02653651-a	89234
02653806-a	89235
02653924-a	89236
02654035-a	89237
02654216-a	89238
02654314-a	89239
02654442-a	89240
02654548-a	89241
02654652-a	76516
02654752-a	89242
02654894-a	89243
02655015-a	89244
02655180-a	89245
02655318-a	89246
02655431-a	89247
02655560-a	89248
02655723-a	89249
02655838-a	89250
02655943-a	89251
02656034-a	89252
02656121-a	89253
02656218-a	89254
02656464-a	89255
02656539-a	89256
02656699-a	89257
02656801-a	89258
02656930-a	89259
02657100-a	89260
02657221-a	89261
02657334-a	89262
02657454-a	89263
02657619-a	89264
02657741-a	89265
02657966-a	89266
02658043-a	89268
02658188-a	89269
02658412-a	89270
02658629-a	89271
02658737-a	106276
02658835-a	89273
02659044-a	89274
02659154-a	89275
02659292-a	89276
02659404-a	89277
02659571-a	89278
02659733-a	89279
02659931-a	89280
02660065-a	89281
02660164-a	89282
02660337-a	89283
02660546-a	89284
02660651-a	89285
02660940-a	89286
02661099-a	89287
02661202-a	89288
02661314-a	89289
02661446-a	89290
02661574-a	89291
02661806-a	89292
02661922-a	89293
02662020-a	89294
02662142-a	89295
02662252-a	89296
02662394-a	89297
02662538-a	89298
02662692-a	89299
02662792-a	89300
02662933-a	89301
02663040-a	89302
02663145-a	89303
02663351-a	89304
02663453-a	89305
02663583-a	89306
02663676-a	89307
02663798-a	89308
02663950-a	89309
02664067-a	89310
02664215-a	89311
02664354-a	89312
02664592-a	89313
02664700-a	89314
02664825-a	89315
02664932-a	89316
02665088-a	89317
02665212-a	89318
02665367-a	89319
02665497-a	89320
02665642-a	89321
02665803-a	89322
02666029-a	89323
02666132-a	89324
02666294-a	89325
02666434-a	89326
02666530-a	89327
02666637-a	89328
02666747-a	89329
02666852-a	89330
02666952-a	89331
02667148-a	89332
02667275-a	89333
02667426-a	89334
02667550-a	89335
02667637-a	89336
02667741-a	89337
02667973-a	89338
02668058-a	89339
02668153-a	89340
02668258-a	89341
02668432-a	89342
02668585-a	89343
02668695-a	89344
02668839-a	89345
02668981-a	89346
02669125-a	89347
02669223-a	89348
02669373-a	89349
02669490-a	89350
02669616-a	89351
02669731-a	89352
02669806-a	89353
02670050-a	89354
02670202-a	89355
02670411-a	89356
02670572-a	89357
02670678-a	89358
02670812-a	89359
02670899-a	89360
02671038-a	89361
02671202-a	89362
02671423-a	89363
02671577-a	89364
02671714-a	89365
02671795-a	89366
02671885-a	89367
02672015-a	89368
02672116-a	89369
02672219-a	89370
02672344-a	89371
02672500-a	89372
02672591-a	89373
02672729-a	89374
02672886-a	89375
02673022-a	89376
02673139-a	89377
02673345-a	89378
02673446-a	89379
02673594-a	89380
02673712-a	89381
02673810-a	89382
02673880-a	89383
02673969-a	89384
02674148-a	89385
02674303-a	89386
02674398-a	89387
02674530-a	89388
02674642-a	89389
02674772-a	89390
02675055-a	89391
02675196-a	89392
02675320-a	89393
02675446-a	89394
02675626-a	89395
02675738-a	89396
02675856-a	89397
02676046-a	89398
02676205-a	89399
02676309-a	89400
02676383-a	89401
02676456-a	89402
02676610-a	89403
02676825-a	89404
02676966-a	89405
02677112-a	89406
02677231-a	89407
02677332-a	89408
02677549-a	89409
02677703-a	89410
02677861-a	89411
02678001-a	89412
02678087-a	89413
02678218-a	89414
02678371-a	89415
02678502-a	89416
02678677-a	89417
02678850-a	89418
02679063-a	89419
02679202-a	89420
02679352-a	89421
02679468-a	89422
02679653-a	89423
02679858-a	89424
02680017-a	89425
02680151-a	89426
02680242-a	89427
02680492-a	89428
02680580-a	89429
02680723-a	89430
02680977-a	89431
02681141-a	89432
02681282-a	89433
02681402-a	89434
02681567-a	89435
02681681-a	89436
02681776-a	89437
02681881-a	89438
02682039-a	89439
02682134-a	89440
02682298-a	89441
02682406-a	89442
02682543-a	89443
02682699-a	89445
02682863-a	89446
02683049-a	89447
02683160-a	89448
02683315-a	89449
02683419-a	89450
02683650-a	89451
02683869-a	89452
02684005-a	89453
02684198-a	89454
02684317-a	89455
02684482-a	89456
02684557-a	89457
02684742-a	89458
02684875-a	89459
02684971-a	89460
02685153-a	89461
02685299-a	89462
02685539-a	89463
02685703-a	76880
02685785-a	89464
02685946-a	89465
02686046-a	89466
02686159-a	89467
02686322-a	89468
02686439-a	89469
02686630-a	89470
02686950-a	89471
02687191-a	89472
02687333-a	89473
02687434-a	89474
02687578-a	89475
02687727-a	89476
02687822-a	89477
02688016-a	89478
02688131-a	89479
02688263-a	89480
02688369-a	89481
02688523-a	89482
02688623-a	89483
02688833-a	89484
02688974-a	89485
02689112-a	89486
02689256-a	89487
02689430-a	89488
02689542-a	89489
02689658-a	89490
02689782-a	89491
02689889-a	89492
02689973-a	89493
02690153-a	89494
02690270-a	89495
02690429-a	89496
02690613-a	89497
02690922-a	89498
02691028-a	89499
02691142-a	89500
02691237-a	89501
02691390-a	89502
02691531-a	89503
02691680-a	89504
02691839-a	89505
02691944-a	89506
02692034-a	89507
02692105-a	89508
02692229-a	89509
02692378-a	89510
02692471-a	89511
02692624-a	89512
02692815-a	89513
02692966-a	89514
02693186-a	89515
02693278-a	89516
02693440-a	89517
02693533-a	89518
02693701-a	89519
02693802-a	89520
02693895-a	89521
02694109-a	89522
02694247-a	89523
02694583-a	89524
02694784-a	89525
02694948-a	89526
02695045-a	89527
02695229-a	89528
02695389-a	89529
02695522-a	89530
02695647-a	89531
02695765-a	89532
02695966-a	89533
02696090-a	89534
02696234-a	89535
02696386-a	89536
02696515-a	89537
02696638-a	89538
02696795-a	89539
02696920-a	89540
02697116-a	89541
02697329-a	89542
02697452-a	89543
02697677-a	89544
02697781-a	89545
02697911-a	89546
02698031-a	89547
02698145-a	76302
02698301-a	89548
02698379-a	89549
02698514-a	89550
02698663-a	89551
02698782-a	89552
02698898-a	89553
02699011-a	89554
02699121-a	89555
02699289-a	89556
02699451-a	89557
02699524-a	89558
02699792-a	89559
02700029-a	89560
02700199-a	89561
02700317-a	89562
02700434-a	89563
02700615-a	89564
02700792-a	89565
02700918-a	89566
02701099-a	89567
02701253-a	89568
02701377-a	89569
02701548-a	89570
02701662-a	89571
02701775-a	89572
02701922-a	89573
02702099-a	89574
02702209-a	89575
02702332-a	89576
02702473-a	89578
02702656-a	89579
02702807-a	89580
02703001-a	89581
02703438-a	89582
02703911-a	89583
02704005-a	89584
02704120-a	89585
02704245-a	89586
02704344-a	89587
02704461-a	89588
02704611-a	89589
02704686-a	89590
02704844-a	89591
02704983-a	89592
02705138-a	89593
02705254-a	89594
02705409-a	89596
02705572-a	89597
02705692-a	89598
