WN_30_id	UKC_local_concept_id
05158095-n	27931
05158296-n	27932
05158431-n	27933
05158619-n	27934
05158857-n	27935
05158975-n	27936
05159123-n	27937
05159225-n	27938
05159495-n	27939
05159606-n	27940
05159725-n	27941
05159854-n	27942
05159948-n	27943
05160173-n	27944
05160399-n	27945
05160574-n	27946
05160796-n	27947
05161150-n	27948
05161436-n	27949
05161614-n	27950
05161967-n	27951
05162217-n	27952
05162455-n	27953
05162642-n	27954
05162807-n	27955
05162985-n	27956
05163189-n	27957
05163401-n	25592
05163582-n	27958
05163807-n	27959
05164101-n	27960
05164353-n	27961
05164521-n	27962
05164673-n	27963
05164845-n	27964
05165028-n	27965
05165175-n	27966
05165303-n	27967
05165533-n	27968
05165745-n	27969
05165904-n	27970
05166072-n	27971
05166260-n	27972
05166397-n	27973
05166560-n	27974
05166805-n	27975
05167117-n	27976
05167237-n	27977
05167412-n	27978
05167618-n	27979
05167927-n	27980
05168063-n	27981
05168261-n	27982
05168697-n	27983
05168795-n	27984
05168890-n	27985
05169037-n	27986
05169242-n	27987
05169412-n	27988
05169507-n	27989
05169601-n	27990
05169813-n	27991
05170088-n	27992
05170236-n	27993
05170400-n	27994
05170574-n	27995
05170923-n	27996
05171045-n	27997
05171352-n	27998
05171491-n	27999
05171800-n	28000
05171978-n	28001
05172131-n	28002
05172322-n	28003
05172596-n	28004
05172815-n	28005
05172953-n	28006
05173205-n	28007
05173443-n	28008
05173579-n	28009
05173795-n	28010
05174023-n	28011
05174326-n	28012
05174517-n	28013
05174653-n	28014
05175467-n	28015
05175613-n	28016
05175771-n	28017
05175904-n	28018
05176082-n	28019
05176188-n	28020
05176341-n	28021
05176477-n	28022
05176607-n	28023
05176846-n	28024
05177285-n	28025
05177705-n	28026
05177897-n	28027
05178220-n	28028
05178394-n	28029
05178571-n	28030
05178715-n	28031
05179027-n	28032
05179180-n	28033
05179410-n	28034
05179567-n	28035
05179838-n	28036
05179993-n	28037
05180135-n	28038
05180286-n	28039
05180483-n	28040
05180677-n	28041
05180881-n	28042
05181078-n	28043
05181199-n	28044
05181513-n	28045
05181754-n	28046
05181975-n	28047
05182080-n	28048
05182157-n	28049
05182240-n	28050
05182354-n	28051
05182452-n	28052
05182563-n	28053
05183242-n	28054
05183453-n	28055
05183624-n	28056
05183779-n	28057
05183932-n	28058
05184082-n	28059
05184313-n	28060
05184461-n	28061
05184620-n	28062
05184810-n	28063
05185106-n	28064
05185270-n	28065
05185444-n	28066
05185598-n	28067
05185752-n	28068
05185921-n	28069
05186090-n	28070
05186306-n	28071
05186626-n	28072
05186766-n	28073
05186998-n	28074
05187187-n	28075
05187446-n	28076
05187711-n	28077
05187857-n	28078
05187941-n	28079
05188095-n	28080
05188220-n	28081
05188367-n	28082
05188547-n	28083
05188646-n	28084
05188801-n	28085
05189057-n	28086
05189208-n	28087
05189396-n	28088
05189591-n	28089
05189819-n	28090
05189946-n	22560
05190106-n	28091
05190356-n	28092
05190586-n	28093
05190804-n	28094
05191486-n	28095
05191695-n	28096
05191832-n	28097
05192130-n	28098
05192240-n	28099
05192451-n	28100
05192897-n	28101
05193160-n	28102
05193338-n	28103
05193621-n	28104
05193781-n	28105
05194043-n	28106
05194151-n	28107
05194435-n	28108
05194578-n	28109
05194874-n	28110
05195175-n	28111
05195362-n	28112
05195548-n	28113
05195653-n	28114
05195796-n	28115
05195920-n	28116
05196054-n	28117
05196220-n	28118
05196375-n	28119
05196582-n	28120
05197232-n	28121
05197388-n	28122
05197574-n	28123
05197701-n	28124
05197797-n	28125
05197945-n	28126
05198036-n	28127
05198132-n	28128
05198321-n	28129
05198427-n	28130
05198622-n	28131
05198756-n	28132
05198928-n	28133
05199151-n	28134
05199286-n	28135
05199680-n	28136
05199869-n	28137
05200169-n	28138
05200670-n	28139
05200816-n	28140
05201060-n	28141
05201183-n	28142
05201342-n	28143
05201452-n	28144
05201659-n	28145
05201813-n	28146
05202034-n	28147
05202284-n	28148
05202413-n	28149
05202497-n	28150
05202954-n	28151
05203207-n	28152
05203397-n	28153
05203649-n	28154
05204004-n	28155
05204143-n	28156
05204316-n	28157
05204473-n	28158
05204637-n	28159
05204982-n	28160
05205220-n	28161
05205340-n	28162
05205537-n	28163
05205739-n	28164
05206006-n	28165
05206237-n	28166
05206445-n	28167
05206573-n	28168
05206829-n	28169
05207130-n	28170
05207352-n	28171
05207570-n	28172
05207846-n	28173
05207963-n	28174
05208291-n	28175
05208422-n	28176
05208595-n	28177
05208690-n	28178
05208796-n	28179
05208896-n	28180
05208988-n	28181
05209113-n	28182
05209324-n	28183
05209659-n	28184
05209822-n	28185
05210003-n	28186
05210116-n	28187
05210221-n	28188
05210373-n	28189
05210534-n	28190
05210717-n	28191
05210820-n	28192
05211044-n	28193
05211254-n	28194
05211451-n	28195
05211793-n	28196
05211974-n	28197
05212168-n	28198
05212264-n	28199
05212362-n	28200
05212493-n	28201
05212609-n	28202
05212808-n	34926
05212973-n	28203
05213201-n	28204
05213693-n	28205
05213894-n	28206
05214121-n	28207
05214211-n	28208
05214374-n	28209
05214469-n	28210
05214599-n	28211
05214851-n	28212
05214976-n	28213
05215257-n	28214
05215483-n	28215
05215699-n	28216
05215921-n	28217
05216102-n	28218
05216240-n	28219
05216365-n	28220
05217061-n	28221
05217168-n	28222
05217688-n	28223
05217859-n	28224
05218119-n	28225
05218533-n	28226
05218630-n	28227
05218788-n	28228
05218899-n	28229
05219097-n	28230
05219297-n	28231
05219420-n	28232
05219561-n	28233
05219724-n	28234
05219923-n	28235
05220126-n	28236
05220306-n	28237
05220461-n	28238
05221526-n	28239
05221649-n	28240
05221895-n	28241
05222467-n	28242
05222591-n	28243
05222790-n	21000
05222940-n	28244
05223110-n	28245
05223248-n	28246
05223370-n	28247
05223550-n	28248
05223823-n	28249
05224080-n	28250
05224358-n	28251
05224585-n	28252
05224755-n	28253
05224966-n	28254
05225090-n	28255
05225439-n	28256
05225602-n	28257
05226937-n	28258
05227079-n	28259
05227209-n	28260
05227438-n	28261
05227572-n	28262
05227868-n	28263
05228020-n	28264
05228264-n	28265
05228374-n	28266
05228496-n	28267
05228732-n	28268
05228881-n	28269
05229198-n	28270
05229341-n	28271
05229468-n	28272
05229622-n	71370
05229805-n	28273
05229990-n	28274
05230171-n	28275
05230357-n	28276
05230603-n	28277
05231264-n	28278
05231397-n	28279
05231592-n	28280
05231769-n	28281
05231940-n	28282
05232074-n	28283
05232221-n	28284
05232345-n	28285
05232503-n	28286
05232691-n	28287
05232972-n	28288
05233100-n	28289
05233238-n	28290
05233420-n	28291
05233601-n	28292
05233741-n	28293
05233875-n	28294
05234016-n	28295
05234162-n	28296
05234315-n	28297
05234438-n	28298
05234593-n	28299
05234737-n	28300
05234911-n	28301
05235100-n	28302
05235217-n	28303
05235350-n	28304
05235461-n	28305
05235607-n	28306
05235745-n	28307
05235879-n	28308
05236029-n	28309
05236152-n	28310
05236322-n	28311
05236582-n	28312
05236709-n	28313
05236848-n	28314
05237227-n	28315
05237755-n	28316
05238036-n	28317
05238282-n	28318
05239039-n	45516
05239243-n	28319
05239437-n	28320
05239589-n	28321
05239680-n	28322
05239808-n	28323
05240076-n	28324
05240211-n	28325
05240522-n	28326
05240710-n	28327
05240850-n	28328
05241072-n	28329
05241218-n	28330
05241374-n	28331
05241485-n	28332
05241662-n	28333
05241827-n	28334
05242070-n	28335
05242239-n	28336
05242396-n	28337
05242525-n	28338
05242622-n	28339
05242752-n	28340
05242928-n	28341
05243077-n	28342
05243259-n	28343
05243435-n	28344
05243704-n	28345
05243879-n	28346
05244045-n	28347
05244239-n	28348
05244421-n	28349
05244619-n	28350
05244755-n	28351
05244934-n	28352
05245192-n	28353
05245387-n	28354
05245521-n	28355
05245626-n	28356
05245775-n	28357
05245906-n	28358
05246089-n	28359
05246215-n	28360
05246511-n	28361
05246796-n	28362
05246969-n	28363
05247057-n	28364
05247178-n	28365
05247369-n	28366
05247621-n	28367
05247804-n	28368
05248006-n	28369
05248181-n	28370
05248553-n	28371
05248667-n	28372
05248921-n	28373
05249094-n	28374
05249232-n	28375
05249420-n	28376
05249636-n	28377
05250190-n	28378
05250310-n	28379
05250420-n	28380
05250550-n	28381
05250659-n	28382
05251537-n	28383
05251655-n	28384
05251789-n	28385
05252016-n	28386
05252259-n	28387
05252402-n	28388
05252567-n	28389
05252705-n	28390
05252834-n	28391
05252970-n	28392
05253165-n	28393
05253338-n	28394
05253443-n	28395
05253561-n	28396
05253829-n	28397
05253951-n	28398
05254077-n	28399
05254197-n	28400
05254393-n	28401
05254627-n	28402
05254795-n	28403
05255435-n	28404
05255578-n	28405
05255692-n	28406
05255939-n	28407
05256085-n	28408
05256220-n	28409
05256358-n	28410
05256562-n	28411
05256702-n	28412
05256862-n	28413
05257393-n	28414
05257476-n	28415
05257593-n	28416
05257737-n	28417
05257967-n	28418
05258051-n	28419
05258177-n	28420
05258299-n	28421
05258462-n	28422
05258627-n	28423
05258743-n	28424
05258889-n	28425
05258985-n	28426
05259109-n	28427
05259240-n	28428
05259426-n	28429
05259512-n	28430
05259726-n	28431
05259823-n	28432
05259914-n	28433
05259991-n	28434
05260127-n	28435
05260240-n	28436
05260380-n	28437
05260533-n	28438
05260714-n	28439
05260821-n	28440
05260928-n	47123
05261088-n	28442
05261203-n	28443
05261310-n	28444
05261566-n	28445
05261894-n	28446
05261999-n	28447
05262120-n	28448
05262185-n	28449
05262422-n	28450
05262534-n	28451
05262698-n	28452
05262802-n	28453
05263029-n	28454
05263183-n	28455
05263316-n	28456
05263587-n	28457
05263732-n	28458
05263850-n	28459
05264081-n	28460
05264247-n	28461
05264417-n	28462
05264545-n	28463
05264756-n	28464
05264913-n	28465
05265038-n	28466
05265139-n	28467
05265417-n	28468
05265736-n	28469
05265861-n	28470
05265981-n	28471
05266096-n	28472
05266239-n	28473
05266486-n	28474
05266759-n	28475
05266879-n	28476
05267073-n	28477
05267211-n	28478
05267345-n	28479
05267548-n	28480
05268112-n	28481
05268255-n	28482
05268383-n	28483
05268510-n	28484
05268619-n	28485
05268797-n	28486
05268965-n	28487
05269401-n	28488
05269495-n	28489
05269668-n	28490
05269784-n	28491
05269901-n	28492
05271383-n	28493
05271607-n	28494
05271685-n	28495
05271814-n	28496
05272110-n	28497
05272276-n	28498
05272423-n	28499
05272545-n	28500
05272745-n	28501
05272891-n	28502
05273073-n	28503
05273223-n	28504
05273408-n	28505
05273555-n	28506
05273684-n	28507
05273822-n	28508
05274105-n	28509
05274247-n	28510
05274446-n	28511
05274590-n	28512
05274808-n	28513
05274959-n	28514
05275162-n	28515
05275315-n	28516
05275466-n	28517
05275651-n	28518
05275905-n	28519
05276290-n	28520
05276425-n	28521
05276566-n	28522
05276668-n	28523
05276860-n	28524
05277100-n	28525
05277261-n	28526
05277405-n	28527
05277532-n	28528
05277728-n	28529
05277941-n	28530
05278152-n	28531
05278395-n	28532
05278584-n	28533
05278714-n	28534
05278922-n	28535
05279026-n	28536
05279321-n	28537
05279407-n	28538
05279688-n	28539
05279953-n	28540
05280154-n	28541
05280365-n	28542
05280512-n	28543
05280698-n	28544
05280831-n	28545
05280998-n	28546
05281189-n	28547
05281452-n	28548
05281584-n	28549
05281691-n	28550
05281874-n	28551
05282000-n	28552
05282247-n	28553
05282339-n	28554
05282433-n	28555
05282652-n	28556
05282746-n	28557
05283326-n	28558
05283498-n	28559
05283649-n	28560
05283816-n	28561
05284020-n	28562
05284132-n	28563
05284333-n	28564
05284617-n	28565
05284851-n	28566
05285101-n	28567
05285275-n	28568
05285480-n	28569
05285623-n	28570
05285835-n	28571
05286008-n	28572
05286167-n	28573
05286272-n	28574
05286412-n	28575
05286536-n	28576
05287090-n	28577
05287368-n	28578
05287607-n	28579
05287731-n	28580
05287882-n	28581
05288091-n	28582
05288396-n	28583
05288593-n	28584
05288739-n	28585
05288912-n	28586
05289057-n	28587
05289297-n	28588
05289601-n	28589
05289743-n	28590
05289861-n	28591
05290756-n	28592
05290897-n	28593
05291010-n	28594
05291230-n	28595
05291373-n	28596
05291495-n	28597
05291604-n	28598
05291728-n	28599
05291945-n	28600
05292073-n	28601
05292200-n	28602
05292359-n	28603
05292468-n	28604
05292587-n	28605
05292736-n	28606
05292856-n	28607
05293040-n	28608
05293268-n	28609
05293420-n	28610
05293597-n	28611
05293773-n	28612
05293944-n	28613
05294068-n	28614
05294256-n	28615
05294374-n	28616
05294606-n	28617
05294819-n	28618
05294995-n	28619
05295160-n	28620
05295381-n	28621
05295593-n	28622
05295740-n	28623
05296001-n	28624
05296127-n	28625
05296253-n	28626
05296503-n	28627
05296639-n	28628
05296775-n	28629
05296968-n	28630
05297163-n	28631
05297363-n	28632
05297523-n	28633
05298159-n	28634
05298313-n	28635
05298421-n	28636
05298572-n	28637
05298729-n	28638
05298988-n	28639
05299178-n	28640
05299687-n	28641
05299814-n	28642
05299927-n	28643
05300128-n	28644
05300231-n	28645
05300397-n	28646
05300507-n	28647
05300675-n	28648
05300926-n	28649
05301072-n	28650
05301392-n	28651
05301526-n	28652
05301752-n	28653
05301908-n	28654
05302307-n	28655
05302422-n	28656
05302499-n	28657
05302899-n	28658
05303020-n	28659
05303232-n	28660
05303402-n	28661
05304252-n	28662
05304341-n	22660
05304603-n	28663
05304795-n	28664
05304932-n	28665
05305136-n	28666
05305389-n	28667
05305614-n	28668
05305806-n	28669
05306055-n	28670
05306122-n	28671
05306190-n	28672
05306390-n	28673
05306476-n	28674
05306604-n	28675
05306708-n	28676
05306894-n	28677
05307091-n	28678
05307358-n	28679
05307521-n	28680
05307641-n	28681
05307773-n	28682
05307952-n	28683
05308141-n	28684
05308310-n	28685
05308481-n	28686
05308655-n	28687
05308810-n	28688
05308950-n	28689
05309050-n	28690
05309245-n	28691
05309392-n	28692
05309591-n	28693
05309725-n	28694
05309965-n	28695
05310206-n	28696
05310351-n	28697
05310596-n	28698
05310790-n	28699
05311054-n	28700
05311795-n	28701
05312040-n	28702
05312149-n	28703
05312227-n	28704
05312306-n	28705
05312427-n	28706
05312614-n	28707
05312782-n	28708
05313115-n	28709
05313344-n	28710
05313535-n	28711
05313679-n	28712
05313822-n	28713
05314075-n	28714
05314255-n	28715
05314462-n	28716
05314549-n	28717
05314639-n	28718
05314834-n	28719
05314919-n	28720
05315095-n	28721
05315382-n	28722
05315612-n	28723
05315855-n	28724
05316025-n	28725
05316175-n	28726
05316407-n	28727
05316590-n	28728
05316674-n	28729
05316850-n	28730
05317013-n	28731
05317191-n	28732
05317354-n	28733
05317603-n	28734
05317815-n	28735
05317960-n	28736
05318263-n	28737
05318407-n	28738
05318606-n	28739
05318831-n	28740
05319028-n	28741
05319144-n	28742
05319279-n	28743
05319419-n	28744
05319588-n	28745
05319760-n	28746
05319936-n	28747
05320183-n	28748
05320362-n	28749
05320636-n	29612
05320764-n	29662
05320899-n	28750
05321144-n	28751
05321307-n	28752
05321664-n	28753
05321917-n	28754
05322103-n	28755
05322247-n	28756
05322432-n	28757
05322570-n	28758
05322735-n	28759
05322855-n	28760
05323036-n	28761
05323228-n	28762
05323454-n	28763
05323588-n	28764
05323723-n	28765
05323889-n	28766
05324134-n	28767
05324276-n	28768
05324388-n	28769
05324553-n	28770
05324691-n	28771
05324888-n	28772
05325153-n	28773
05325378-n	28774
05325606-n	28775
05325786-n	28776
05325943-n	28777
05326060-n	28778
05326200-n	28779
05326340-n	28780
05326465-n	28781
05326624-n	28782
05326900-n	28783
05327134-n	28784
05327373-n	28785
05327652-n	28786
05327767-n	28787
05328115-n	28788
05328232-n	28789
05328508-n	28790
05328695-n	28791
05328867-n	28792
05329215-n	28793
05329533-n	28794
05329735-n	28795
05330244-n	28796
05330365-n	28797
05330518-n	28798
05330659-n	28799
05330848-n	28800
05331035-n	28801
05331171-n	28802
05331404-n	28803
05331653-n	28804
05331812-n	28805
05331988-n	28806
05332225-n	28807
05332438-n	28808
05332569-n	28809
05332802-n	28810
05333259-n	28811
05333467-n	28812
05333777-n	28813
05335310-n	28814
05335515-n	28815
05335700-n	28816
05335850-n	28817
05335971-n	28818
05336246-n	28819
05336377-n	28820
05336487-n	28821
05336635-n	28822
05336748-n	28823
05336893-n	28824
05337055-n	28825
05337178-n	28826
05337301-n	28827
05337485-n	28828
05337663-n	28829
05337855-n	28830
05338025-n	28831
05338166-n	28832
05338410-n	28833
05338614-n	28834
05338847-n	28835
05339047-n	28836
05339168-n	28837
05339357-n	28838
05339583-n	28839
05339751-n	28840
05339946-n	28841
05340121-n	28842
05340317-n	28843
05340599-n	28844
05340795-n	28845
05340972-n	28846
05341089-n	28847
05341206-n	28848
05341416-n	28849
05341641-n	28850
05341789-n	28851
05341920-n	28852
05342070-n	28853
05342214-n	28854
05342374-n	28855
05342499-n	28856
05342673-n	28857
05342854-n	28858
05343037-n	28859
05343218-n	28860
05343408-n	28861
05343542-n	28862
05343718-n	28863
05343941-n	28864
05344073-n	28865
05344213-n	28866
05344350-n	28867
05344514-n	28868
05344697-n	28869
05344848-n	28870
05345038-n	28871
05345247-n	28872
05345421-n	28873
05345581-n	28874
05345783-n	28875
05345978-n	28876
05346191-n	28877
05346406-n	28878
05346585-n	28879
05346714-n	28880
05346892-n	28881
05347146-n	28882
05347359-n	28883
05347465-n	28884
05347631-n	28885
05347871-n	28886
05348054-n	28887
05348269-n	28888
05348540-n	28889
05348698-n	28890
05348884-n	28891
05349101-n	28892
05349273-n	28893
05349445-n	28894
05349659-n	28895
05349906-n	28896
05350061-n	28897
05350256-n	28898
05350453-n	28899
05350679-n	28900
05350900-n	28901
05351058-n	28902
05351278-n	28903
05351442-n	28904
05351572-n	28905
05351746-n	28906
05351968-n	28907
05352112-n	28908
05352291-n	28909
05352433-n	28910
05352601-n	28911
05352754-n	28912
05352896-n	28913
05353070-n	28914
05353241-n	28915
05353364-n	28916
05353507-n	28917
05353683-n	28918
05353819-n	28919
05354026-n	28920
05354238-n	28921
05354381-n	28922
05354580-n	28923
05354744-n	28924
05354955-n	28925
05355146-n	28926
05355341-n	28927
05355527-n	28928
05355706-n	28929
05355890-n	28930
05356083-n	28931
05356291-n	28932
05356442-n	28933
05356657-n	28934
05356889-n	28935
05357160-n	28936
05357366-n	28937
05357500-n	28938
05357682-n	28939
05357867-n	28940
05358036-n	28941
05358226-n	28942
05358345-n	28943
05358507-n	28944
05358764-n	28945
05358944-n	28946
05359124-n	28947
05359347-n	28948
05359516-n	28949
05359695-n	28950
05359828-n	28951
05360042-n	28952
05360170-n	28953
05360297-n	28954
05360470-n	28955
05360678-n	28956
05360880-n	28957
05361123-n	28958
05361278-n	28959
05361391-n	28960
05361640-n	28961
05361805-n	28962
05362016-n	28963
05362197-n	28964
05362405-n	28965
05362593-n	28966
05362745-n	28967
05362912-n	28968
05363064-n	28969
05363270-n	28970
05363428-n	28971
05363559-n	28972
05363676-n	28973
05363868-n	28974
05364000-n	28975
05364184-n	28976
05364345-n	28977
05364448-n	28978
05364612-n	28979
05364730-n	28980
05364905-n	28981
05365059-n	28982
05365164-n	28983
05365284-n	28984
05365420-n	28985
05365838-n	28986
05366043-n	28987
05366206-n	28988
05366341-n	28989
05366485-n	28990
05366640-n	28991
05366812-n	28992
05367003-n	28993
05367165-n	28994
05367341-n	28995
05367508-n	28996
05367735-n	28997
05367912-n	28998
05368100-n	28999
05368278-n	29000
05368444-n	29001
05368594-n	29002
05368739-n	29003
05368874-n	29004
05369092-n	29005
05369254-n	29006
05369404-n	29007
05369566-n	29008
05369757-n	29009
05369924-n	29010
05370125-n	29011
05370293-n	29012
05370410-n	29013
05370636-n	29014
05370781-n	29015
05370918-n	29016
05371144-n	29017
05371301-n	29018
05371482-n	29019
05371663-n	29020
05371829-n	29021
05371977-n	29022
05372125-n	29023
05372290-n	29024
05372428-n	29025
05372593-n	29026
05372725-n	29027
05372924-n	29028
05373145-n	29029
05373300-n	29030
05373495-n	29031
05373616-n	29032
05373790-n	29033
05373924-n	29034
05374101-n	29035
05374280-n	29036
05374475-n	29037
05374658-n	29038
05374861-n	29039
05374980-n	29040
05375169-n	29041
05375322-n	29042
05375530-n	29043
05375729-n	29044
05375881-n	29045
05376050-n	29046
05376219-n	29047
05376391-n	29048
05376541-n	29049
05376721-n	29050
05376844-n	29051
05377098-n	29052
05377252-n	29053
05377371-n	29054
05377515-n	29055
05377665-n	29056
05377833-n	29057
05378022-n	29058
05378137-n	29059
05378234-n	29060
05378458-n	29061
05378654-n	29062
05378850-n	29063
05379039-n	29064
05379247-n	29065
05379438-n	29066
05379635-n	29067
05379734-n	29068
05379944-n	29069
05380122-n	29070
05380252-n	29071
05380404-n	29072
05380532-n	29073
05380697-n	29074
05380822-n	29075
05381036-n	29076
05381148-n	29077
05381325-n	29078
05381491-n	29079
05381666-n	29080
05381779-n	29081
05381956-n	29082
05382135-n	29083
05382316-n	29084
05382432-n	29085
05382589-n	29086
05382729-n	29087
05382855-n	29088
05383004-n	29089
05383216-n	29090
05383348-n	29091
05383467-n	29092
05383598-n	29093
05383791-n	29094
05383956-n	29095
05384128-n	29096
05384300-n	29097
05384446-n	29098
05384560-n	29099
05384691-n	29100
05384817-n	29101
05384999-n	29102
05385161-n	29103
05385363-n	29104
05385534-n	29105
05386139-n	29106
05386309-n	29107
05386426-n	29108
05386544-n	29109
05386845-n	29110
05387028-n	29111
05387167-n	29112
05387395-n	29113
05387544-n	29114
05387842-n	29115
05387959-n	29116
05388115-n	29117
05388311-n	29118
05388437-n	29119
05388527-n	29120
05388665-n	29121
05388805-n	29122
05389182-n	29123
05389310-n	29124
05389460-n	29125
05389625-n	29126
05389762-n	29127
05389939-n	29128
05390233-n	29129
05390479-n	29130
05390761-n	29131
05391000-n	29132
05391118-n	29133
05391269-n	29134
05391540-n	29135
05391763-n	29136
05391977-n	29137
05392157-n	29138
05392348-n	29139
05392562-n	29140
05392744-n	29141
05392906-n	29142
05393023-n	29143
05393230-n	29144
05393429-n	29145
05393629-n	29146
05393813-n	29147
05393996-n	29148
05394277-n	29149
05394526-n	29150
05394707-n	29151
05394904-n	29152
05395098-n	29153
05395286-n	29154
05395548-n	29155
05395690-n	29156
05396071-n	29157
05396229-n	29158
05396366-n	29159
05396690-n	29160
05396807-n	29161
05397032-n	29162
05397178-n	29163
05397333-n	29164
05397468-n	29165
05398023-n	29166
05398298-n	29167
05398462-n	29168
05398609-n	29169
05398760-n	29170
05398871-n	29171
05399034-n	29172
05399243-n	29173
05399356-n	29174
05399486-n	29175
05399627-n	29176
05399847-n	29177
05400445-n	29178
05400601-n	29179
05400860-n	29180
05400978-n	29181
05401096-n	29182
05401229-n	29183
05401411-n	29184
05401587-n	29185
05401753-n	29186
05401851-n	29187
05401951-n	29188
05402091-n	29189
05402333-n	29190
05402576-n	29191
05402788-n	29192
05402961-n	29193
05403149-n	29194
05403427-n	29196
05403702-n	29197
05403849-n	29198
05404074-n	29199
05404336-n	29200
05404598-n	29201
05404728-n	29202
05405139-n	29203
05405324-n	29204
05405554-n	29205
05405751-n	29206
05405946-n	29207
05406128-n	29208
05406397-n	29209
05406570-n	29210
05406782-n	29211
05406958-n	29212
05407119-n	29213
05407772-n	29214
05407890-n	29215
05408113-n	29216
05408388-n	29217
05408908-n	29218
05409426-n	29231
05409663-n	29219
05410131-n	29220
05410315-n	29221
05410646-n	29222
05410901-n	29223
05411049-n	29224
05411338-n	29225
05411430-n	29226
05411571-n	29227
05411785-n	29228
05412053-n	29229
05412242-n	29230
05412649-n	29232
05412912-n	29233
05413102-n	29234
05413241-n	29235
05413465-n	29236
05413647-n	29237
05413873-n	29238
05414147-n	29239
05414534-n	29240
05414724-n	29241
05414931-n	29242
05415200-n	29243
05415395-n	29244
05415815-n	29245
05416048-n	29246
05416128-n	29247
05416198-n	29248
05416545-n	29249
05416678-n	29250
05416861-n	29251
05416979-n	29252
05417162-n	29253
05417272-n	29254
05417472-n	29255
05417698-n	29256
05417821-n	29257
05417975-n	29258
05418177-n	29259
05418432-n	29260
05418585-n	29261
05418717-n	29262
05421414-n	29263
05421586-n	29264
05421723-n	29265
05421900-n	29266
05421997-n	29267
05422135-n	29268
05422317-n	29269
05422457-n	29270
05422574-n	29271
05422668-n	29272
05422852-n	29273
05423095-n	29274
05423319-n	29275
05423443-n	29276
05423595-n	29277
05423779-n	29278
05423882-n	29279
05424074-n	29280
05424199-n	29281
05424351-n	29282
05424504-n	29283
05424679-n	29284
05424796-n	29285
05425207-n	29286
05425436-n	29287
05425581-n	29288
05425703-n	29289
05425910-n	29290
05426087-n	29291
05426243-n	29292
05426989-n	29293
05427570-n	29294
05427739-n	29295
05427946-n	29296
05428136-n	29297
05428331-n	29298
05428473-n	29299
05428645-n	29300
05428794-n	29301
05428974-n	29302
05429195-n	29303
05429404-n	29304
05429525-n	29305
05429658-n	29306
05429840-n	29307
05429994-n	29308
05430095-n	29309
05430300-n	29310
05430454-n	29311
05430628-n	29312
05431177-n	29313
05431285-n	29314
05431402-n	29315
05431585-n	29316
05431762-n	29317
05431926-n	29318
05432623-n	29319
05432736-n	29320
05432948-n	29321
05433400-n	29322
05433496-n	29323
05433709-n	29324
05433856-n	29325
05433953-n	29326
05434053-n	29327
05434203-n	29328
05434361-n	29329
05434557-n	29330
05434784-n	29331
05434927-n	29332
05435277-n	29333
05435477-n	29334
05435722-n	29335
05435855-n	29336
05436080-n	29337
05436381-n	29338
05436548-n	29339
05436752-n	29340
05437600-n	29341
05437785-n	29342
05438130-n	29343
05438315-n	29344
05438483-n	29345
05438642-n	29346
05438778-n	29347
05438956-n	29348
05439100-n	29349
05439286-n	29350
05439413-n	29351
05439942-n	29352
05440046-n	29353
05440207-n	29354
05440410-n	29355
05440555-n	29356
05440756-n	29357
05440875-n	29358
05441053-n	29359
05441224-n	29360
05441338-n	29361
05441468-n	29362
05441929-n	29363
05442022-n	29364
05442131-n	29365
05442594-n	29366
05442789-n	29367
05442916-n	29368
05443050-n	29369
05443211-n	29370
05443333-n	29371
05443484-n	29372
05443651-n	29373
05443966-n	29374
05444175-n	29375
05444324-n	29376
05444610-n	29377
05444709-n	29378
05444876-n	29379
05445099-n	29380
05445247-n	29381
05445389-n	29382
05445546-n	29383
05445668-n	29384
05446006-n	29385
05446181-n	29386
05446394-n	29387
05446767-n	29388
05446971-n	29389
05447087-n	29390
05447218-n	29391
05447423-n	29392
05447599-n	29393
05447757-n	29394
05447962-n	29395
05448053-n	29396
05448149-n	29397
05448257-n	29398
05448400-n	29399
05448501-n	29400
05448597-n	29401
05448704-n	29402
05448827-n	29403
05448928-n	29404
05449073-n	29405
05449196-n	29406
05449268-n	29407
05449538-n	29408
05449661-n	29409
05449797-n	29410
05449959-n	29411
05450370-n	29412
05450617-n	29413
05450740-n	29414
05450888-n	29415
05451099-n	29416
05451265-n	29417
05451384-n	29418
05451695-n	29419
05451981-n	29420
05452204-n	29421
05452516-n	29422
05452765-n	29423
05452845-n	29424
05453057-n	29425
05453145-n	29426
05453267-n	29427
05453412-n	29428
05453523-n	29429
05453657-n	29430
05453815-n	29431
05453943-n	29432
05454070-n	29433
05454452-n	29434
05454578-n	29435
05454702-n	29436
05454833-n	29437
05454978-n	29438
05455113-n	29439
05455206-n	29440
05455375-n	29441
05455563-n	29442
05455690-n	29443
05455912-n	29444
05456082-n	29445
05456257-n	29446
05456456-n	29447
05456622-n	29448
05456732-n	29449
05456945-n	29450
05457201-n	29451
05457343-n	29452
05457469-n	29453
05457795-n	29454
05457973-n	29455
05458173-n	29456
05458300-n	29457
05458412-n	29458
05458576-n	29459
05458703-n	29460
05458859-n	29461
05458990-n	29462
05459101-n	29463
05459232-n	29464
05459457-n	29465
05459590-n	29466
05459769-n	29467
05459953-n	29468
05460163-n	29469
05460291-n	29470
05460473-n	29471
05460759-n	29472
05460870-n	29473
05461179-n	29474
05461349-n	29475
