concept_id,wn30_id,domain
35682,06779096-n,noun.communication
35683,06779210-n,noun.communication
35684,06779310-n,noun.communication
35685,06779511-n,noun.communication
35686,06779642-n,noun.communication
35687,06779713-n,noun.communication
35688,06779839-n,noun.communication
35689,06779914-n,noun.communication
3569,00706847-n,noun.act
35690,06780069-n,noun.communication
35691,06780309-n,noun.communication
35692,06780678-n,noun.communication
35693,06780882-n,noun.communication
35694,06781151-n,noun.communication
35695,06781281-n,noun.communication
35696,06781383-n,noun.communication
35697,06781581-n,noun.communication
35698,06781811-n,noun.communication
35699,06781878-n,noun.communication
357,00092663-n,noun.act
3570,00707028-n,noun.act
35700,06782019-n,noun.communication
35701,06782383-n,noun.communication
35702,06782680-n,noun.communication
35703,06783155-n,noun.communication
35704,06783265-n,noun.communication
35705,06783442-n,noun.communication
35706,06783598-n,noun.communication
35707,06783768-n,noun.communication
35708,06784003-n,noun.communication
35709,06784317-n,noun.communication
3571,00707213-n,noun.act
35710,06784470-n,noun.communication
35711,06784639-n,noun.communication
35712,06784966-n,noun.communication
35713,06785101-n,noun.communication
35714,06785223-n,noun.communication
35715,06785367-n,noun.communication
35716,06785541-n,noun.communication
35717,06785654-n,noun.communication
35718,06785840-n,noun.communication
35719,06786209-n,noun.communication
3572,00707344-n,noun.act
35720,06786358-n,noun.communication
35721,06786486-n,noun.communication
35722,06786629-n,noun.communication
35723,06787037-n,noun.communication
35724,06787150-n,noun.communication
35725,06787429-n,noun.communication
35726,06787602-n,noun.communication
35727,06787835-n,noun.communication
35728,06788007-n,noun.communication
35729,06788262-n,noun.communication
3573,00707537-n,noun.act
35730,06788463-n,noun.communication
35731,06788565-n,noun.communication
35732,06788785-n,noun.communication
35733,06788897-n,noun.communication
35734,06789080-n,noun.communication
35735,06789215-n,noun.communication
35736,06789411-n,noun.communication
35737,06789801-n,noun.communication
35738,06790042-n,noun.communication
35739,06790235-n,noun.communication
3574,00707785-n,noun.act
35740,06790557-n,noun.communication
35741,06790845-n,noun.communication
35742,06791017-n,noun.communication
35743,06791195-n,noun.communication
35744,06646243-n,noun.communication
35745,06792188-n,noun.communication
35746,06792364-n,noun.communication
35747,06792526-n,noun.communication
35748,06792645-n,noun.communication
35749,06792818-n,noun.communication
3575,00707967-n,noun.act
35750,06792950-n,noun.communication
35751,06793091-n,noun.communication
35752,06793231-n,noun.communication
35753,06793426-n,noun.communication
35754,06793817-n,noun.communication
35755,06793959-n,noun.communication
35756,06794110-n,noun.communication
35757,06794216-n,noun.communication
35758,06794374-n,noun.communication
35759,06794537-n,noun.communication
3576,00708168-n,noun.act
35760,06794666-n,noun.communication
35761,06794980-n,noun.communication
35762,06795168-n,noun.communication
35763,06795290-n,noun.communication
35764,06795438-n,noun.communication
35765,06795543-n,noun.communication
35766,06795657-n,noun.communication
35767,06646531-n,noun.communication
35768,06795967-n,noun.communication
35769,06796119-n,noun.communication
3577,00708332-n,noun.act
35770,06796333-n,noun.communication
35771,06796506-n,noun.communication
35772,06796642-n,noun.communication
35773,06796942-n,noun.communication
35774,06797047-n,noun.communication
35775,06797169-n,noun.communication
35776,06797671-n,noun.communication
35777,06797947-n,noun.communication
35778,06798187-n,noun.communication
35779,06798336-n,noun.communication
3578,00708489-n,noun.act
35780,06798472-n,noun.communication
35781,06798558-n,noun.communication
35782,06798750-n,noun.communication
35783,06799142-n,noun.communication
35784,06799260-n,noun.communication
35785,06799485-n,noun.communication
35786,06799588-n,noun.communication
35787,06799754-n,noun.communication
35788,06799897-n,noun.communication
35789,06800344-n,noun.communication
3579,00708676-n,noun.act
35790,06800532-n,noun.communication
35791,06800698-n,noun.communication
35792,06800871-n,noun.communication
35793,06801033-n,noun.communication
35794,06801138-n,noun.communication
35795,06801313-n,noun.communication
35796,06801418-n,noun.communication
35797,06801580-n,noun.communication
35798,06801740-n,noun.communication
35799,06801865-n,noun.communication
358,00092847-n,noun.act
3580,00708957-n,noun.act
35800,06801965-n,noun.communication
35801,06802138-n,noun.communication
35802,06802258-n,noun.communication
35803,06802347-n,noun.communication
35804,06802444-n,noun.communication
35805,06802571-n,noun.communication
35806,06802785-n,noun.communication
35807,06802880-n,noun.communication
35808,06803023-n,noun.communication
35809,06803157-n,noun.communication
3581,00709205-n,noun.act
35810,06803478-n,noun.communication
35811,06803636-n,noun.communication
35812,06803845-n,noun.communication
35813,06803954-n,noun.communication
35814,06804097-n,noun.communication
35815,06804199-n,noun.communication
35816,06804388-n,noun.communication
35817,06804483-n,noun.communication
35818,06804606-n,noun.communication
35819,06804728-n,noun.communication
3582,00709395-n,noun.act
35820,06804847-n,noun.communication
35821,06804988-n,noun.communication
35822,06805128-n,noun.communication
35823,06805297-n,noun.communication
35824,06805497-n,noun.communication
35825,06805665-n,noun.communication
35826,06805826-n,noun.communication
35827,06805962-n,noun.communication
35828,06806098-n,noun.communication
35829,06806318-n,noun.communication
3583,00709521-n,noun.act
35830,06806469-n,noun.communication
35831,06807056-n,noun.communication
35832,06807198-n,noun.communication
35833,06807501-n,noun.communication
35834,06807657-n,noun.communication
35835,06807849-n,noun.communication
35836,06807971-n,noun.communication
35837,06808121-n,noun.communication
35838,06808271-n,noun.communication
35839,06808408-n,noun.communication
3584,00709659-n,noun.act
35840,06808493-n,noun.communication
35841,06808720-n,noun.communication
35842,06809074-n,noun.communication
35843,06809291-n,noun.communication
35844,06809421-n,noun.communication
35845,06809905-n,noun.communication
35846,06810020-n,noun.communication
35847,06810238-n,noun.communication
35848,06810407-n,noun.communication
35849,06810544-n,noun.communication
3585,00709843-n,noun.act
35850,06810691-n,noun.communication
35851,06810790-n,noun.communication
35852,06810997-n,noun.communication
35853,06811109-n,noun.communication
35854,06811283-n,noun.communication
35855,06811419-n,noun.communication
35856,06811625-n,noun.communication
35857,06811867-n,noun.communication
35858,06811986-n,noun.communication
35859,06812085-n,noun.communication
3586,00710015-n,noun.act
35860,06812289-n,noun.communication
35861,06812417-n,noun.communication
35862,06812188-n,noun.communication
35863,06812631-n,noun.communication
35864,06812794-n,noun.communication
35865,06812915-n,noun.communication
35866,06813004-n,noun.communication
35867,06813115-n,noun.communication
35868,06813310-n,noun.communication
35869,06813506-n,noun.communication
3587,00710155-n,noun.act
35870,06813700-n,noun.communication
35871,06814021-n,noun.communication
35872,06814236-n,noun.communication
35873,06814443-n,noun.communication
35874,06814655-n,noun.communication
35875,06814870-n,noun.communication
35876,06815458-n,noun.communication
35877,06815621-n,noun.communication
35878,06815714-n,noun.communication
35879,06815970-n,noun.communication
3588,00710338-n,noun.act
35880,06816106-n,noun.communication
35881,06816335-n,noun.communication
35882,06816445-n,noun.communication
35883,06816555-n,noun.communication
35884,06816785-n,noun.communication
35885,06816935-n,noun.communication
35886,06817173-n,noun.communication
35887,06817312-n,noun.communication
35888,06817459-n,noun.communication
35889,06817623-n,noun.communication
3589,00710550-n,noun.act
35890,06817782-n,noun.communication
35891,06818121-n,noun.communication
35892,06818317-n,noun.communication
35893,06818439-n,noun.communication
35894,06818603-n,noun.communication
35895,06818747-n,noun.communication
35896,06818970-n,noun.communication
35897,06819557-n,noun.communication
35898,06819698-n,noun.communication
35899,06819824-n,noun.communication
359,00093006-n,noun.act
3590,00710692-n,noun.act
35900,06820023-n,noun.communication
35901,06820212-n,noun.communication
35902,06820425-n,noun.communication
35903,06820601-n,noun.communication
35904,06820837-n,noun.communication
35905,06820964-n,noun.communication
35906,06821279-n,noun.communication
35907,06821422-n,noun.communication
35908,06821581-n,noun.communication
35909,06821770-n,noun.communication
3591,00710889-n,noun.act
35910,06821889-n,noun.communication
35911,06822034-n,noun.communication
35912,06822198-n,noun.communication
35913,06822476-n,noun.communication
35914,06822576-n,noun.communication
35915,06822707-n,noun.communication
35916,06822831-n,noun.communication
35917,06822958-n,noun.communication
35918,06823102-n,noun.communication
35919,06823259-n,noun.communication
3592,00711127-n,noun.act
35920,06823440-n,noun.communication
35921,06823561-n,noun.communication
35922,06823760-n,noun.communication
35923,06823925-n,noun.communication
35924,06824041-n,noun.communication
35925,06824227-n,noun.communication
35926,06824757-n,noun.communication
35927,06824955-n,noun.communication
35928,06825120-n,noun.communication
35929,06825273-n,noun.communication
3593,00711265-n,noun.act
35930,06825399-n,noun.communication
35931,06825996-n,noun.communication
35932,06826214-n,noun.communication
35933,06826407-n,noun.communication
35934,06826589-n,noun.communication
35935,06826726-n,noun.communication
35936,06826974-n,noun.communication
35937,06827219-n,noun.communication
35938,06827344-n,noun.communication
35939,06827503-n,noun.communication
3594,00711413-n,noun.act
35940,06827679-n,noun.communication
35941,06827947-n,noun.communication
35942,06828061-n,noun.communication
35943,06828199-n,noun.communication
35944,06828389-n,noun.communication
35945,06828529-n,noun.communication
35946,06828662-n,noun.communication
35947,06828818-n,noun.communication
35948,06830561-n,noun.communication
35949,06830708-n,noun.communication
3595,00711523-n,noun.act
35950,06830838-n,noun.communication
35951,06830997-n,noun.communication
35952,06831177-n,noun.communication
35953,06831284-n,noun.communication
35954,06831391-n,noun.communication
35955,06831498-n,noun.communication
35956,06831605-n,noun.communication
35957,06831712-n,noun.communication
35958,06831819-n,noun.communication
35959,06831926-n,noun.communication
3596,00711727-n,noun.act
35960,06832033-n,noun.communication
35961,06832140-n,noun.communication
35962,06832248-n,noun.communication
35963,06832356-n,noun.communication
35964,06832464-n,noun.communication
35965,06832572-n,noun.communication
35966,06832680-n,noun.communication
35967,06832788-n,noun.communication
35968,06832896-n,noun.communication
35969,06833004-n,noun.communication
3597,00711799-n,noun.act
35970,06833112-n,noun.communication
35971,06833220-n,noun.communication
35972,06833328-n,noun.communication
35973,06833436-n,noun.communication
35974,06833544-n,noun.communication
35975,06833663-n,noun.communication
35976,06833776-n,noun.communication
35977,06833890-n,noun.communication
35978,06834138-n,noun.communication
35979,06834245-n,noun.communication
3598,00711897-n,noun.act
35980,06834351-n,noun.communication
35981,06834458-n,noun.communication
35982,06834565-n,noun.communication
35983,06834674-n,noun.communication
35984,06834780-n,noun.communication
35985,06834885-n,noun.communication
35986,06834992-n,noun.communication
35987,06835098-n,noun.communication
35988,06835206-n,noun.communication
35989,06835315-n,noun.communication
3599,00712031-n,noun.act
35990,06835420-n,noun.communication
35991,06835525-n,noun.communication
35992,06835630-n,noun.communication
35993,06835740-n,noun.communication
35994,06835845-n,noun.communication
35995,06835951-n,noun.communication
35996,06836059-n,noun.communication
35997,06836165-n,noun.communication
35998,06836275-n,noun.communication
35999,06836381-n,noun.communication
36,00007846-n,noun.Tops
360,00093127-n,noun.act
3600,00712225-n,noun.act
36000,06836493-n,noun.communication
36001,06836599-n,noun.communication
36002,06836714-n,noun.communication
36003,06836822-n,noun.communication
36004,06836929-n,noun.communication
36005,06837037-n,noun.communication
36006,06837146-n,noun.communication
36007,06837251-n,noun.communication
36008,06837357-n,noun.communication
36009,06837465-n,noun.communication
3601,00712833-n,noun.act
36010,06837572-n,noun.communication
36011,06837679-n,noun.communication
36012,06837787-n,noun.communication
36013,06837895-n,noun.communication
36014,06838005-n,noun.communication
36015,06838112-n,noun.communication
36016,06838219-n,noun.communication
36017,06838329-n,noun.communication
36018,06838437-n,noun.communication
36019,06838543-n,noun.communication
3602,00712979-n,noun.act
36020,06838652-n,noun.communication
36021,06838760-n,noun.communication
36022,06838868-n,noun.communication
36023,06838975-n,noun.communication
36024,06839083-n,noun.communication
36025,06839190-n,noun.communication
36026,06839411-n,noun.communication
36027,06839637-n,noun.communication
36028,06839737-n,noun.communication
36029,06839858-n,noun.communication
3603,00713135-n,noun.act
36030,06840047-n,noun.communication
36031,06840187-n,noun.communication
36032,06840442-n,noun.communication
36033,06840530-n,noun.communication
36034,06840648-n,noun.communication
36035,06840890-n,noun.communication
36036,06841159-n,noun.communication
36037,06841287-n,noun.communication
36038,06841365-n,noun.communication
36039,06841873-n,noun.communication
3604,00713250-n,noun.act
36040,06841987-n,noun.communication
36041,06842165-n,noun.communication
36042,06842290-n,noun.communication
36043,06842452-n,noun.communication
36044,06842660-n,noun.communication
36045,06842852-n,noun.communication
36046,06843017-n,noun.communication
36047,06843148-n,noun.communication
36048,06843393-n,noun.communication
36049,06843520-n,noun.communication
3605,00713493-n,noun.act
36050,06843838-n,noun.communication
36051,06844040-n,noun.communication
36052,06844199-n,noun.communication
36053,06844427-n,noun.communication
36054,06844509-n,noun.communication
36055,06844594-n,noun.communication
36056,06844739-n,noun.communication
36057,06844903-n,noun.communication
36058,06845076-n,noun.communication
36059,06845199-n,noun.communication
3606,00713594-n,noun.act
36060,06845303-n,noun.communication
36061,06845599-n,noun.communication
36062,06851516-n,noun.communication
36063,06851742-n,noun.communication
36064,06855035-n,noun.communication
36065,06855207-n,noun.communication
36066,06855432-n,noun.communication
36067,06855563-n,noun.communication
36068,06855817-n,noun.communication
36069,06855985-n,noun.communication
3607,00713784-n,noun.act
36070,06856189-n,noun.communication
36071,06856487-n,noun.communication
36072,06856568-n,noun.communication
36073,06856884-n,noun.communication
36074,06857122-n,noun.communication
36075,06857264-n,noun.communication
36076,06857487-n,noun.communication
36077,06857591-n,noun.communication
36078,06857726-n,noun.communication
36079,06857867-n,noun.communication
3608,00713952-n,noun.act
36080,06857986-n,noun.communication
36081,06858144-n,noun.communication
36082,06858266-n,noun.communication
36083,06858384-n,noun.communication
36084,06858539-n,noun.communication
36085,06858674-n,noun.communication
36086,06858779-n,noun.communication
36087,06859056-n,noun.communication
36088,06859175-n,noun.communication
36089,06859309-n,noun.communication
3609,00714173-n,noun.act
36090,06859401-n,noun.communication
36091,06859504-n,noun.communication
36092,06859674-n,noun.communication
36093,06859800-n,noun.communication
36094,06859925-n,noun.communication
36095,06860049-n,noun.communication
36096,06860177-n,noun.communication
36097,06860323-n,noun.communication
36098,06860481-n,noun.communication
36099,06860699-n,noun.communication
361,00093354-n,noun.act
3610,00714357-n,noun.act
36100,06860826-n,noun.communication
36101,06861020-n,noun.communication
36102,06861196-n,noun.communication
36103,06861315-n,noun.communication
36104,06861435-n,noun.communication
36105,06861630-n,noun.communication
36106,06861860-n,noun.communication
36107,06862059-n,noun.communication
36108,06862202-n,noun.communication
36109,06862399-n,noun.communication
3611,00714477-n,noun.act
36110,06862562-n,noun.communication
36111,06862805-n,noun.communication
36112,06862954-n,noun.communication
36113,06863086-n,noun.communication
36114,06863209-n,noun.communication
36115,06863326-n,noun.communication
36116,06863442-n,noun.communication
36117,06863618-n,noun.communication
36118,06863751-n,noun.communication
36119,06864014-n,noun.communication
3612,00714693-n,noun.act
36120,06864192-n,noun.communication
36121,06864308-n,noun.communication
36122,06864407-n,noun.communication
36123,06864524-n,noun.communication
36124,06864725-n,noun.communication
36125,06864900-n,noun.communication
36126,06865049-n,noun.communication
36127,06865177-n,noun.communication
36128,06865345-n,noun.communication
36129,06865953-n,noun.communication
3613,00714806-n,noun.act
36130,06866124-n,noun.communication
36131,06866332-n,noun.communication
36132,06866442-n,noun.communication
36133,06866599-n,noun.communication
36134,06866757-n,noun.communication
36135,06866919-n,noun.communication
36136,06867057-n,noun.communication
36137,06867218-n,noun.communication
36138,06867345-n,noun.communication
36139,06867675-n,noun.communication
3614,00714944-n,noun.act
36140,06867880-n,noun.communication
36141,06868043-n,noun.communication
36142,06868309-n,noun.communication
36143,06868445-n,noun.communication
36144,06868582-n,noun.communication
36145,06868709-n,noun.communication
36146,06868844-n,noun.communication
36147,06868986-n,noun.communication
36148,06869129-n,noun.communication
36149,06869271-n,noun.communication
3615,00715674-n,noun.act
36150,06869428-n,noun.communication
36151,06869610-n,noun.communication
36152,06869742-n,noun.communication
36153,06869815-n,noun.communication
36154,06869951-n,noun.communication
36155,06870211-n,noun.communication
36156,06870349-n,noun.communication
36157,06870437-n,noun.communication
36158,06870576-n,noun.communication
36159,06870726-n,noun.communication
3616,00715843-n,noun.act
36160,06870844-n,noun.communication
36161,06870965-n,noun.communication
36162,06871127-n,noun.communication
36163,06871262-n,noun.communication
36164,06871384-n,noun.communication
36165,06871534-n,noun.communication
36166,06871675-n,noun.communication
36167,06871828-n,noun.communication
36168,06871983-n,noun.communication
36169,06872122-n,noun.communication
3617,00715949-n,noun.act
36170,06872354-n,noun.communication
36171,06872479-n,noun.communication
36172,06872562-n,noun.communication
36173,06872676-n,noun.communication
36174,06872785-n,noun.communication
36175,06872905-n,noun.communication
36176,06873017-n,noun.communication
36177,06873139-n,noun.communication
36178,06873252-n,noun.communication
36179,06873571-n,noun.communication
3618,00716055-n,noun.act
36180,06873927-n,noun.communication
36181,06874019-n,noun.communication
36182,06874185-n,noun.communication
36183,06874391-n,noun.communication
36184,06874497-n,noun.communication
36185,06874571-n,noun.communication
36186,06874688-n,noun.communication
36187,06874837-n,noun.communication
36188,06874930-n,noun.communication
36189,06875094-n,noun.communication
3619,00716179-n,noun.act
36190,06875288-n,noun.communication
36191,06875392-n,noun.communication
36192,06875552-n,noun.communication
36193,06875697-n,noun.communication
36194,06875883-n,noun.communication
36195,06876007-n,noun.communication
36196,06876144-n,noun.communication
36197,06876309-n,noun.communication
36198,06876771-n,noun.communication
36199,06876892-n,noun.communication
362,00093483-n,noun.act
3620,00716397-n,noun.act
36200,06877008-n,noun.communication
36201,06877078-n,noun.communication
36202,06877381-n,noun.communication
36203,06877509-n,noun.communication
36204,06877578-n,noun.communication
36205,06877742-n,noun.communication
36206,06877849-n,noun.communication
36207,06877990-n,noun.communication
36208,06878071-n,noun.communication
36209,06878404-n,noun.communication
3621,00716520-n,noun.act
36210,06878580-n,noun.communication
36211,06878706-n,noun.communication
36212,06878803-n,noun.communication
36213,06878934-n,noun.communication
36214,06879056-n,noun.communication
36215,06879180-n,noun.communication
36216,06879521-n,noun.communication
36217,06879766-n,noun.communication
36218,06880013-n,noun.communication
36219,06880134-n,noun.communication
3622,00716676-n,noun.act
36220,06880249-n,noun.communication
36221,06880533-n,noun.communication
36222,06880664-n,noun.communication
36223,06881224-n,noun.communication
36224,06881360-n,noun.communication
36225,06881494-n,noun.communication
36226,06881563-n,noun.communication
36227,06881662-n,noun.communication
36228,06881798-n,noun.communication
36229,06882009-n,noun.communication
3623,00716777-n,noun.act
36230,06882138-n,noun.communication
36231,06882244-n,noun.communication
36232,06882333-n,noun.communication
36233,06882561-n,noun.communication
36234,06882953-n,noun.communication
36235,06883073-n,noun.communication
36236,06883274-n,noun.communication
36237,06883383-n,noun.communication
36238,06883460-n,noun.communication
36239,06883565-n,noun.communication
3624,00716945-n,noun.act
36240,06883725-n,noun.communication
36241,06883956-n,noun.communication
36242,06884097-n,noun.communication
36243,06884520-n,noun.communication
36244,06884670-n,noun.communication
36245,06884790-n,noun.communication
36246,06884954-n,noun.communication
36247,06885083-n,noun.communication
36248,06885389-n,noun.communication
36249,06885906-n,noun.communication
3625,00717081-n,noun.act
36250,06886273-n,noun.communication
36251,06886488-n,noun.communication
36252,06886655-n,noun.communication
36253,06886818-n,noun.communication
36254,06887055-n,noun.communication
36255,06887278-n,noun.communication
36256,06887441-n,noun.communication
36257,06887599-n,noun.communication
36258,06887726-n,noun.communication
36259,06887962-n,noun.communication
3626,00717208-n,noun.act
36260,06888174-n,noun.communication
36261,06888345-n,noun.communication
36262,06888506-n,noun.communication
36263,06888674-n,noun.communication
36264,06888848-n,noun.communication
36265,06888944-n,noun.communication
36266,06889138-n,noun.communication
36267,06889330-n,noun.communication
36268,06889591-n,noun.communication
36269,06889701-n,noun.communication
3627,00717468-n,noun.act
36270,06889875-n,noun.communication
36271,06890000-n,noun.communication
36272,06890128-n,noun.communication
36273,06890254-n,noun.communication
36274,06890373-n,noun.communication
36275,06890470-n,noun.communication
36276,06890577-n,noun.communication
36277,06890688-n,noun.communication
36278,06890846-n,noun.communication
36279,06891022-n,noun.communication
3628,00717640-n,noun.act
36280,06891339-n,noun.communication
36281,06891493-n,noun.communication
36282,06892016-n,noun.communication
36283,06892358-n,noun.communication
36284,06892534-n,noun.communication
36285,06892657-n,noun.communication
36286,06892775-n,noun.communication
36287,06892979-n,noun.communication
36288,06893065-n,noun.communication
36289,06893183-n,noun.communication
3629,00717748-n,noun.act
36290,06893285-n,noun.communication
36291,06893441-n,noun.communication
36292,00421321-n,noun.act
36293,06893772-n,noun.communication
36294,06893885-n,noun.communication
36295,06894111-n,noun.communication
36296,06894243-n,noun.communication
36297,06894371-n,noun.communication
36298,06894544-n,noun.communication
36299,06895176-n,noun.communication
363,00093874-n,noun.act
3630,00718066-n,noun.act
36300,06895266-n,noun.communication
36301,06895396-n,noun.communication
36302,06895601-n,noun.communication
36303,06895684-n,noun.communication
36304,06895791-n,noun.communication
36305,06895940-n,noun.communication
36306,06896059-n,noun.communication
36307,06896304-n,noun.communication
36308,06896500-n,noun.communication
36309,06896623-n,noun.communication
3631,00718195-n,noun.act
36310,06896716-n,noun.communication
36311,06896856-n,noun.communication
36312,06896961-n,noun.communication
36313,06897042-n,noun.communication
36314,06897129-n,noun.communication
36315,06897205-n,noun.communication
36316,06897306-n,noun.communication
36317,06897381-n,noun.communication
36318,06897474-n,noun.communication
36319,06897553-n,noun.communication
3632,00718325-n,noun.act
36320,06897627-n,noun.communication
36321,06897797-n,noun.communication
36322,06897976-n,noun.communication
36323,06898052-n,noun.communication
36324,06898129-n,noun.communication
36325,06898352-n,noun.communication
36326,06898794-n,noun.communication
36327,06898972-n,noun.communication
36328,06899110-n,noun.communication
36329,06899310-n,noun.communication
3633,00718573-n,noun.act
36330,06899446-n,noun.communication
36331,06899633-n,noun.communication
36332,06899845-n,noun.communication
36333,06900005-n,noun.communication
36334,06900156-n,noun.communication
36335,06900282-n,noun.communication
36336,06900507-n,noun.communication
36337,06900684-n,noun.communication
36338,06901053-n,noun.communication
36339,06901163-n,noun.communication
3634,00718689-n,noun.act
36340,06901333-n,noun.communication
36341,06901471-n,noun.communication
36342,06901591-n,noun.communication
36343,06901764-n,noun.communication
36344,06901936-n,noun.communication
36345,06902109-n,noun.communication
36346,06902193-n,noun.communication
36347,06902362-n,noun.communication
36348,06902521-n,noun.communication
36349,06902611-n,noun.communication
3635,00718815-n,noun.act
36350,06902696-n,noun.communication
36351,06902831-n,noun.communication
36352,06902909-n,noun.communication
36353,06903115-n,noun.communication
36354,06903255-n,noun.communication
36355,06903396-n,noun.communication
36356,06903519-n,noun.communication
36357,06903699-n,noun.communication
36358,06903972-n,noun.communication
36359,06904171-n,noun.communication
3636,00719016-n,noun.act
36360,06904748-n,noun.communication
36361,06904943-n,noun.communication
36362,06905141-n,noun.communication
36363,06905243-n,noun.communication
36364,06905358-n,noun.communication
36365,06905513-n,noun.communication
36366,06905680-n,noun.communication
36367,06905828-n,noun.communication
36368,06906028-n,noun.communication
36369,06906116-n,noun.communication
3637,00719148-n,noun.act
36370,06906439-n,noun.communication
36371,06906971-n,noun.communication
36372,06907567-n,noun.communication
36373,06907728-n,noun.communication
36374,06908048-n,noun.communication
36375,06908159-n,noun.communication
36376,06908291-n,noun.communication
36377,06908401-n,noun.communication
36378,06908494-n,noun.communication
36379,06908605-n,noun.communication
3638,00719274-n,noun.act
36380,06908700-n,noun.communication
36381,06908801-n,noun.communication
36382,06908968-n,noun.communication
36383,06909079-n,noun.communication
36384,06909190-n,noun.communication
36385,06909298-n,noun.communication
36386,06909391-n,noun.communication
36387,06909478-n,noun.communication
36388,06909571-n,noun.communication
36389,06909672-n,noun.communication
3639,00719388-n,noun.act
36390,06909848-n,noun.communication
36391,06909932-n,noun.communication
36392,06910039-n,noun.communication
36393,06910134-n,noun.communication
36394,06910238-n,noun.communication
36395,06910323-n,noun.communication
36396,06910423-n,noun.communication
36397,06910517-n,noun.communication
36398,06910639-n,noun.communication
36399,06910755-n,noun.communication
364,00094001-n,noun.act
3640,00719494-n,noun.act
36400,06910868-n,noun.communication
36401,06910958-n,noun.communication
36402,06911067-n,noun.communication
36403,06911180-n,noun.communication
36404,06911265-n,noun.communication
36405,06911366-n,noun.communication
36406,06911484-n,noun.communication
36407,06911575-n,noun.communication
36408,06911666-n,noun.communication
36409,06911758-n,noun.communication
3641,00719705-n,noun.act
36410,06911857-n,noun.communication
36411,06911962-n,noun.communication
36412,06912056-n,noun.communication
36413,06912149-n,noun.communication
36414,06912248-n,noun.communication
36415,06912340-n,noun.communication
36416,06912436-n,noun.communication
36417,06912537-n,noun.communication
36418,06912638-n,noun.communication
36419,06912737-n,noun.communication
3642,00720166-n,noun.act
36420,06912838-n,noun.communication
36421,06912931-n,noun.communication
36422,06913025-n,noun.communication
36423,06913121-n,noun.communication
36424,06913214-n,noun.communication
36425,06913313-n,noun.communication
36426,06913635-n,noun.communication
36427,06913768-n,noun.communication
36428,06913948-n,noun.communication
36429,06914069-n,noun.communication
36430,06914167-n,noun.communication
36431,06914331-n,noun.communication
36432,06914423-n,noun.communication
36433,06914612-n,noun.communication
36434,06914709-n,noun.communication
36435,06914802-n,noun.communication
36436,06914930-n,noun.communication
36437,06915031-n,noun.communication
36438,06915124-n,noun.communication
36439,06915221-n,noun.communication
3644,00720331-n,noun.act
36440,06915313-n,noun.communication
36441,06915601-n,noun.communication
36442,06915821-n,noun.communication
36443,06915927-n,noun.communication
36444,06916021-n,noun.communication
36445,06916117-n,noun.communication
36446,06916217-n,noun.communication
36447,06916313-n,noun.communication
36448,06916409-n,noun.communication
36449,06916505-n,noun.communication
3645,00720431-n,noun.act
36450,06916601-n,noun.communication
36451,06916701-n,noun.communication
36452,06916803-n,noun.communication
36453,06917083-n,noun.communication
36454,06917280-n,noun.communication
36455,06917392-n,noun.communication
36456,06917497-n,noun.communication
36457,06917602-n,noun.communication
36458,06917764-n,noun.communication
36459,06917926-n,noun.communication
3646,00720565-n,noun.act
36460,06918042-n,noun.communication
36461,06918215-n,noun.communication
36462,06918312-n,noun.communication
36463,06918396-n,noun.communication
36464,06918640-n,noun.communication
36465,06918734-n,noun.communication
36466,06918832-n,noun.communication
36467,06918932-n,noun.communication
36468,06919023-n,noun.communication
36469,06919122-n,noun.communication
3647,00720951-n,noun.act
36470,06919215-n,noun.communication
36471,06919433-n,noun.communication
36472,06919548-n,noun.communication
36473,06919630-n,noun.communication
36474,06919712-n,noun.communication
36475,06919818-n,noun.communication
36476,06919911-n,noun.communication
36477,06920010-n,noun.communication
36478,06920129-n,noun.communication
36479,06920497-n,noun.communication
3648,00721141-n,noun.act
36480,06920665-n,noun.communication
36481,06920756-n,noun.communication
36482,06920994-n,noun.communication
36483,06921092-n,noun.communication
36484,06921186-n,noun.communication
36485,06921300-n,noun.communication
36486,06921392-n,noun.communication
36487,06921506-n,noun.communication
36488,06921593-n,noun.communication
36489,06921755-n,noun.communication
3649,00721282-n,noun.act
36490,06921853-n,noun.communication
36491,06921951-n,noun.communication
36492,06922045-n,noun.communication
36493,06922389-n,noun.communication
36494,06922485-n,noun.communication
36495,06922579-n,noun.communication
36496,06922681-n,noun.communication
36497,06922777-n,noun.communication
36498,06922875-n,noun.communication
36499,06922965-n,noun.communication
365,00094240-n,noun.act
3650,00721431-n,noun.act
36500,06923066-n,noun.communication
36501,06923182-n,noun.communication
36502,06923283-n,noun.communication
36503,06923398-n,noun.communication
36504,06923492-n,noun.communication
36505,06923580-n,noun.communication
36506,06923704-n,noun.communication
36507,06923792-n,noun.communication
36508,06923880-n,noun.communication
36509,06924214-n,noun.communication
3651,00721660-n,noun.act
36510,06924376-n,noun.communication
36511,06924468-n,noun.communication
36512,06924560-n,noun.communication
36513,06924659-n,noun.communication
36514,06924790-n,noun.communication
36515,06924895-n,noun.communication
36516,06924996-n,noun.communication
36517,06925103-n,noun.communication
36518,06925214-n,noun.communication
36519,06925305-n,noun.communication
3652,00721929-n,noun.act
36520,06925435-n,noun.communication
36521,06925538-n,noun.communication
36522,06925644-n,noun.communication
36523,06925743-n,noun.communication
36524,06925833-n,noun.communication
36525,06925917-n,noun.communication
36526,06926020-n,noun.communication
36527,06926112-n,noun.communication
