concept_id,wn30_id,domain
21076,03906463-n,noun.artifact
21077,03906590-n,noun.artifact
21078,03906789-n,noun.artifact
21079,03906894-n,noun.artifact
2108,00428270-n,noun.act
21080,03906997-n,noun.artifact
21081,03907227-n,noun.artifact
21082,03907475-n,noun.artifact
21083,03907654-n,noun.artifact
21084,03907908-n,noun.artifact
21085,03908111-n,noun.artifact
21086,03908204-n,noun.artifact
21087,03908456-n,noun.artifact
21088,03908618-n,noun.artifact
21089,03908714-n,noun.artifact
2109,00429048-n,noun.act
21090,03908831-n,noun.artifact
21091,03909020-n,noun.artifact
21092,03909160-n,noun.artifact
21093,03909406-n,noun.artifact
21094,03909516-n,noun.artifact
21095,03909658-n,noun.artifact
21096,03909835-n,noun.artifact
21097,03910033-n,noun.artifact
21098,03910417-n,noun.artifact
21099,03910601-n,noun.artifact
211,00064370-n,noun.act
2110,00429322-n,noun.act
21100,03910723-n,noun.artifact
21101,03910887-n,noun.artifact
21102,03911039-n,noun.artifact
21103,03911251-n,noun.artifact
21104,03911406-n,noun.artifact
21105,03911513-n,noun.artifact
21106,03911658-n,noun.artifact
21107,03911767-n,noun.artifact
21108,03911866-n,noun.artifact
21109,03911992-n,noun.artifact
2111,00429440-n,noun.act
21110,03912105-n,noun.artifact
21111,03912218-n,noun.artifact
21112,03912328-n,noun.artifact
21113,03912664-n,noun.artifact
21114,03912821-n,noun.artifact
21115,03912929-n,noun.artifact
21116,03913129-n,noun.artifact
21117,03913343-n,noun.artifact
21118,03913437-n,noun.artifact
21119,03913702-n,noun.artifact
2112,00429713-n,noun.act
21120,03913930-n,noun.artifact
21121,03914106-n,noun.artifact
21122,03914231-n,noun.artifact
21123,03914337-n,noun.artifact
21124,03914438-n,noun.artifact
21125,03914583-n,noun.artifact
21126,03914831-n,noun.artifact
21127,03914919-n,noun.artifact
21128,03915118-n,noun.artifact
21129,03915320-n,noun.artifact
2113,00429949-n,noun.act
21130,03915437-n,noun.artifact
21131,03915900-n,noun.artifact
21132,03916031-n,noun.artifact
21133,03916289-n,noun.artifact
21134,03916385-n,noun.artifact
21135,03916470-n,noun.artifact
21136,03916581-n,noun.artifact
21137,03916720-n,noun.artifact
21138,03917048-n,noun.artifact
21139,03917198-n,noun.artifact
2114,00430140-n,noun.act
21140,03917327-n,noun.artifact
21141,03917455-n,noun.artifact
21142,03917622-n,noun.artifact
21143,03917814-n,noun.artifact
21144,03917973-n,noun.artifact
21145,03918074-n,noun.artifact
21146,03918297-n,noun.artifact
21147,03918480-n,noun.artifact
21148,03918737-n,noun.artifact
21149,03919096-n,noun.artifact
2115,00430606-n,noun.act
21150,03919289-n,noun.artifact
21151,03919430-n,noun.artifact
21152,03919702-n,noun.artifact
21153,03919808-n,noun.artifact
21154,03919974-n,noun.artifact
21155,03920087-n,noun.artifact
21156,03920181-n,noun.artifact
21157,03920288-n,noun.artifact
21158,03920384-n,noun.artifact
21159,03920641-n,noun.artifact
2116,00431005-n,noun.act
21160,03920737-n,noun.artifact
21161,03920867-n,noun.artifact
21162,03920989-n,noun.artifact
21163,03921209-n,noun.artifact
21164,03921337-n,noun.artifact
21165,03921499-n,noun.artifact
21166,03921749-n,noun.artifact
21167,03921915-n,noun.artifact
21168,03922109-n,noun.artifact
21169,03922412-n,noun.artifact
2117,00431292-n,noun.act
21170,03922561-n,noun.artifact
21171,03922722-n,noun.artifact
21172,03922863-n,noun.artifact
21173,03923004-n,noun.artifact
21174,03923229-n,noun.artifact
21175,03923379-n,noun.artifact
21176,03923564-n,noun.artifact
21177,03923692-n,noun.artifact
21178,03923801-n,noun.artifact
21179,03923918-n,noun.artifact
2118,00431552-n,noun.act
21180,03924069-n,noun.artifact
21181,03924407-n,noun.artifact
21182,03924532-n,noun.artifact
21183,03924679-n,noun.artifact
21184,03924811-n,noun.artifact
21185,03924978-n,noun.artifact
21186,03925226-n,noun.artifact
21187,03926061-n,noun.artifact
21188,03926148-n,noun.artifact
21189,03926412-n,noun.artifact
2119,00431893-n,noun.act
21190,03926575-n,noun.artifact
21191,03926757-n,noun.artifact
21192,03926876-n,noun.artifact
21193,03927091-n,noun.artifact
21194,03927201-n,noun.artifact
21195,03927299-n,noun.artifact
21196,03927539-n,noun.artifact
21197,03927652-n,noun.artifact
21198,03927792-n,noun.artifact
21199,03928001-n,noun.artifact
212,00064504-n,noun.act
2120,00432164-n,noun.act
21200,03928116-n,noun.artifact
21201,03928589-n,noun.artifact
21202,03928814-n,noun.artifact
21203,03928994-n,noun.artifact
21204,03929091-n,noun.artifact
21205,03929202-n,noun.artifact
21206,03929443-n,noun.artifact
21207,03929660-n,noun.artifact
21208,03929855-n,noun.artifact
21209,03929952-n,noun.artifact
2121,00432356-n,noun.act
21210,03930087-n,noun.artifact
21211,03930229-n,noun.artifact
21212,03930313-n,noun.artifact
21213,03930431-n,noun.artifact
21214,03930515-n,noun.artifact
21215,03930630-n,noun.artifact
21216,03930777-n,noun.artifact
21217,03930946-n,noun.artifact
21218,03931044-n,noun.artifact
21219,03931651-n,noun.artifact
2122,00432587-n,noun.act
21220,03931765-n,noun.artifact
21221,03931885-n,noun.artifact
21222,03931980-n,noun.artifact
21223,03932080-n,noun.artifact
21224,03932203-n,noun.artifact
21225,03932499-n,noun.artifact
21226,03932670-n,noun.artifact
21227,03933183-n,noun.artifact
21228,03933391-n,noun.artifact
21229,03933529-n,noun.artifact
2123,00432689-n,noun.act
21230,03933933-n,noun.artifact
21231,03934042-n,noun.artifact
21232,03934229-n,noun.artifact
21233,03934311-n,noun.artifact
21234,03934565-n,noun.artifact
21235,03934656-n,noun.artifact
21236,03934780-n,noun.artifact
21237,03934890-n,noun.artifact
21238,03934998-n,noun.artifact
21239,03935116-n,noun.artifact
2124,00432881-n,noun.act
21240,03935234-n,noun.artifact
21241,03935335-n,noun.artifact
21242,03935450-n,noun.artifact
21243,03935698-n,noun.artifact
21244,03935789-n,noun.artifact
21245,03935883-n,noun.artifact
21246,03936045-n,noun.artifact
21247,03936269-n,noun.artifact
21248,03936466-n,noun.artifact
21249,03936568-n,noun.artifact
2125,00433113-n,noun.act
21251,03936895-n,noun.artifact
21252,03937437-n,noun.artifact
21253,03937543-n,noun.artifact
21254,03937633-n,noun.artifact
21255,03937751-n,noun.artifact
21256,03937835-n,noun.artifact
21257,03937931-n,noun.artifact
21258,03938037-n,noun.artifact
21259,03938244-n,noun.artifact
2126,00433216-n,noun.act
21260,03938401-n,noun.artifact
21261,03938522-n,noun.artifact
21262,03938725-n,noun.artifact
21263,03938838-n,noun.artifact
21264,03938951-n,noun.artifact
21265,03939062-n,noun.artifact
21266,03939178-n,noun.artifact
21267,03939281-n,noun.artifact
21268,03939440-n,noun.artifact
21269,03939565-n,noun.artifact
2127,00433458-n,noun.act
21270,03939677-n,noun.artifact
21271,03939844-n,noun.artifact
21272,03940154-n,noun.artifact
21273,03940256-n,noun.artifact
21274,03940713-n,noun.artifact
21275,03940894-n,noun.artifact
21276,03941013-n,noun.artifact
21277,03941231-n,noun.artifact
21278,03941417-n,noun.artifact
21279,03941586-n,noun.artifact
2128,00433661-n,noun.act
21280,03941684-n,noun.artifact
21281,03941887-n,noun.artifact
21282,03942028-n,noun.artifact
21283,03942126-n,noun.artifact
21284,03942244-n,noun.artifact
21285,03942397-n,noun.artifact
21286,03942600-n,noun.artifact
21287,03942692-n,noun.artifact
21288,03942813-n,noun.artifact
21289,03942920-n,noun.artifact
2129,00433802-n,noun.act
21290,03943010-n,noun.artifact
21291,03943115-n,noun.artifact
21292,03943266-n,noun.artifact
21293,03943448-n,noun.artifact
21294,03943544-n,noun.artifact
21295,03943623-n,noun.artifact
21296,03943714-n,noun.artifact
21297,03943833-n,noun.artifact
21298,03943920-n,noun.artifact
21299,03944024-n,noun.artifact
213,00064789-n,noun.act
2130,00434075-n,noun.act
21300,03944138-n,noun.artifact
21301,03944341-n,noun.artifact
21302,03944530-n,noun.artifact
21303,03944672-n,noun.artifact
21304,03945167-n,noun.artifact
21305,03945459-n,noun.artifact
21306,03945817-n,noun.artifact
21307,03945928-n,noun.artifact
21308,03946076-n,noun.artifact
21309,03946162-n,noun.artifact
2131,00434231-n,noun.act
21310,03946325-n,noun.artifact
21311,03946532-n,noun.artifact
21312,03946723-n,noun.artifact
21313,03946814-n,noun.artifact
21314,03946933-n,noun.artifact
21315,03947111-n,noun.artifact
21316,03947343-n,noun.artifact
21317,03947466-n,noun.artifact
21318,03947681-n,noun.artifact
21319,03947798-n,noun.artifact
2132,00434396-n,noun.act
21320,03947888-n,noun.artifact
21321,03948041-n,noun.artifact
21322,03948242-n,noun.artifact
21323,03948347-n,noun.artifact
21324,03948459-n,noun.artifact
21325,03948830-n,noun.artifact
21326,03948950-n,noun.artifact
21327,03949145-n,noun.artifact
21328,03949317-n,noun.artifact
21329,03949442-n,noun.artifact
2133,00434568-n,noun.act
21330,03949663-n,noun.artifact
21331,03950228-n,noun.artifact
21332,03950359-n,noun.artifact
21333,03950537-n,noun.artifact
21334,03950647-n,noun.artifact
21335,03950818-n,noun.artifact
21336,03950899-n,noun.artifact
21337,03951068-n,noun.artifact
21338,03951213-n,noun.artifact
21339,03951453-n,noun.artifact
2134,00434657-n,noun.act
21340,03951690-n,noun.artifact
21341,03951800-n,noun.artifact
21342,03951971-n,noun.artifact
21343,03952150-n,noun.artifact
21344,03952277-n,noun.artifact
21345,03952576-n,noun.artifact
21346,03952696-n,noun.artifact
21347,03952886-n,noun.artifact
21348,03953020-n,noun.artifact
21349,03953416-n,noun.artifact
2135,00434844-n,noun.act
21350,03953743-n,noun.artifact
21351,03953901-n,noun.artifact
21352,03954012-n,noun.artifact
21353,03954199-n,noun.artifact
21354,03954393-n,noun.artifact
21355,03954507-n,noun.artifact
21356,03954731-n,noun.artifact
21357,03955296-n,noun.artifact
21358,03955489-n,noun.artifact
21359,03955615-n,noun.artifact
2136,00435013-n,noun.act
21360,03955809-n,noun.artifact
21361,03955941-n,noun.artifact
21362,03956157-n,noun.artifact
21363,03956331-n,noun.artifact
21364,03956531-n,noun.artifact
21365,03956623-n,noun.artifact
21366,03956785-n,noun.artifact
21367,03956922-n,noun.artifact
21368,03957315-n,noun.artifact
21369,03957420-n,noun.artifact
2137,00435182-n,noun.act
21370,03957567-n,noun.artifact
21371,03957762-n,noun.artifact
21372,03957991-n,noun.artifact
21373,03958097-n,noun.artifact
21374,03958227-n,noun.artifact
21375,03958338-n,noun.artifact
21376,03958448-n,noun.artifact
21377,03958630-n,noun.artifact
21378,03958752-n,noun.artifact
21379,03958910-n,noun.artifact
2138,00435401-n,noun.act
21380,03959014-n,noun.artifact
21381,03959123-n,noun.artifact
21382,03959227-n,noun.artifact
21383,03959350-n,noun.artifact
21384,03959485-n,noun.artifact
21385,03959701-n,noun.artifact
21386,03959936-n,noun.artifact
21387,03960374-n,noun.artifact
21388,03960490-n,noun.artifact
21389,03960664-n,noun.artifact
2139,00435563-n,noun.act
21390,03960783-n,noun.artifact
21391,03960950-n,noun.artifact
21392,03961070-n,noun.artifact
21393,03961250-n,noun.artifact
21394,03961394-n,noun.artifact
21395,03961503-n,noun.artifact
21396,03961630-n,noun.artifact
21397,03961711-n,noun.artifact
21398,03961828-n,noun.artifact
21399,03961939-n,noun.artifact
214,00065098-n,noun.act
2140,00435778-n,noun.act
21400,03962525-n,noun.artifact
21401,03962685-n,noun.artifact
21402,03962852-n,noun.artifact
21403,03962932-n,noun.artifact
21404,03963028-n,noun.artifact
21405,03963198-n,noun.artifact
21406,03963294-n,noun.artifact
21407,03963483-n,noun.artifact
21408,03963645-n,noun.artifact
21409,03963813-n,noun.artifact
2141,00436187-n,noun.act
21410,03963982-n,noun.artifact
21411,03964495-n,noun.artifact
21412,03964611-n,noun.artifact
21413,03964744-n,noun.artifact
21414,03965456-n,noun.artifact
21415,03965907-n,noun.artifact
21416,03966206-n,noun.artifact
21417,03966325-n,noun.artifact
21418,03966582-n,noun.artifact
21419,03966751-n,noun.artifact
2142,00436339-n,noun.act
21420,03966976-n,noun.artifact
21421,03967270-n,noun.artifact
21422,03967396-n,noun.artifact
21423,03967562-n,noun.artifact
21424,03967788-n,noun.artifact
21425,03967942-n,noun.artifact
21426,03968293-n,noun.artifact
21427,03968479-n,noun.artifact
21428,03968581-n,noun.artifact
21429,03968728-n,noun.artifact
2143,00436609-n,noun.act
21430,03968886-n,noun.artifact
21431,03969041-n,noun.artifact
21432,03969259-n,noun.artifact
21433,03969510-n,noun.artifact
21434,03969627-n,noun.artifact
21435,03969902-n,noun.artifact
21436,03969998-n,noun.artifact
21437,03970156-n,noun.artifact
21438,03970363-n,noun.artifact
21439,03970546-n,noun.artifact
2144,00436702-n,noun.act
21440,03970673-n,noun.artifact
21441,03970884-n,noun.artifact
21442,03971040-n,noun.artifact
21443,03971218-n,noun.artifact
21444,03971321-n,noun.artifact
21445,03971422-n,noun.artifact
21446,03971771-n,noun.artifact
21447,03971960-n,noun.artifact
21448,03972146-n,noun.artifact
21449,03972372-n,noun.artifact
2145,00436817-n,noun.act
21450,03972524-n,noun.artifact
21451,03972799-n,noun.artifact
21452,03973003-n,noun.artifact
21453,03973170-n,noun.artifact
21454,03973285-n,noun.artifact
21455,03973402-n,noun.artifact
21456,03973520-n,noun.artifact
21457,03973628-n,noun.artifact
21458,03973839-n,noun.artifact
21459,03973945-n,noun.artifact
2146,00436953-n,noun.act
21460,03974070-n,noun.artifact
21461,03974215-n,noun.artifact
21462,03974671-n,noun.artifact
21463,03974769-n,noun.artifact
21464,03974915-n,noun.artifact
21465,03975035-n,noun.artifact
21466,03975232-n,noun.artifact
21468,03975657-n,noun.artifact
21469,03975788-n,noun.artifact
2147,00437067-n,noun.act
21470,03975926-n,noun.artifact
21471,03976105-n,noun.artifact
21472,03976268-n,noun.artifact
21473,03976467-n,noun.artifact
21474,03976657-n,noun.artifact
21475,03976960-n,noun.artifact
21476,03977158-n,noun.artifact
21477,03977266-n,noun.artifact
21478,03977430-n,noun.artifact
21479,03977592-n,noun.artifact
2148,00437219-n,noun.act
21480,03977678-n,noun.artifact
21481,03977966-n,noun.artifact
21482,03978130-n,noun.artifact
21483,03978300-n,noun.artifact
21484,03978421-n,noun.artifact
21485,03978575-n,noun.artifact
21486,03978686-n,noun.artifact
21487,03978815-n,noun.artifact
21488,03978966-n,noun.artifact
21489,03979100-n,noun.artifact
2149,00437321-n,noun.act
21490,03979212-n,noun.artifact
21491,03979377-n,noun.artifact
21492,03979492-n,noun.artifact
21493,03979717-n,noun.artifact
21494,03979847-n,noun.artifact
21495,03980026-n,noun.artifact
21496,03980178-n,noun.artifact
21497,03980332-n,noun.artifact
21498,03980478-n,noun.artifact
21499,03980734-n,noun.artifact
215,00065216-n,noun.act
2150,00437487-n,noun.act
21500,03980874-n,noun.artifact
21501,03980986-n,noun.artifact
21502,03981094-n,noun.artifact
21503,03981340-n,noun.artifact
21504,03981464-n,noun.artifact
21505,03981566-n,noun.artifact
21506,03981760-n,noun.artifact
21507,03981924-n,noun.artifact
21508,03982060-n,noun.artifact
21509,03982232-n,noun.artifact
2151,00437639-n,noun.act
21510,03982331-n,noun.artifact
21511,03982430-n,noun.artifact
21512,03982642-n,noun.artifact
21513,03982767-n,noun.artifact
21514,03982895-n,noun.artifact
21515,03983068-n,noun.artifact
21516,03983396-n,noun.artifact
21517,03983499-n,noun.artifact
21518,03983612-n,noun.artifact
21519,03983712-n,noun.artifact
2152,00437788-n,noun.act
21520,03983814-n,noun.artifact
21521,03983928-n,noun.artifact
21522,03984125-n,noun.artifact
21523,03984234-n,noun.artifact
21524,03984381-n,noun.artifact
21525,03984643-n,noun.artifact
21526,03984759-n,noun.artifact
21527,03984908-n,noun.artifact
21528,03985069-n,noun.artifact
21529,03985232-n,noun.artifact
2153,00437929-n,noun.act
21530,03985441-n,noun.artifact
21531,03985588-n,noun.artifact
21532,03985684-n,noun.artifact
21533,03985881-n,noun.artifact
21534,03986071-n,noun.artifact
21535,03986224-n,noun.artifact
21536,03986355-n,noun.artifact
21537,03986562-n,noun.artifact
21538,03986704-n,noun.artifact
21539,03986857-n,noun.artifact
2154,00438065-n,noun.act
21540,03986949-n,noun.artifact
21541,03987079-n,noun.artifact
21543,03987266-n,noun.artifact
21544,03987376-n,noun.artifact
21545,03987509-n,noun.artifact
21546,03987674-n,noun.artifact
21547,03987865-n,noun.artifact
21548,03987990-n,noun.artifact
21549,03988170-n,noun.artifact
2155,00438338-n,noun.act
21550,03988758-n,noun.artifact
21551,03988926-n,noun.artifact
21552,03989074-n,noun.artifact
21553,03989199-n,noun.artifact
21554,03989349-n,noun.artifact
21555,03989447-n,noun.artifact
21556,03989553-n,noun.artifact
21557,03989665-n,noun.artifact
21558,03989777-n,noun.artifact
21559,03989898-n,noun.artifact
2156,00438606-n,noun.act
21560,03990025-n,noun.artifact
21561,03990210-n,noun.artifact
21562,03990385-n,noun.artifact
21563,03990474-n,noun.artifact
21564,03990834-n,noun.artifact
21565,03991062-n,noun.artifact
21566,03991202-n,noun.artifact
21567,03991443-n,noun.artifact
21568,03991646-n,noun.artifact
21569,03991837-n,noun.artifact
2157,00438725-n,noun.act
21570,03991969-n,noun.artifact
21571,03992115-n,noun.artifact
21572,03992208-n,noun.artifact
21573,03992325-n,noun.artifact
21574,03992436-n,noun.artifact
21575,03992509-n,noun.artifact
21576,03992703-n,noun.artifact
21577,03992888-n,noun.artifact
21578,03992975-n,noun.artifact
21579,03993053-n,noun.artifact
2158,00438893-n,noun.act
21580,03993180-n,noun.artifact
21581,03993403-n,noun.artifact
21582,03993703-n,noun.artifact
21583,03993878-n,noun.artifact
21584,03994008-n,noun.artifact
21585,03994297-n,noun.artifact
21586,03994417-n,noun.artifact
21587,03994614-n,noun.artifact
21588,03994757-n,noun.artifact
21589,03994874-n,noun.artifact
2159,00439043-n,noun.act
21590,03995018-n,noun.artifact
21591,03995265-n,noun.artifact
21592,03995372-n,noun.artifact
21593,03995535-n,noun.artifact
21594,03995661-n,noun.artifact
21595,03995746-n,noun.artifact
21596,03995856-n,noun.artifact
21597,03996004-n,noun.artifact
21598,03996145-n,noun.artifact
21599,03996416-n,noun.artifact
216,00065336-n,noun.act
2160,00439284-n,noun.act
21600,03996655-n,noun.artifact
21601,03996849-n,noun.artifact
21602,03458753-n,noun.artifact
21603,03997274-n,noun.artifact
21604,03997484-n,noun.artifact
21605,03997745-n,noun.artifact
21606,03997875-n,noun.artifact
21607,03997980-n,noun.artifact
21608,03998194-n,noun.artifact
21609,03998333-n,noun.artifact
2161,00439484-n,noun.act
21610,03998525-n,noun.artifact
21611,03998673-n,noun.artifact
21612,03998867-n,noun.artifact
21613,03999064-n,noun.artifact
21614,03999160-n,noun.artifact
21615,03999280-n,noun.artifact
21616,03999621-n,noun.artifact
21617,03999763-n,noun.artifact
21618,03999992-n,noun.artifact
21619,04000311-n,noun.artifact
2162,00439749-n,noun.act
21620,04000480-n,noun.artifact
21621,04000592-n,noun.artifact
21622,04000716-n,noun.artifact
21623,04000867-n,noun.artifact
21624,04000998-n,noun.artifact
21625,04001132-n,noun.artifact
21626,04001265-n,noun.artifact
21627,04001397-n,noun.artifact
21628,04001499-n,noun.artifact
21629,04001661-n,noun.artifact
2163,00439826-n,noun.act
21630,04001845-n,noun.artifact
21631,04002026-n,noun.artifact
21632,04002262-n,noun.artifact
21633,04002371-n,noun.artifact
21634,04002452-n,noun.artifact
21635,04002536-n,noun.artifact
21636,04002629-n,noun.artifact
21637,04002931-n,noun.artifact
21638,04003110-n,noun.artifact
21639,04003241-n,noun.artifact
2164,00440039-n,noun.act
21640,04003359-n,noun.artifact
21641,04003597-n,noun.artifact
21642,04003856-n,noun.artifact
21643,04003982-n,noun.artifact
21644,04004099-n,noun.artifact
21645,04004210-n,noun.artifact
21646,04004475-n,noun.artifact
21647,04004767-n,noun.artifact
21648,04004990-n,noun.artifact
21649,04005090-n,noun.artifact
2165,00440218-n,noun.act
21650,04005197-n,noun.artifact
21651,04005340-n,noun.artifact
21652,04005630-n,noun.artifact
21653,04005912-n,noun.artifact
21654,04006067-n,noun.artifact
21655,04006227-n,noun.artifact
21656,04006330-n,noun.artifact
21657,04006411-n,noun.artifact
21658,04006584-n,noun.artifact
21659,04006727-n,noun.artifact
2166,00440382-n,noun.act
21660,04006953-n,noun.artifact
21661,04007126-n,noun.artifact
21662,04007239-n,noun.artifact
21663,04007415-n,noun.artifact
21664,04007510-n,noun.artifact
21665,04007664-n,noun.artifact
21666,04007894-n,noun.artifact
21667,04008385-n,noun.artifact
21668,04008634-n,noun.artifact
21669,04008947-n,noun.artifact
2167,00440509-n,noun.act
21670,04009382-n,noun.artifact
21671,04009552-n,noun.artifact
21672,04009801-n,noun.artifact
21673,04009923-n,noun.artifact
21674,04010057-n,noun.artifact
21675,04010205-n,noun.artifact
21676,04010348-n,noun.artifact
21677,04010566-n,noun.artifact
21678,04010779-n,noun.artifact
21679,04010927-n,noun.artifact
2168,00440643-n,noun.act
21680,04011130-n,noun.artifact
21681,04011242-n,noun.artifact
21682,04011409-n,noun.artifact
21683,04011609-n,noun.artifact
21684,04011827-n,noun.artifact
21685,04012084-n,noun.artifact
21686,04012260-n,noun.artifact
21687,04012482-n,noun.artifact
21688,04012665-n,noun.artifact
21689,04012852-n,noun.artifact
2169,00440747-n,noun.act
21690,04013060-n,noun.artifact
21691,04013176-n,noun.artifact
21692,04013362-n,noun.artifact
21693,04013600-n,noun.artifact
21694,04013729-n,noun.artifact
21695,04013993-n,noun.artifact
21696,04014297-n,noun.artifact
21697,04015204-n,noun.artifact
21698,04015652-n,noun.artifact
21699,04015786-n,noun.artifact
217,00065418-n,noun.act
2170,00440941-n,noun.act
21700,04015908-n,noun.artifact
21701,04016015-n,noun.artifact
21702,04016133-n,noun.artifact
21703,04016240-n,noun.artifact
21704,04016479-n,noun.artifact
21705,04016576-n,noun.artifact
21706,04016684-n,noun.artifact
21707,04016846-n,noun.artifact
21708,04017019-n,noun.artifact
21709,04017137-n,noun.artifact
2171,00441073-n,noun.act
21710,04017429-n,noun.artifact
21711,04017571-n,noun.artifact
21712,04017807-n,noun.artifact
21713,04017993-n,noun.artifact
21714,04018155-n,noun.artifact
21715,04018399-n,noun.artifact
21716,04018667-n,noun.artifact
21717,04018951-n,noun.artifact
21718,04019101-n,noun.artifact
21719,04019335-n,noun.artifact
2172,00441235-n,noun.act
21720,04019541-n,noun.artifact
21721,04019696-n,noun.artifact
21722,04019881-n,noun.artifact
21723,04020087-n,noun.artifact
21724,04020298-n,noun.artifact
21725,04020617-n,noun.artifact
21726,04020912-n,noun.artifact
21727,04021028-n,noun.artifact
21728,04021164-n,noun.artifact
21729,04021362-n,noun.artifact
2173,00441501-n,noun.act
21730,04021503-n,noun.artifact
21731,04021704-n,noun.artifact
21732,04021798-n,noun.artifact
21733,04022332-n,noun.artifact
21734,04022434-n,noun.artifact
21735,04022708-n,noun.artifact
21736,04022866-n,noun.artifact
21737,04023021-n,noun.artifact
21738,04023119-n,noun.artifact
21739,04023249-n,noun.artifact
2174,00441686-n,noun.act
21740,04023422-n,noun.artifact
21741,04023695-n,noun.artifact
21742,04023808-n,noun.artifact
21743,04023962-n,noun.artifact
21744,04024137-n,noun.artifact
21745,04024274-n,noun.artifact
21746,04024396-n,noun.artifact
21747,04024576-n,noun.artifact
21748,04024676-n,noun.artifact
21749,04024862-n,noun.artifact
2175,00441824-n,noun.act
21750,04024983-n,noun.artifact
21751,04025130-n,noun.artifact
21752,04025350-n,noun.artifact
21753,04025508-n,noun.artifact
21754,04025633-n,noun.artifact
21755,04025748-n,noun.artifact
21756,04026053-n,noun.artifact
21757,04026180-n,noun.artifact
21758,04026304-n,noun.artifact
21759,04026417-n,noun.artifact
2176,00442115-n,noun.act
21760,04026518-n,noun.artifact
21761,04026688-n,noun.artifact
21762,04026813-n,noun.artifact
21763,04026918-n,noun.artifact
21764,04027023-n,noun.artifact
21765,04027367-n,noun.artifact
21766,04027504-n,noun.artifact
21767,04027706-n,noun.artifact
21768,04027820-n,noun.artifact
21769,04027935-n,noun.artifact
2177,00442437-n,noun.act
21770,04028074-n,noun.artifact
21771,04028221-n,noun.artifact
21772,04028315-n,noun.artifact
21773,04028472-n,noun.artifact
21774,03877674-n,noun.artifact
21775,04028581-n,noun.artifact
21776,04028764-n,noun.artifact
21777,04028881-n,noun.artifact
21778,04029015-n,noun.artifact
21779,04029416-n,noun.artifact
2178,00442569-n,noun.act
21780,04029541-n,noun.artifact
21781,04029647-n,noun.artifact
21782,04029734-n,noun.artifact
21783,04029913-n,noun.artifact
21784,04030054-n,noun.artifact
21785,04030161-n,noun.artifact
21786,04030274-n,noun.artifact
21787,04030414-n,noun.artifact
21788,04030518-n,noun.artifact
21789,04030655-n,noun.artifact
2179,00442654-n,noun.act
21790,04030846-n,noun.artifact
21791,04030965-n,noun.artifact
21792,04031166-n,noun.artifact
21793,04031370-n,noun.artifact
21794,04031481-n,noun.artifact
21795,04031600-n,noun.artifact
21796,04031770-n,noun.artifact
21797,04031884-n,noun.artifact
21798,04032049-n,noun.artifact
21799,04032242-n,noun.artifact
218,00065575-n,noun.act
2180,00442759-n,noun.act
21800,04032392-n,noun.artifact
21801,04032509-n,noun.artifact
21802,04032603-n,noun.artifact
21803,04032710-n,noun.artifact
21804,04032936-n,noun.artifact
21805,04033082-n,noun.artifact
21806,04033287-n,noun.artifact
21807,04033425-n,noun.artifact
21808,04033557-n,noun.artifact
21809,04033801-n,noun.artifact
2181,00442847-n,noun.act
21810,04033901-n,noun.artifact
21811,04033995-n,noun.artifact
21812,04034262-n,noun.artifact
21813,04034367-n,noun.artifact
21814,04034477-n,noun.artifact
21815,04034641-n,noun.artifact
21816,04034884-n,noun.artifact
21817,04035086-n,noun.artifact
21818,04035231-n,noun.artifact
21819,04035397-n,noun.artifact
2182,00442981-n,noun.act
21820,04035481-n,noun.artifact
21821,04035634-n,noun.artifact
21822,04035748-n,noun.artifact
21823,04035836-n,noun.artifact
21824,04035912-n,noun.artifact
21825,04036004-n,noun.artifact
21826,04036155-n,noun.artifact
21827,04036303-n,noun.artifact
21828,04036494-n,noun.artifact
21829,04036648-n,noun.artifact
2183,00443231-n,noun.act
21830,04036776-n,noun.artifact
21831,04036963-n,noun.artifact
21832,02324431-n,noun.animal
21833,04037220-n,noun.artifact
21834,04037298-n,noun.artifact
21835,04037443-n,noun.artifact
21836,04037625-n,noun.artifact
21837,04037873-n,noun.artifact
21838,04037964-n,noun.artifact
21839,04038109-n,noun.artifact
2184,00443375-n,noun.act
21840,04038231-n,noun.artifact
21841,04038338-n,noun.artifact
21842,04038440-n,noun.artifact
21843,04038727-n,noun.artifact
21844,04039041-n,noun.artifact
21845,04039209-n,noun.artifact
21846,04039381-n,noun.artifact
21847,04039742-n,noun.artifact
21848,04039848-n,noun.artifact
21849,04040247-n,noun.artifact
2185,00443517-n,noun.act
21850,04040373-n,noun.artifact
21851,04040540-n,noun.artifact
21852,04040759-n,noun.artifact
21853,04041069-n,noun.artifact
21854,04041243-n,noun.artifact
21855,04041408-n,noun.artifact
21856,04041544-n,noun.artifact
21857,04041747-n,noun.artifact
21858,04041930-n,noun.artifact
21859,04042076-n,noun.artifact
2186,00443692-n,noun.act
21860,04042204-n,noun.artifact
21861,04042358-n,noun.artifact
21862,04042632-n,noun.artifact
21863,04042795-n,noun.artifact
21864,04042985-n,noun.artifact
21865,04043168-n,noun.artifact
21866,04043268-n,noun.artifact
21867,04043411-n,noun.artifact
21868,04043619-n,noun.artifact
21869,04043733-n,noun.artifact
2187,00443803-n,noun.act
21870,04044119-n,noun.artifact
21871,04044307-n,noun.artifact
21872,04044498-n,noun.artifact
21873,04044716-n,noun.artifact
21874,04044955-n,noun.artifact
21875,04045085-n,noun.artifact
