source,target,relation
concept:26870,domain:noun.attribute,belongs_to_domain
concept:26871,synset:04951978-n,mapped_to_synset
concept:26871,domain:noun.attribute,belongs_to_domain
concept:26872,synset:04952120-n,mapped_to_synset
concept:26872,domain:noun.attribute,belongs_to_domain
concept:26873,synset:04952242-n,mapped_to_synset
concept:26873,domain:noun.attribute,belongs_to_domain
concept:26874,synset:04952570-n,mapped_to_synset
concept:26874,domain:noun.attribute,belongs_to_domain
concept:26875,synset:04952821-n,mapped_to_synset
concept:26875,domain:noun.attribute,belongs_to_domain
concept:26876,synset:04952944-n,mapped_to_synset
concept:26876,domain:noun.attribute,belongs_to_domain
concept:26877,synset:04953186-n,mapped_to_synset
concept:26877,domain:noun.attribute,belongs_to_domain
concept:26878,synset:04953296-n,mapped_to_synset
concept:26878,domain:noun.attribute,belongs_to_domain
concept:26879,synset:04953380-n,mapped_to_synset
concept:26879,domain:noun.attribute,belongs_to_domain
concept:2688,synset:00541338-n,mapped_to_synset
concept:2688,domain:noun.act,belongs_to_domain
concept:26880,synset:04953678-n,mapped_to_synset
concept:26880,domain:noun.attribute,belongs_to_domain
concept:26881,synset:04953954-n,mapped_to_synset
concept:26881,domain:noun.attribute,belongs_to_domain
concept:26882,synset:04954412-n,mapped_to_synset
concept:26882,domain:noun.attribute,belongs_to_domain
concept:26883,synset:04954534-n,mapped_to_synset
concept:26883,domain:noun.attribute,belongs_to_domain
concept:26884,synset:04954683-n,mapped_to_synset
concept:26884,domain:noun.attribute,belongs_to_domain
concept:26885,synset:04954920-n,mapped_to_synset
concept:26885,domain:noun.attribute,belongs_to_domain
concept:26886,synset:04955160-n,mapped_to_synset
concept:26886,domain:noun.attribute,belongs_to_domain
concept:26887,synset:04955426-n,mapped_to_synset
concept:26887,domain:noun.attribute,belongs_to_domain
concept:26888,synset:04955554-n,mapped_to_synset
concept:26888,domain:noun.attribute,belongs_to_domain
concept:26889,synset:04955633-n,mapped_to_synset
concept:26889,domain:noun.attribute,belongs_to_domain
concept:2689,synset:00541479-n,mapped_to_synset
concept:2689,domain:noun.act,belongs_to_domain
concept:26890,synset:04955907-n,mapped_to_synset
concept:26890,domain:noun.attribute,belongs_to_domain
concept:26891,synset:04956110-n,mapped_to_synset
concept:26891,domain:noun.attribute,belongs_to_domain
concept:26892,synset:04956419-n,mapped_to_synset
concept:26892,domain:noun.attribute,belongs_to_domain
concept:26893,synset:04956594-n,mapped_to_synset
concept:26893,domain:noun.attribute,belongs_to_domain
concept:26894,synset:04958146-n,mapped_to_synset
concept:26894,domain:noun.attribute,belongs_to_domain
concept:26895,synset:04958302-n,mapped_to_synset
concept:26895,domain:noun.attribute,belongs_to_domain
concept:26896,synset:04958460-n,mapped_to_synset
concept:26896,domain:noun.attribute,belongs_to_domain
concept:26897,synset:04958634-n,mapped_to_synset
concept:26897,domain:noun.attribute,belongs_to_domain
concept:26898,synset:04958865-n,mapped_to_synset
concept:26898,domain:noun.attribute,belongs_to_domain
concept:26899,synset:04959061-n,mapped_to_synset
concept:26899,domain:noun.attribute,belongs_to_domain
concept:269,synset:00075471-n,mapped_to_synset
concept:269,domain:noun.act,belongs_to_domain
concept:2690,synset:00541779-n,mapped_to_synset
concept:2690,domain:noun.act,belongs_to_domain
concept:26900,synset:04959230-n,mapped_to_synset
concept:26900,domain:noun.attribute,belongs_to_domain
concept:26901,synset:04959567-n,mapped_to_synset
concept:26901,domain:noun.attribute,belongs_to_domain
concept:26902,synset:04959672-n,mapped_to_synset
concept:26902,domain:noun.attribute,belongs_to_domain
concept:26903,synset:04960079-n,mapped_to_synset
concept:26903,domain:noun.attribute,belongs_to_domain
concept:26904,synset:04960277-n,mapped_to_synset
concept:26904,domain:noun.attribute,belongs_to_domain
concept:26905,synset:04960582-n,mapped_to_synset
concept:26905,domain:noun.attribute,belongs_to_domain
concept:26906,synset:04960729-n,mapped_to_synset
concept:26906,domain:noun.attribute,belongs_to_domain
concept:26907,synset:04961062-n,mapped_to_synset
concept:26907,domain:noun.attribute,belongs_to_domain
concept:26908,synset:04961136-n,mapped_to_synset
concept:26908,domain:noun.attribute,belongs_to_domain
concept:26909,synset:04961331-n,mapped_to_synset
concept:26909,domain:noun.attribute,belongs_to_domain
concept:2691,synset:00541972-n,mapped_to_synset
concept:2691,domain:noun.act,belongs_to_domain
concept:26910,synset:04961472-n,mapped_to_synset
concept:26910,domain:noun.attribute,belongs_to_domain
concept:26911,synset:04961583-n,mapped_to_synset
concept:26911,domain:noun.attribute,belongs_to_domain
concept:26912,synset:04961691-n,mapped_to_synset
concept:26912,domain:noun.attribute,belongs_to_domain
concept:26913,synset:04962062-n,mapped_to_synset
concept:26913,domain:noun.attribute,belongs_to_domain
concept:26914,synset:04962240-n,mapped_to_synset
concept:26914,domain:noun.attribute,belongs_to_domain
concept:26915,synset:04962395-n,mapped_to_synset
concept:26915,domain:noun.attribute,belongs_to_domain
concept:26916,synset:04962548-n,mapped_to_synset
concept:26916,domain:noun.attribute,belongs_to_domain
concept:26917,synset:04962689-n,mapped_to_synset
concept:26917,domain:noun.attribute,belongs_to_domain
concept:26918,synset:04962784-n,mapped_to_synset
concept:26918,domain:noun.attribute,belongs_to_domain
concept:26919,synset:04963111-n,mapped_to_synset
concept:26919,domain:noun.attribute,belongs_to_domain
concept:2692,synset:00542065-n,mapped_to_synset
concept:2692,domain:noun.act,belongs_to_domain
concept:26920,synset:04963201-n,mapped_to_synset
concept:26920,domain:noun.attribute,belongs_to_domain
concept:26921,synset:04963307-n,mapped_to_synset
concept:26921,domain:noun.attribute,belongs_to_domain
concept:26922,synset:04963449-n,mapped_to_synset
concept:26922,domain:noun.attribute,belongs_to_domain
concept:26923,synset:04963588-n,mapped_to_synset
concept:26923,domain:noun.attribute,belongs_to_domain
concept:26924,synset:04963740-n,mapped_to_synset
concept:26924,domain:noun.attribute,belongs_to_domain
concept:26925,synset:04963905-n,mapped_to_synset
concept:26925,domain:noun.attribute,belongs_to_domain
concept:26926,synset:04964001-n,mapped_to_synset
concept:26926,domain:noun.attribute,belongs_to_domain
concept:26927,synset:04964079-n,mapped_to_synset
concept:26927,domain:noun.attribute,belongs_to_domain
concept:26928,synset:04964162-n,mapped_to_synset
concept:26928,domain:noun.attribute,belongs_to_domain
concept:26929,synset:04964287-n,mapped_to_synset
concept:26929,domain:noun.attribute,belongs_to_domain
concept:2693,synset:00542149-n,mapped_to_synset
concept:2693,domain:noun.act,belongs_to_domain
concept:26930,synset:04964443-n,mapped_to_synset
concept:26930,domain:noun.attribute,belongs_to_domain
concept:26931,synset:04964586-n,mapped_to_synset
concept:26931,domain:noun.attribute,belongs_to_domain
concept:26932,synset:04964878-n,mapped_to_synset
concept:26932,domain:noun.attribute,belongs_to_domain
concept:26933,synset:04964977-n,mapped_to_synset
concept:26933,domain:noun.attribute,belongs_to_domain
concept:26934,synset:04965179-n,mapped_to_synset
concept:26934,domain:noun.attribute,belongs_to_domain
concept:26935,synset:04965451-n,mapped_to_synset
concept:26935,domain:noun.attribute,belongs_to_domain
concept:26936,synset:04965574-n,mapped_to_synset
concept:26936,domain:noun.attribute,belongs_to_domain
concept:26937,synset:04965661-n,mapped_to_synset
concept:26937,domain:noun.attribute,belongs_to_domain
concept:26938,synset:04966017-n,mapped_to_synset
concept:26938,domain:noun.attribute,belongs_to_domain
concept:26939,synset:04966114-n,mapped_to_synset
concept:26939,domain:noun.attribute,belongs_to_domain
concept:2694,synset:00542323-n,mapped_to_synset
concept:2694,domain:noun.act,belongs_to_domain
concept:26940,synset:04966240-n,mapped_to_synset
concept:26940,domain:noun.attribute,belongs_to_domain
concept:26941,synset:04966428-n,mapped_to_synset
concept:26941,domain:noun.attribute,belongs_to_domain
concept:26942,synset:04966543-n,mapped_to_synset
concept:26942,domain:noun.attribute,belongs_to_domain
concept:26943,synset:04966649-n,mapped_to_synset
concept:26943,domain:noun.attribute,belongs_to_domain
concept:26944,synset:04966717-n,mapped_to_synset
concept:26944,domain:noun.attribute,belongs_to_domain
concept:26945,synset:04966841-n,mapped_to_synset
concept:26945,domain:noun.attribute,belongs_to_domain
concept:26946,synset:04966941-n,mapped_to_synset
concept:26946,domain:noun.attribute,belongs_to_domain
concept:26947,synset:04967094-n,mapped_to_synset
concept:26947,domain:noun.attribute,belongs_to_domain
concept:26948,synset:04967191-n,mapped_to_synset
concept:26948,domain:noun.attribute,belongs_to_domain
concept:26949,synset:04967561-n,mapped_to_synset
concept:26949,domain:noun.attribute,belongs_to_domain
concept:2695,synset:00542458-n,mapped_to_synset
concept:2695,domain:noun.act,belongs_to_domain
concept:26950,synset:04967674-n,mapped_to_synset
concept:26950,domain:noun.attribute,belongs_to_domain
concept:26951,synset:04967801-n,mapped_to_synset
concept:26951,domain:noun.attribute,belongs_to_domain
concept:26952,synset:04967882-n,mapped_to_synset
concept:26952,domain:noun.attribute,belongs_to_domain
concept:26953,synset:04967974-n,mapped_to_synset
concept:26953,domain:noun.attribute,belongs_to_domain
concept:26954,synset:04968056-n,mapped_to_synset
concept:26954,domain:noun.attribute,belongs_to_domain
concept:26955,synset:04968139-n,mapped_to_synset
concept:26955,domain:noun.attribute,belongs_to_domain
concept:26956,synset:04968257-n,mapped_to_synset
concept:26956,domain:noun.attribute,belongs_to_domain
concept:26957,synset:04968426-n,mapped_to_synset
concept:26957,domain:noun.attribute,belongs_to_domain
concept:26958,synset:04968619-n,mapped_to_synset
concept:26958,domain:noun.attribute,belongs_to_domain
concept:26959,synset:04968749-n,mapped_to_synset
concept:26959,domain:noun.attribute,belongs_to_domain
concept:2696,synset:00542584-n,mapped_to_synset
concept:2696,domain:noun.act,belongs_to_domain
concept:26960,synset:04968895-n,mapped_to_synset
concept:26960,domain:noun.attribute,belongs_to_domain
concept:26961,synset:04969242-n,mapped_to_synset
concept:26961,domain:noun.attribute,belongs_to_domain
concept:26962,synset:04969431-n,mapped_to_synset
concept:26962,domain:noun.attribute,belongs_to_domain
concept:26963,synset:04969540-n,mapped_to_synset
concept:26963,domain:noun.attribute,belongs_to_domain
concept:26964,synset:04969617-n,mapped_to_synset
concept:26964,domain:noun.attribute,belongs_to_domain
concept:26965,synset:04969703-n,mapped_to_synset
concept:26965,domain:noun.attribute,belongs_to_domain
concept:26966,synset:04969798-n,mapped_to_synset
concept:26966,domain:noun.attribute,belongs_to_domain
concept:26967,synset:04969952-n,mapped_to_synset
concept:26967,domain:noun.attribute,belongs_to_domain
concept:26968,synset:04970059-n,mapped_to_synset
concept:26968,domain:noun.attribute,belongs_to_domain
concept:26969,synset:04970312-n,mapped_to_synset
concept:26969,domain:noun.attribute,belongs_to_domain
concept:2697,synset:00542711-n,mapped_to_synset
concept:2697,domain:noun.act,belongs_to_domain
concept:26970,synset:04970398-n,mapped_to_synset
concept:26970,domain:noun.attribute,belongs_to_domain
concept:26971,synset:04970544-n,mapped_to_synset
concept:26971,domain:noun.attribute,belongs_to_domain
concept:26972,synset:04970631-n,mapped_to_synset
concept:26972,domain:noun.attribute,belongs_to_domain
concept:26973,synset:04970758-n,mapped_to_synset
concept:26973,domain:noun.attribute,belongs_to_domain
concept:26974,synset:04970916-n,mapped_to_synset
concept:26974,domain:noun.attribute,belongs_to_domain
concept:26975,synset:04971131-n,mapped_to_synset
concept:26975,domain:noun.attribute,belongs_to_domain
concept:26976,synset:04971211-n,mapped_to_synset
concept:26976,domain:noun.attribute,belongs_to_domain
concept:26977,synset:04971313-n,mapped_to_synset
concept:26977,domain:noun.attribute,belongs_to_domain
concept:26978,synset:04971447-n,mapped_to_synset
concept:26978,domain:noun.attribute,belongs_to_domain
concept:26979,synset:04971522-n,mapped_to_synset
concept:26979,domain:noun.attribute,belongs_to_domain
concept:2698,synset:00542841-n,mapped_to_synset
concept:2698,domain:noun.act,belongs_to_domain
concept:26980,synset:04971675-n,mapped_to_synset
concept:26980,domain:noun.attribute,belongs_to_domain
concept:26981,synset:04971820-n,mapped_to_synset
concept:26981,domain:noun.attribute,belongs_to_domain
concept:26982,synset:04971928-n,mapped_to_synset
concept:26982,domain:noun.attribute,belongs_to_domain
concept:26983,synset:04972268-n,mapped_to_synset
concept:26983,domain:noun.attribute,belongs_to_domain
concept:26984,synset:04972451-n,mapped_to_synset
concept:26984,domain:noun.attribute,belongs_to_domain
concept:26985,synset:04972801-n,mapped_to_synset
concept:26985,domain:noun.attribute,belongs_to_domain
concept:26986,synset:04973020-n,mapped_to_synset
concept:26986,domain:noun.attribute,belongs_to_domain
concept:26987,synset:04973110-n,mapped_to_synset
concept:26987,domain:noun.attribute,belongs_to_domain
concept:26988,synset:04973291-n,mapped_to_synset
concept:26988,domain:noun.attribute,belongs_to_domain
concept:26989,synset:04973386-n,mapped_to_synset
concept:26989,domain:noun.attribute,belongs_to_domain
concept:2699,synset:00542992-n,mapped_to_synset
concept:2699,domain:noun.act,belongs_to_domain
concept:26990,synset:04973585-n,mapped_to_synset
concept:26990,domain:noun.attribute,belongs_to_domain
concept:26991,synset:04973669-n,mapped_to_synset
concept:26991,domain:noun.attribute,belongs_to_domain
concept:26992,synset:04973816-n,mapped_to_synset
concept:26992,domain:noun.attribute,belongs_to_domain
concept:26993,synset:04973957-n,mapped_to_synset
concept:26993,domain:noun.attribute,belongs_to_domain
concept:26994,synset:04974145-n,mapped_to_synset
concept:26994,domain:noun.attribute,belongs_to_domain
concept:26995,synset:04974248-n,mapped_to_synset
concept:26995,domain:noun.attribute,belongs_to_domain
concept:26996,synset:04974340-n,mapped_to_synset
concept:26996,domain:noun.attribute,belongs_to_domain
concept:26997,synset:04974463-n,mapped_to_synset
concept:26997,domain:noun.attribute,belongs_to_domain
concept:26998,synset:04974575-n,mapped_to_synset
concept:26998,domain:noun.attribute,belongs_to_domain
concept:26999,synset:04974681-n,mapped_to_synset
concept:26999,domain:noun.attribute,belongs_to_domain
concept:27,synset:00003553-n,mapped_to_synset
concept:27,domain:noun.Tops,belongs_to_domain
concept:270,synset:00075618-n,mapped_to_synset
concept:270,domain:noun.act,belongs_to_domain
concept:2700,synset:00543114-n,mapped_to_synset
concept:2700,domain:noun.act,belongs_to_domain
concept:27000,synset:04974774-n,mapped_to_synset
concept:27000,domain:noun.attribute,belongs_to_domain
concept:27001,synset:04974859-n,mapped_to_synset
concept:27001,domain:noun.attribute,belongs_to_domain
concept:27002,synset:04974968-n,mapped_to_synset
concept:27002,domain:noun.attribute,belongs_to_domain
concept:27003,synset:04975122-n,mapped_to_synset
concept:27003,domain:noun.attribute,belongs_to_domain
concept:27004,synset:04975340-n,mapped_to_synset
concept:27004,domain:noun.attribute,belongs_to_domain
concept:27005,synset:04975612-n,mapped_to_synset
concept:27005,domain:noun.attribute,belongs_to_domain
concept:27006,synset:04975739-n,mapped_to_synset
concept:27006,domain:noun.attribute,belongs_to_domain
concept:27007,synset:04975988-n,mapped_to_synset
concept:27007,domain:noun.attribute,belongs_to_domain
concept:27008,synset:04976188-n,mapped_to_synset
concept:27008,domain:noun.attribute,belongs_to_domain
concept:27009,synset:04976319-n,mapped_to_synset
concept:27009,domain:noun.attribute,belongs_to_domain
concept:2701,synset:00543233-n,mapped_to_synset
concept:2701,domain:noun.act,belongs_to_domain
concept:27010,synset:04976489-n,mapped_to_synset
concept:27010,domain:noun.attribute,belongs_to_domain
concept:27011,synset:04976567-n,mapped_to_synset
concept:27011,domain:noun.attribute,belongs_to_domain
concept:27012,synset:04976687-n,mapped_to_synset
concept:27012,domain:noun.attribute,belongs_to_domain
concept:27013,synset:04976870-n,mapped_to_synset
concept:27013,domain:noun.attribute,belongs_to_domain
concept:27014,synset:04976952-n,mapped_to_synset
concept:27014,domain:noun.attribute,belongs_to_domain
concept:27015,synset:04977247-n,mapped_to_synset
concept:27015,domain:noun.attribute,belongs_to_domain
concept:27016,synset:04977412-n,mapped_to_synset
concept:27016,domain:noun.attribute,belongs_to_domain
concept:27017,synset:04977561-n,mapped_to_synset
concept:27017,domain:noun.attribute,belongs_to_domain
concept:27018,synset:04977946-n,mapped_to_synset
concept:27018,domain:noun.attribute,belongs_to_domain
concept:27019,synset:04978050-n,mapped_to_synset
concept:27019,domain:noun.attribute,belongs_to_domain
concept:27020,synset:04978216-n,mapped_to_synset
concept:27020,domain:noun.attribute,belongs_to_domain
concept:27021,synset:04978371-n,mapped_to_synset
concept:27021,domain:noun.attribute,belongs_to_domain
concept:27022,synset:04978561-n,mapped_to_synset
concept:27022,domain:noun.attribute,belongs_to_domain
concept:27023,synset:04978792-n,mapped_to_synset
concept:27023,domain:noun.attribute,belongs_to_domain
concept:27024,synset:04979002-n,mapped_to_synset
concept:27024,domain:noun.attribute,belongs_to_domain
concept:27025,synset:04979203-n,mapped_to_synset
concept:27025,domain:noun.attribute,belongs_to_domain
concept:27026,synset:04979307-n,mapped_to_synset
concept:27026,domain:noun.attribute,belongs_to_domain
concept:27027,synset:04979425-n,mapped_to_synset
concept:27027,domain:noun.attribute,belongs_to_domain
concept:27028,synset:04979758-n,mapped_to_synset
concept:27028,domain:noun.attribute,belongs_to_domain
concept:27029,synset:04979870-n,mapped_to_synset
concept:27029,domain:noun.attribute,belongs_to_domain
concept:2703,synset:00544605-n,mapped_to_synset
concept:2703,domain:noun.act,belongs_to_domain
concept:27030,synset:04980008-n,mapped_to_synset
concept:27030,domain:noun.attribute,belongs_to_domain
concept:27031,synset:04980463-n,mapped_to_synset
concept:27031,domain:noun.attribute,belongs_to_domain
concept:27032,synset:04980656-n,mapped_to_synset
concept:27032,domain:noun.attribute,belongs_to_domain
concept:27033,synset:04980920-n,mapped_to_synset
concept:27033,domain:noun.attribute,belongs_to_domain
concept:27034,synset:04981044-n,mapped_to_synset
concept:27034,domain:noun.attribute,belongs_to_domain
concept:27035,synset:04981139-n,mapped_to_synset
concept:27035,domain:noun.attribute,belongs_to_domain
concept:27036,synset:04981474-n,mapped_to_synset
concept:27036,domain:noun.attribute,belongs_to_domain
concept:27037,synset:04981658-n,mapped_to_synset
concept:27037,domain:noun.attribute,belongs_to_domain
concept:27038,synset:04981781-n,mapped_to_synset
concept:27038,domain:noun.attribute,belongs_to_domain
concept:27039,synset:04981941-n,mapped_to_synset
concept:27039,domain:noun.attribute,belongs_to_domain
concept:2704,synset:00544731-n,mapped_to_synset
concept:2704,domain:noun.act,belongs_to_domain
concept:27040,synset:04982113-n,mapped_to_synset
concept:27040,domain:noun.attribute,belongs_to_domain
concept:27041,synset:04982207-n,mapped_to_synset
concept:27041,domain:noun.attribute,belongs_to_domain
concept:27042,synset:04982478-n,mapped_to_synset
concept:27042,domain:noun.attribute,belongs_to_domain
concept:27043,synset:04982745-n,mapped_to_synset
concept:27043,domain:noun.attribute,belongs_to_domain
concept:27044,synset:04982856-n,mapped_to_synset
concept:27044,domain:noun.attribute,belongs_to_domain
concept:27045,synset:04983013-n,mapped_to_synset
concept:27045,domain:noun.attribute,belongs_to_domain
concept:27046,synset:04983122-n,mapped_to_synset
concept:27046,domain:noun.attribute,belongs_to_domain
concept:27047,synset:04983402-n,mapped_to_synset
concept:27047,domain:noun.attribute,belongs_to_domain
concept:27048,synset:04983688-n,mapped_to_synset
concept:27048,domain:noun.attribute,belongs_to_domain
concept:27049,synset:04983848-n,mapped_to_synset
concept:27049,domain:noun.attribute,belongs_to_domain
concept:2705,synset:00544842-n,mapped_to_synset
concept:2705,domain:noun.act,belongs_to_domain
concept:27050,synset:04984007-n,mapped_to_synset
concept:27050,domain:noun.attribute,belongs_to_domain
concept:27051,synset:04984180-n,mapped_to_synset
concept:27051,domain:noun.attribute,belongs_to_domain
concept:27052,synset:04984351-n,mapped_to_synset
concept:27052,domain:noun.attribute,belongs_to_domain
concept:27053,synset:04984514-n,mapped_to_synset
concept:27053,domain:noun.attribute,belongs_to_domain
concept:27054,synset:04984698-n,mapped_to_synset
concept:27054,domain:noun.attribute,belongs_to_domain
concept:27055,synset:04984809-n,mapped_to_synset
concept:27055,domain:noun.attribute,belongs_to_domain
concept:27056,synset:04984938-n,mapped_to_synset
concept:27056,domain:noun.attribute,belongs_to_domain
concept:27057,synset:04985064-n,mapped_to_synset
concept:27057,domain:noun.attribute,belongs_to_domain
concept:27058,synset:04985198-n,mapped_to_synset
concept:27058,domain:noun.attribute,belongs_to_domain
concept:27059,synset:04985580-n,mapped_to_synset
concept:27059,domain:noun.attribute,belongs_to_domain
concept:2706,synset:00545059-n,mapped_to_synset
concept:2706,domain:noun.act,belongs_to_domain
concept:27060,synset:04985790-n,mapped_to_synset
concept:27060,domain:noun.attribute,belongs_to_domain
concept:27061,synset:04985930-n,mapped_to_synset
concept:27061,domain:noun.attribute,belongs_to_domain
concept:27062,synset:04986054-n,mapped_to_synset
concept:27062,domain:noun.attribute,belongs_to_domain
concept:27063,synset:04986147-n,mapped_to_synset
concept:27063,domain:noun.attribute,belongs_to_domain
concept:27064,synset:04986258-n,mapped_to_synset
concept:27064,domain:noun.attribute,belongs_to_domain
concept:27065,synset:04986414-n,mapped_to_synset
concept:27065,domain:noun.attribute,belongs_to_domain
concept:27066,synset:04986526-n,mapped_to_synset
concept:27066,domain:noun.attribute,belongs_to_domain
concept:27067,synset:04986637-n,mapped_to_synset
concept:27067,domain:noun.attribute,belongs_to_domain
concept:27068,synset:04986796-n,mapped_to_synset
concept:27068,domain:noun.attribute,belongs_to_domain
concept:27069,synset:04986883-n,mapped_to_synset
concept:27069,domain:noun.attribute,belongs_to_domain
concept:2707,synset:00545194-n,mapped_to_synset
concept:2707,domain:noun.act,belongs_to_domain
concept:27070,synset:04987169-n,mapped_to_synset
concept:27070,domain:noun.attribute,belongs_to_domain
concept:27071,synset:04987356-n,mapped_to_synset
concept:27071,domain:noun.attribute,belongs_to_domain
concept:27072,synset:04987620-n,mapped_to_synset
concept:27072,domain:noun.attribute,belongs_to_domain
concept:27073,synset:04988078-n,mapped_to_synset
concept:27073,domain:noun.attribute,belongs_to_domain
concept:27074,synset:04988258-n,mapped_to_synset
concept:27074,domain:noun.attribute,belongs_to_domain
concept:27075,synset:04988478-n,mapped_to_synset
concept:27075,domain:noun.attribute,belongs_to_domain
concept:27076,synset:04988666-n,mapped_to_synset
concept:27076,domain:noun.attribute,belongs_to_domain
concept:27077,synset:04988861-n,mapped_to_synset
concept:27077,domain:noun.attribute,belongs_to_domain
concept:27078,synset:04989015-n,mapped_to_synset
concept:27078,domain:noun.attribute,belongs_to_domain
concept:27079,synset:04989362-n,mapped_to_synset
concept:27079,domain:noun.attribute,belongs_to_domain
concept:2708,synset:00545344-n,mapped_to_synset
concept:2708,domain:noun.act,belongs_to_domain
concept:27080,synset:04989512-n,mapped_to_synset
concept:27080,domain:noun.attribute,belongs_to_domain
concept:27081,synset:04989657-n,mapped_to_synset
concept:27081,domain:noun.attribute,belongs_to_domain
concept:27082,synset:04990021-n,mapped_to_synset
concept:27082,domain:noun.attribute,belongs_to_domain
concept:27083,synset:04990220-n,mapped_to_synset
concept:27083,domain:noun.attribute,belongs_to_domain
concept:27084,synset:04990525-n,mapped_to_synset
concept:27084,domain:noun.attribute,belongs_to_domain
concept:27085,synset:04990692-n,mapped_to_synset
concept:27085,domain:noun.attribute,belongs_to_domain
concept:27086,synset:04990781-n,mapped_to_synset
concept:27086,domain:noun.attribute,belongs_to_domain
concept:27087,synset:04990877-n,mapped_to_synset
concept:27087,domain:noun.attribute,belongs_to_domain
concept:27088,synset:04991137-n,mapped_to_synset
concept:27088,domain:noun.attribute,belongs_to_domain
concept:27089,synset:04991225-n,mapped_to_synset
concept:27089,domain:noun.attribute,belongs_to_domain
concept:2709,synset:00545501-n,mapped_to_synset
concept:2709,domain:noun.act,belongs_to_domain
concept:27090,synset:04991389-n,mapped_to_synset
concept:27090,domain:noun.attribute,belongs_to_domain
concept:27091,synset:04991511-n,mapped_to_synset
concept:27091,domain:noun.attribute,belongs_to_domain
concept:27092,synset:04991738-n,mapped_to_synset
concept:27092,domain:noun.attribute,belongs_to_domain
concept:27093,synset:04991879-n,mapped_to_synset
concept:27093,domain:noun.attribute,belongs_to_domain
concept:27094,synset:04992008-n,mapped_to_synset
concept:27094,domain:noun.attribute,belongs_to_domain
concept:27095,synset:04992163-n,mapped_to_synset
concept:27095,domain:noun.attribute,belongs_to_domain
concept:27096,synset:04992431-n,mapped_to_synset
concept:27096,domain:noun.attribute,belongs_to_domain
concept:27097,synset:04992570-n,mapped_to_synset
concept:27097,domain:noun.attribute,belongs_to_domain
concept:27098,synset:04992834-n,mapped_to_synset
concept:27098,domain:noun.attribute,belongs_to_domain
concept:27099,synset:04993108-n,mapped_to_synset
concept:27099,domain:noun.attribute,belongs_to_domain
concept:271,synset:00075790-n,mapped_to_synset
concept:271,domain:noun.act,belongs_to_domain
concept:2710,synset:00546070-n,mapped_to_synset
concept:2710,domain:noun.act,belongs_to_domain
concept:27100,synset:04993312-n,mapped_to_synset
concept:27100,domain:noun.attribute,belongs_to_domain
concept:27101,synset:04993413-n,mapped_to_synset
concept:27101,domain:noun.attribute,belongs_to_domain
concept:27102,synset:04993604-n,mapped_to_synset
concept:27102,domain:noun.attribute,belongs_to_domain
concept:27103,synset:04993752-n,mapped_to_synset
concept:27103,domain:noun.attribute,belongs_to_domain
concept:27104,synset:04993882-n,mapped_to_synset
concept:27104,domain:noun.attribute,belongs_to_domain
concept:27105,synset:04994126-n,mapped_to_synset
concept:27105,domain:noun.attribute,belongs_to_domain
concept:27106,synset:04994264-n,mapped_to_synset
concept:27106,domain:noun.attribute,belongs_to_domain
concept:27107,synset:04994413-n,mapped_to_synset
concept:27107,domain:noun.attribute,belongs_to_domain
concept:27108,synset:04994614-n,mapped_to_synset
concept:27108,domain:noun.attribute,belongs_to_domain
concept:27109,synset:04994727-n,mapped_to_synset
concept:27109,domain:noun.attribute,belongs_to_domain
concept:2711,synset:00546216-n,mapped_to_synset
concept:2711,domain:noun.act,belongs_to_domain
concept:27110,synset:04994824-n,mapped_to_synset
concept:27110,domain:noun.attribute,belongs_to_domain
concept:27111,synset:04995009-n,mapped_to_synset
concept:27111,domain:noun.attribute,belongs_to_domain
concept:27112,synset:04995100-n,mapped_to_synset
concept:27112,domain:noun.attribute,belongs_to_domain
concept:27113,synset:04995211-n,mapped_to_synset
concept:27113,domain:noun.attribute,belongs_to_domain
concept:27114,synset:04995421-n,mapped_to_synset
concept:27114,domain:noun.attribute,belongs_to_domain
concept:27115,synset:04995531-n,mapped_to_synset
concept:27115,domain:noun.attribute,belongs_to_domain
concept:27116,synset:04995793-n,mapped_to_synset
concept:27116,domain:noun.attribute,belongs_to_domain
concept:27117,synset:04995940-n,mapped_to_synset
concept:27117,domain:noun.attribute,belongs_to_domain
concept:27118,synset:04996113-n,mapped_to_synset
concept:27118,domain:noun.attribute,belongs_to_domain
concept:27119,synset:04996215-n,mapped_to_synset
concept:27119,domain:noun.attribute,belongs_to_domain
concept:2712,synset:00546299-n,mapped_to_synset
concept:2712,domain:noun.act,belongs_to_domain
concept:27120,synset:04996355-n,mapped_to_synset
concept:27120,domain:noun.attribute,belongs_to_domain
concept:27121,synset:04996571-n,mapped_to_synset
concept:27121,domain:noun.attribute,belongs_to_domain
concept:27122,synset:04996823-n,mapped_to_synset
concept:27122,domain:noun.attribute,belongs_to_domain
concept:27123,synset:04997032-n,mapped_to_synset
concept:27123,domain:noun.attribute,belongs_to_domain
concept:27124,synset:04997282-n,mapped_to_synset
concept:27124,domain:noun.attribute,belongs_to_domain
concept:27125,synset:04997472-n,mapped_to_synset
concept:27125,domain:noun.attribute,belongs_to_domain
concept:27126,synset:04997645-n,mapped_to_synset
concept:27126,domain:noun.attribute,belongs_to_domain
concept:27127,synset:04997812-n,mapped_to_synset
concept:27127,domain:noun.attribute,belongs_to_domain
concept:27128,synset:04997988-n,mapped_to_synset
concept:27128,domain:noun.attribute,belongs_to_domain
