source,target,relation
concept:88398,domain:adj.all,belongs_to_domain
concept:88399,synset:02525732-a,mapped_to_synset
concept:88399,domain:adj.all,belongs_to_domain
concept:884,synset:00192457-n,mapped_to_synset
concept:884,domain:noun.act,belongs_to_domain
concept:8840,synset:01779939-n,mapped_to_synset
concept:8840,domain:noun.animal,belongs_to_domain
concept:88400,synset:02525876-a,mapped_to_synset
concept:88400,domain:adj.all,belongs_to_domain
concept:88401,synset:02526061-a,mapped_to_synset
concept:88401,domain:adj.all,belongs_to_domain
concept:88402,synset:02526124-a,mapped_to_synset
concept:88402,domain:adj.all,belongs_to_domain
concept:88404,synset:02526725-a,mapped_to_synset
concept:88404,domain:adj.all,belongs_to_domain
concept:88405,synset:02526925-a,mapped_to_synset
concept:88405,domain:adj.all,belongs_to_domain
concept:88406,synset:02527220-a,mapped_to_synset
concept:88406,domain:adj.all,belongs_to_domain
concept:88407,synset:02527402-a,mapped_to_synset
concept:88407,domain:adj.all,belongs_to_domain
concept:88408,synset:02527489-a,mapped_to_synset
concept:88408,domain:adj.all,belongs_to_domain
concept:88409,synset:02527588-a,mapped_to_synset
concept:88409,domain:adj.all,belongs_to_domain
concept:8841,synset:01780026-n,mapped_to_synset
concept:8841,domain:noun.animal,belongs_to_domain
concept:88410,synset:02527734-a,mapped_to_synset
concept:88410,domain:adj.all,belongs_to_domain
concept:88411,synset:02528048-a,mapped_to_synset
concept:88411,domain:adj.all,belongs_to_domain
concept:88412,synset:02528206-a,mapped_to_synset
concept:88412,domain:adj.all,belongs_to_domain
concept:88413,synset:02528440-a,mapped_to_synset
concept:88413,domain:adj.all,belongs_to_domain
concept:88414,synset:02528566-a,mapped_to_synset
concept:88414,domain:adj.all,belongs_to_domain
concept:88415,synset:02528809-a,mapped_to_synset
concept:88415,domain:adj.all,belongs_to_domain
concept:88416,synset:02528921-a,mapped_to_synset
concept:88416,domain:adj.all,belongs_to_domain
concept:88417,synset:02529047-a,mapped_to_synset
concept:88417,domain:adj.all,belongs_to_domain
concept:88418,synset:02529148-a,mapped_to_synset
concept:88418,domain:adj.all,belongs_to_domain
concept:88419,synset:02529264-a,mapped_to_synset
concept:88419,domain:adj.all,belongs_to_domain
concept:8842,synset:01780142-n,mapped_to_synset
concept:8842,domain:noun.animal,belongs_to_domain
concept:88420,synset:02529581-a,mapped_to_synset
concept:88420,domain:adj.all,belongs_to_domain
concept:88421,synset:02529761-a,mapped_to_synset
concept:88421,domain:adj.all,belongs_to_domain
concept:88422,synset:02529859-a,mapped_to_synset
concept:88422,domain:adj.all,belongs_to_domain
concept:88423,synset:02529945-a,mapped_to_synset
concept:88423,domain:adj.all,belongs_to_domain
concept:88424,synset:02530282-a,mapped_to_synset
concept:88424,domain:adj.all,belongs_to_domain
concept:88425,synset:02530370-a,mapped_to_synset
concept:88425,domain:adj.all,belongs_to_domain
concept:88427,synset:02530474-a,mapped_to_synset
concept:88427,domain:adj.all,belongs_to_domain
concept:88428,synset:02530620-a,mapped_to_synset
concept:88428,domain:adj.all,belongs_to_domain
concept:88429,synset:02530693-a,mapped_to_synset
concept:88429,domain:adj.all,belongs_to_domain
concept:8843,synset:01780302-n,mapped_to_synset
concept:8843,domain:noun.animal,belongs_to_domain
concept:88430,synset:02530861-a,mapped_to_synset
concept:88430,domain:adj.all,belongs_to_domain
concept:88431,synset:02531122-a,mapped_to_synset
concept:88431,domain:adj.all,belongs_to_domain
concept:88432,synset:02531422-a,mapped_to_synset
concept:88432,domain:adj.all,belongs_to_domain
concept:88433,synset:02531775-a,mapped_to_synset
concept:88433,domain:adj.all,belongs_to_domain
concept:88434,synset:02531919-a,mapped_to_synset
concept:88434,domain:adj.all,belongs_to_domain
concept:88435,synset:02532114-a,mapped_to_synset
concept:88435,domain:adj.all,belongs_to_domain
concept:88436,synset:02532200-a,mapped_to_synset
concept:88436,domain:adj.all,belongs_to_domain
concept:88437,synset:02532398-a,mapped_to_synset
concept:88437,domain:adj.all,belongs_to_domain
concept:88438,synset:02532508-a,mapped_to_synset
concept:88438,domain:adj.all,belongs_to_domain
concept:88439,synset:02532681-a,mapped_to_synset
concept:88439,domain:adj.all,belongs_to_domain
concept:8844,synset:01780426-n,mapped_to_synset
concept:8844,domain:noun.animal,belongs_to_domain
concept:88440,synset:02532898-a,mapped_to_synset
concept:88440,domain:adj.all,belongs_to_domain
concept:88441,synset:02533075-a,mapped_to_synset
concept:88441,domain:adj.all,belongs_to_domain
concept:88442,synset:02533313-a,mapped_to_synset
concept:88442,domain:adj.all,belongs_to_domain
concept:88443,synset:02533540-a,mapped_to_synset
concept:88443,domain:adj.all,belongs_to_domain
concept:88444,synset:02533682-a,mapped_to_synset
concept:88444,domain:adj.all,belongs_to_domain
concept:88445,synset:02533810-a,mapped_to_synset
concept:88445,domain:adj.all,belongs_to_domain
concept:88446,synset:02534042-a,mapped_to_synset
concept:88446,domain:adj.all,belongs_to_domain
concept:88447,synset:02534245-a,mapped_to_synset
concept:88447,domain:adj.all,belongs_to_domain
concept:88448,synset:02534315-a,mapped_to_synset
concept:88448,domain:adj.all,belongs_to_domain
concept:88449,synset:02534417-a,mapped_to_synset
concept:88449,domain:adj.all,belongs_to_domain
concept:8845,synset:01780551-n,mapped_to_synset
concept:8845,domain:noun.animal,belongs_to_domain
concept:88450,synset:02534501-a,mapped_to_synset
concept:88450,domain:adj.all,belongs_to_domain
concept:88451,synset:02534690-a,mapped_to_synset
concept:88451,domain:adj.all,belongs_to_domain
concept:88452,synset:02534877-a,mapped_to_synset
concept:88452,domain:adj.all,belongs_to_domain
concept:88453,synset:02535161-a,mapped_to_synset
concept:88453,domain:adj.all,belongs_to_domain
concept:88454,synset:02535335-a,mapped_to_synset
concept:88454,domain:adj.all,belongs_to_domain
concept:88455,synset:02535533-a,mapped_to_synset
concept:88455,domain:adj.all,belongs_to_domain
concept:88456,synset:02535645-a,mapped_to_synset
concept:88456,domain:adj.all,belongs_to_domain
concept:88460,synset:02535831-a,mapped_to_synset
concept:88460,domain:adj.all,belongs_to_domain
concept:88461,synset:02536026-a,mapped_to_synset
concept:88461,domain:adj.all,belongs_to_domain
concept:88462,synset:02536123-a,mapped_to_synset
concept:88462,domain:adj.all,belongs_to_domain
concept:88463,synset:02536365-a,mapped_to_synset
concept:88463,domain:adj.all,belongs_to_domain
concept:88464,synset:02536518-a,mapped_to_synset
concept:88464,domain:adj.all,belongs_to_domain
concept:88465,synset:02536605-a,mapped_to_synset
concept:88465,domain:adj.all,belongs_to_domain
concept:88466,synset:02536740-a,mapped_to_synset
concept:88466,domain:adj.all,belongs_to_domain
concept:88467,synset:02536911-a,mapped_to_synset
concept:88467,domain:adj.all,belongs_to_domain
concept:88468,synset:02537181-a,mapped_to_synset
concept:88468,domain:adj.all,belongs_to_domain
concept:88469,synset:02537351-a,mapped_to_synset
concept:88469,domain:adj.all,belongs_to_domain
concept:8847,synset:01780919-n,mapped_to_synset
concept:8847,domain:noun.animal,belongs_to_domain
concept:88470,synset:02537513-a,mapped_to_synset
concept:88470,domain:adj.all,belongs_to_domain
concept:88471,synset:02537636-a,mapped_to_synset
concept:88471,domain:adj.all,belongs_to_domain
concept:88472,synset:02537743-a,mapped_to_synset
concept:88472,domain:adj.all,belongs_to_domain
concept:88473,synset:02537841-a,mapped_to_synset
concept:88473,domain:adj.all,belongs_to_domain
concept:88474,synset:02537946-a,mapped_to_synset
concept:88474,domain:adj.all,belongs_to_domain
concept:88475,synset:02538050-a,mapped_to_synset
concept:88475,domain:adj.all,belongs_to_domain
concept:88476,synset:02538184-a,mapped_to_synset
concept:88476,domain:adj.all,belongs_to_domain
concept:88477,synset:02538295-a,mapped_to_synset
concept:88477,domain:adj.all,belongs_to_domain
concept:88478,synset:02538389-a,mapped_to_synset
concept:88478,domain:adj.all,belongs_to_domain
concept:88479,synset:02538508-a,mapped_to_synset
concept:88479,domain:adj.all,belongs_to_domain
concept:8848,synset:01781071-n,mapped_to_synset
concept:8848,domain:noun.animal,belongs_to_domain
concept:88480,synset:02538626-a,mapped_to_synset
concept:88480,domain:adj.all,belongs_to_domain
concept:88481,synset:02538803-a,mapped_to_synset
concept:88481,domain:adj.all,belongs_to_domain
concept:88482,synset:02539034-a,mapped_to_synset
concept:88482,domain:adj.all,belongs_to_domain
concept:88483,synset:02539223-a,mapped_to_synset
concept:88483,domain:adj.all,belongs_to_domain
concept:88484,synset:02539359-a,mapped_to_synset
concept:88484,domain:adj.all,belongs_to_domain
concept:88485,synset:02539576-a,mapped_to_synset
concept:88485,domain:adj.all,belongs_to_domain
concept:88486,synset:02539717-a,mapped_to_synset
concept:88486,domain:adj.all,belongs_to_domain
concept:88487,synset:02539877-a,mapped_to_synset
concept:88487,domain:adj.all,belongs_to_domain
concept:88489,synset:02539968-a,mapped_to_synset
concept:88489,domain:adj.all,belongs_to_domain
concept:8849,synset:01781274-n,mapped_to_synset
concept:8849,domain:noun.animal,belongs_to_domain
concept:88490,synset:02540236-a,mapped_to_synset
concept:88490,domain:adj.all,belongs_to_domain
concept:88491,synset:02540458-a,mapped_to_synset
concept:88491,domain:adj.all,belongs_to_domain
concept:88492,synset:02540578-a,mapped_to_synset
concept:88492,domain:adj.all,belongs_to_domain
concept:88493,synset:02540899-a,mapped_to_synset
concept:88493,domain:adj.all,belongs_to_domain
concept:88494,synset:02541012-a,mapped_to_synset
concept:88494,domain:adj.all,belongs_to_domain
concept:88495,synset:02541302-a,mapped_to_synset
concept:88495,domain:adj.all,belongs_to_domain
concept:88496,synset:02542148-a,mapped_to_synset
concept:88496,domain:adj.all,belongs_to_domain
concept:88497,synset:02542256-a,mapped_to_synset
concept:88497,domain:adj.all,belongs_to_domain
concept:88498,synset:02542325-a,mapped_to_synset
concept:88498,domain:adj.all,belongs_to_domain
concept:88499,synset:02542675-a,mapped_to_synset
concept:88499,domain:adj.all,belongs_to_domain
concept:885,synset:00192613-n,mapped_to_synset
concept:885,domain:noun.act,belongs_to_domain
concept:8850,synset:01781410-n,mapped_to_synset
concept:8850,domain:noun.animal,belongs_to_domain
concept:88500,synset:02542878-a,mapped_to_synset
concept:88500,domain:adj.all,belongs_to_domain
concept:88501,synset:02543034-a,mapped_to_synset
concept:88501,domain:adj.all,belongs_to_domain
concept:88502,synset:02543149-a,mapped_to_synset
concept:88502,domain:adj.all,belongs_to_domain
concept:88503,synset:02543324-a,mapped_to_synset
concept:88503,domain:adj.all,belongs_to_domain
concept:88504,synset:02543436-a,mapped_to_synset
concept:88504,domain:adj.all,belongs_to_domain
concept:88505,synset:02543598-a,mapped_to_synset
concept:88505,domain:adj.all,belongs_to_domain
concept:88506,synset:02543823-a,mapped_to_synset
concept:88506,domain:adj.all,belongs_to_domain
concept:88507,synset:02543934-a,mapped_to_synset
concept:88507,domain:adj.all,belongs_to_domain
concept:88508,synset:02544048-a,mapped_to_synset
concept:88508,domain:adj.all,belongs_to_domain
concept:88509,synset:02544427-a,mapped_to_synset
concept:88509,domain:adj.all,belongs_to_domain
concept:8851,synset:01781570-n,mapped_to_synset
concept:8851,domain:noun.animal,belongs_to_domain
concept:88510,synset:02544525-a,mapped_to_synset
concept:88510,domain:adj.all,belongs_to_domain
concept:88511,synset:02544892-a,mapped_to_synset
concept:88511,domain:adj.all,belongs_to_domain
concept:88512,synset:02545023-a,mapped_to_synset
concept:88512,domain:adj.all,belongs_to_domain
concept:88513,synset:02545168-a,mapped_to_synset
concept:88513,domain:adj.all,belongs_to_domain
concept:88514,synset:02545257-a,mapped_to_synset
concept:88514,domain:adj.all,belongs_to_domain
concept:88515,synset:02545385-a,mapped_to_synset
concept:88515,domain:adj.all,belongs_to_domain
concept:88516,synset:02545484-a,mapped_to_synset
concept:88516,domain:adj.all,belongs_to_domain
concept:88517,synset:02545592-a,mapped_to_synset
concept:88517,domain:adj.all,belongs_to_domain
concept:88518,synset:02545689-a,mapped_to_synset
concept:88518,domain:adj.all,belongs_to_domain
concept:88519,synset:02545874-a,mapped_to_synset
concept:88519,domain:adj.all,belongs_to_domain
concept:8852,synset:01781698-n,mapped_to_synset
concept:8852,domain:noun.animal,belongs_to_domain
concept:88520,synset:02545989-a,mapped_to_synset
concept:88520,domain:adj.all,belongs_to_domain
concept:88521,synset:02546116-a,mapped_to_synset
concept:88521,domain:adj.all,belongs_to_domain
concept:88522,synset:02546316-a,mapped_to_synset
concept:88522,domain:adj.all,belongs_to_domain
concept:88523,synset:02546526-a,mapped_to_synset
concept:88523,domain:adj.all,belongs_to_domain
concept:88524,synset:02546624-a,mapped_to_synset
concept:88524,domain:adj.all,belongs_to_domain
concept:88525,synset:02546713-a,mapped_to_synset
concept:88525,domain:adj.all,belongs_to_domain
concept:88526,synset:02546854-a,mapped_to_synset
concept:88526,domain:adj.all,belongs_to_domain
concept:88527,synset:02547131-a,mapped_to_synset
concept:88527,domain:adj.all,belongs_to_domain
concept:88528,synset:02547217-a,mapped_to_synset
concept:88528,domain:adj.all,belongs_to_domain
concept:88529,synset:02547317-a,mapped_to_synset
concept:88529,domain:adj.all,belongs_to_domain
concept:8853,synset:01781875-n,mapped_to_synset
concept:8853,domain:noun.animal,belongs_to_domain
concept:88530,synset:02547862-a,mapped_to_synset
concept:88530,domain:adj.all,belongs_to_domain
concept:88531,synset:02547953-a,mapped_to_synset
concept:88531,domain:adj.all,belongs_to_domain
concept:88532,synset:02548066-a,mapped_to_synset
concept:88532,domain:adj.all,belongs_to_domain
concept:88533,synset:02548619-a,mapped_to_synset
concept:88533,domain:adj.all,belongs_to_domain
concept:88534,synset:02548820-a,mapped_to_synset
concept:88534,domain:adj.all,belongs_to_domain
concept:88535,synset:02549032-a,mapped_to_synset
concept:88535,domain:adj.all,belongs_to_domain
concept:88537,synset:02549234-a,mapped_to_synset
concept:88537,domain:adj.all,belongs_to_domain
concept:88539,synset:02549393-a,mapped_to_synset
concept:88539,domain:adj.all,belongs_to_domain
concept:8854,synset:01782050-n,mapped_to_synset
concept:8854,domain:noun.animal,belongs_to_domain
concept:88540,synset:02549569-a,mapped_to_synset
concept:88540,domain:adj.all,belongs_to_domain
concept:88541,synset:02549691-a,mapped_to_synset
concept:88541,domain:adj.all,belongs_to_domain
concept:88543,synset:02549857-a,mapped_to_synset
concept:88543,domain:adj.all,belongs_to_domain
concept:88544,synset:02550023-a,mapped_to_synset
concept:88544,domain:adj.all,belongs_to_domain
concept:88545,synset:02550170-a,mapped_to_synset
concept:88545,domain:adj.all,belongs_to_domain
concept:88546,synset:02550333-a,mapped_to_synset
concept:88546,domain:adj.all,belongs_to_domain
concept:88547,synset:02550517-a,mapped_to_synset
concept:88547,domain:adj.all,belongs_to_domain
concept:88548,synset:02550704-a,mapped_to_synset
concept:88548,domain:adj.all,belongs_to_domain
concept:88549,synset:02550891-a,mapped_to_synset
concept:88549,domain:adj.all,belongs_to_domain
concept:8855,synset:01782209-n,mapped_to_synset
concept:8855,domain:noun.animal,belongs_to_domain
concept:88550,synset:02551069-a,mapped_to_synset
concept:88550,domain:adj.all,belongs_to_domain
concept:88551,synset:02551141-a,mapped_to_synset
concept:88551,domain:adj.all,belongs_to_domain
concept:88552,synset:02551259-a,mapped_to_synset
concept:88552,domain:adj.all,belongs_to_domain
concept:88553,synset:02551380-a,mapped_to_synset
concept:88553,domain:adj.all,belongs_to_domain
concept:88554,synset:02551946-a,mapped_to_synset
concept:88554,domain:adj.all,belongs_to_domain
concept:88555,synset:02552222-a,mapped_to_synset
concept:88555,domain:adj.all,belongs_to_domain
concept:88556,synset:02552315-a,mapped_to_synset
concept:88556,domain:adj.all,belongs_to_domain
concept:88557,synset:02552415-a,mapped_to_synset
concept:88557,domain:adj.all,belongs_to_domain
concept:88558,synset:02552646-a,mapped_to_synset
concept:88558,domain:adj.all,belongs_to_domain
concept:88559,synset:02552849-a,mapped_to_synset
concept:88559,domain:adj.all,belongs_to_domain
concept:8856,synset:01782378-n,mapped_to_synset
concept:8856,domain:noun.animal,belongs_to_domain
concept:88560,synset:02553017-a,mapped_to_synset
concept:88560,domain:adj.all,belongs_to_domain
concept:88561,synset:02553137-a,mapped_to_synset
concept:88561,domain:adj.all,belongs_to_domain
concept:88562,synset:02553234-a,mapped_to_synset
concept:88562,domain:adj.all,belongs_to_domain
concept:88563,synset:02553560-a,mapped_to_synset
concept:88563,domain:adj.all,belongs_to_domain
concept:88564,synset:02553725-a,mapped_to_synset
concept:88564,domain:adj.all,belongs_to_domain
concept:88565,synset:02553797-a,mapped_to_synset
concept:88565,domain:adj.all,belongs_to_domain
concept:88566,synset:02553902-a,mapped_to_synset
concept:88566,domain:adj.all,belongs_to_domain
concept:88567,synset:02554019-a,mapped_to_synset
concept:88567,domain:adj.all,belongs_to_domain
concept:88568,synset:02554140-a,mapped_to_synset
concept:88568,domain:adj.all,belongs_to_domain
concept:88569,synset:02554267-a,mapped_to_synset
concept:88569,domain:adj.all,belongs_to_domain
concept:8857,synset:01782516-n,mapped_to_synset
concept:8857,domain:noun.animal,belongs_to_domain
concept:88570,synset:02554420-a,mapped_to_synset
concept:88570,domain:adj.all,belongs_to_domain
concept:88571,synset:02554546-a,mapped_to_synset
concept:88571,domain:adj.all,belongs_to_domain
concept:88572,synset:02554663-a,mapped_to_synset
concept:88572,domain:adj.all,belongs_to_domain
concept:88573,synset:02554752-a,mapped_to_synset
concept:88573,domain:adj.all,belongs_to_domain
concept:88574,synset:02554940-a,mapped_to_synset
concept:88574,domain:adj.all,belongs_to_domain
concept:88575,synset:02555126-a,mapped_to_synset
concept:88575,domain:adj.all,belongs_to_domain
concept:88576,synset:02555267-a,mapped_to_synset
concept:88576,domain:adj.all,belongs_to_domain
concept:88577,synset:02555387-a,mapped_to_synset
concept:88577,domain:adj.all,belongs_to_domain
concept:88578,synset:02555550-a,mapped_to_synset
concept:88578,domain:adj.all,belongs_to_domain
concept:88579,synset:02555683-a,mapped_to_synset
concept:88579,domain:adj.all,belongs_to_domain
concept:8858,synset:01782675-n,mapped_to_synset
concept:8858,domain:noun.animal,belongs_to_domain
concept:88580,synset:02555777-a,mapped_to_synset
concept:88580,domain:adj.all,belongs_to_domain
concept:88581,synset:02555954-a,mapped_to_synset
concept:88581,domain:adj.all,belongs_to_domain
concept:88582,synset:02556229-a,mapped_to_synset
concept:88582,domain:adj.all,belongs_to_domain
concept:88583,synset:02556402-a,mapped_to_synset
concept:88583,domain:adj.all,belongs_to_domain
concept:88584,synset:02556568-a,mapped_to_synset
concept:88584,domain:adj.all,belongs_to_domain
concept:88585,synset:02556720-a,mapped_to_synset
concept:88585,domain:adj.all,belongs_to_domain
concept:88586,synset:02556901-a,mapped_to_synset
concept:88586,domain:adj.all,belongs_to_domain
concept:88588,synset:02557145-a,mapped_to_synset
concept:88588,domain:adj.all,belongs_to_domain
concept:88589,synset:02557357-a,mapped_to_synset
concept:88589,domain:adj.all,belongs_to_domain
concept:8859,synset:01783017-n,mapped_to_synset
concept:8859,domain:noun.animal,belongs_to_domain
concept:88590,synset:02557719-a,mapped_to_synset
concept:88590,domain:adj.all,belongs_to_domain
concept:88591,synset:02558032-a,mapped_to_synset
concept:88591,domain:adj.all,belongs_to_domain
concept:88592,synset:02558184-a,mapped_to_synset
concept:88592,domain:adj.all,belongs_to_domain
concept:88593,synset:02558528-a,mapped_to_synset
concept:88593,domain:adj.all,belongs_to_domain
concept:88594,synset:02558767-a,mapped_to_synset
concept:88594,domain:adj.all,belongs_to_domain
concept:88595,synset:02558996-a,mapped_to_synset
concept:88595,domain:adj.all,belongs_to_domain
concept:88596,synset:02559180-a,mapped_to_synset
concept:88596,domain:adj.all,belongs_to_domain
concept:88597,synset:02559534-a,mapped_to_synset
concept:88597,domain:adj.all,belongs_to_domain
concept:88598,synset:02559694-a,mapped_to_synset
concept:88598,domain:adj.all,belongs_to_domain
concept:88599,synset:02559862-a,mapped_to_synset
concept:88599,domain:adj.all,belongs_to_domain
concept:886,synset:00192910-n,mapped_to_synset
concept:886,domain:noun.act,belongs_to_domain
concept:8860,synset:01783205-n,mapped_to_synset
concept:8860,domain:noun.animal,belongs_to_domain
concept:88600,synset:02560035-a,mapped_to_synset
concept:88600,domain:adj.all,belongs_to_domain
concept:88601,synset:02560402-a,mapped_to_synset
concept:88601,domain:adj.all,belongs_to_domain
concept:88602,synset:02560548-a,mapped_to_synset
concept:88602,domain:adj.all,belongs_to_domain
concept:88603,synset:02561014-a,mapped_to_synset
concept:88603,domain:adj.all,belongs_to_domain
concept:88604,synset:02561123-a,mapped_to_synset
concept:88604,domain:adj.all,belongs_to_domain
concept:88605,synset:02561302-a,mapped_to_synset
concept:88605,domain:adj.all,belongs_to_domain
concept:88606,synset:02561391-a,mapped_to_synset
concept:88606,domain:adj.all,belongs_to_domain
concept:88607,synset:02561490-a,mapped_to_synset
concept:88607,domain:adj.all,belongs_to_domain
concept:88608,synset:02561560-a,mapped_to_synset
concept:88608,domain:adj.all,belongs_to_domain
concept:88609,synset:02561752-a,mapped_to_synset
concept:88609,domain:adj.all,belongs_to_domain
concept:8861,synset:01783384-n,mapped_to_synset
concept:8861,domain:noun.animal,belongs_to_domain
concept:88610,synset:02561888-a,mapped_to_synset
concept:88610,domain:adj.all,belongs_to_domain
concept:88611,synset:02562235-a,mapped_to_synset
concept:88611,domain:adj.all,belongs_to_domain
concept:88612,synset:02562368-a,mapped_to_synset
concept:88612,domain:adj.all,belongs_to_domain
concept:88613,synset:02562484-a,mapped_to_synset
concept:88613,domain:adj.all,belongs_to_domain
concept:88614,synset:02562566-a,mapped_to_synset
concept:88614,domain:adj.all,belongs_to_domain
concept:88615,synset:02562705-a,mapped_to_synset
concept:88615,domain:adj.all,belongs_to_domain
concept:88616,synset:02562805-a,mapped_to_synset
concept:88616,domain:adj.all,belongs_to_domain
concept:88617,synset:02562909-a,mapped_to_synset
concept:88617,domain:adj.all,belongs_to_domain
concept:88618,synset:02563068-a,mapped_to_synset
concept:88618,domain:adj.all,belongs_to_domain
concept:88619,synset:02563194-a,mapped_to_synset
concept:88619,domain:adj.all,belongs_to_domain
concept:8862,synset:01783571-n,mapped_to_synset
concept:8862,domain:noun.animal,belongs_to_domain
concept:88620,synset:02563310-a,mapped_to_synset
concept:88620,domain:adj.all,belongs_to_domain
concept:88621,synset:02563466-a,mapped_to_synset
concept:88621,domain:adj.all,belongs_to_domain
concept:88622,synset:02563616-a,mapped_to_synset
concept:88622,domain:adj.all,belongs_to_domain
concept:88623,synset:02563727-a,mapped_to_synset
concept:88623,domain:adj.all,belongs_to_domain
concept:88624,synset:02564023-a,mapped_to_synset
concept:88624,domain:adj.all,belongs_to_domain
concept:88625,synset:02564330-a,mapped_to_synset
concept:88625,domain:adj.all,belongs_to_domain
concept:88626,synset:02564546-a,mapped_to_synset
concept:88626,domain:adj.all,belongs_to_domain
concept:88627,synset:02564683-a,mapped_to_synset
concept:88627,domain:adj.all,belongs_to_domain
concept:88628,synset:02564810-a,mapped_to_synset
concept:88628,domain:adj.all,belongs_to_domain
concept:88629,synset:02564915-a,mapped_to_synset
concept:88629,domain:adj.all,belongs_to_domain
concept:8863,synset:01783706-n,mapped_to_synset
concept:8863,domain:noun.animal,belongs_to_domain
concept:88630,synset:02564986-a,mapped_to_synset
concept:88630,domain:adj.all,belongs_to_domain
concept:88631,synset:02565327-a,mapped_to_synset
concept:88631,domain:adj.all,belongs_to_domain
concept:88632,synset:02565425-a,mapped_to_synset
concept:88632,domain:adj.all,belongs_to_domain
concept:88633,synset:02565583-a,mapped_to_synset
concept:88633,domain:adj.all,belongs_to_domain
concept:88634,synset:02565701-a,mapped_to_synset
concept:88634,domain:adj.all,belongs_to_domain
concept:88635,synset:02565801-a,mapped_to_synset
concept:88635,domain:adj.all,belongs_to_domain
concept:88636,synset:02565939-a,mapped_to_synset
concept:88636,domain:adj.all,belongs_to_domain
concept:88637,synset:02566015-a,mapped_to_synset
concept:88637,domain:adj.all,belongs_to_domain
concept:88638,synset:02566299-a,mapped_to_synset
concept:88638,domain:adj.all,belongs_to_domain
concept:88639,synset:02566453-a,mapped_to_synset
concept:88639,domain:adj.all,belongs_to_domain
concept:8864,synset:01783936-n,mapped_to_synset
concept:8864,domain:noun.animal,belongs_to_domain
concept:88640,synset:02566644-a,mapped_to_synset
concept:88640,domain:adj.all,belongs_to_domain
concept:88641,synset:02566799-a,mapped_to_synset
concept:88641,domain:adj.all,belongs_to_domain
concept:88642,synset:02567117-a,mapped_to_synset
concept:88642,domain:adj.all,belongs_to_domain
concept:88643,synset:02567281-a,mapped_to_synset
concept:88643,domain:adj.all,belongs_to_domain
concept:88644,synset:02567473-a,mapped_to_synset
concept:88644,domain:adj.all,belongs_to_domain
concept:88645,synset:02567593-a,mapped_to_synset
concept:88645,domain:adj.all,belongs_to_domain
concept:88647,synset:02567738-a,mapped_to_synset
concept:88647,domain:adj.all,belongs_to_domain
concept:88648,synset:02567815-a,mapped_to_synset
concept:88648,domain:adj.all,belongs_to_domain
concept:88649,synset:02567918-a,mapped_to_synset
concept:88649,domain:adj.all,belongs_to_domain
concept:8865,synset:01784293-n,mapped_to_synset
concept:8865,domain:noun.animal,belongs_to_domain
concept:88650,synset:02567999-a,mapped_to_synset
concept:88650,domain:adj.all,belongs_to_domain
concept:88651,synset:02568076-a,mapped_to_synset
concept:88651,domain:adj.all,belongs_to_domain
concept:88652,synset:02568192-a,mapped_to_synset
concept:88652,domain:adj.all,belongs_to_domain
concept:88653,synset:02568285-a,mapped_to_synset
concept:88653,domain:adj.all,belongs_to_domain
concept:88654,synset:02568389-a,mapped_to_synset
concept:88654,domain:adj.all,belongs_to_domain
concept:88655,synset:02568480-a,mapped_to_synset
concept:88655,domain:adj.all,belongs_to_domain
concept:88656,synset:02568556-a,mapped_to_synset
concept:88656,domain:adj.all,belongs_to_domain
concept:88657,synset:02568738-a,mapped_to_synset
concept:88657,domain:adj.all,belongs_to_domain
concept:88658,synset:02568884-a,mapped_to_synset
concept:88658,domain:adj.all,belongs_to_domain
concept:88659,synset:02569030-a,mapped_to_synset
concept:88659,domain:adj.all,belongs_to_domain
concept:8866,synset:01784427-n,mapped_to_synset
concept:8866,domain:noun.animal,belongs_to_domain
concept:88660,synset:02569130-a,mapped_to_synset
concept:88660,domain:adj.all,belongs_to_domain
concept:88661,synset:02569454-a,mapped_to_synset
concept:88661,domain:adj.all,belongs_to_domain
concept:88662,synset:02569558-a,mapped_to_synset
concept:88662,domain:adj.all,belongs_to_domain
concept:88663,synset:02569945-a,mapped_to_synset
concept:88663,domain:adj.all,belongs_to_domain
concept:88664,synset:02570046-a,mapped_to_synset
concept:88664,domain:adj.all,belongs_to_domain
concept:88665,synset:02570183-a,mapped_to_synset
concept:88665,domain:adj.all,belongs_to_domain
concept:88666,synset:02570282-a,mapped_to_synset
concept:88666,domain:adj.all,belongs_to_domain
concept:88667,synset:02570643-a,mapped_to_synset
concept:88667,domain:adj.all,belongs_to_domain
concept:88668,synset:02571277-a,mapped_to_synset
concept:88668,domain:adj.all,belongs_to_domain
concept:88669,synset:02571536-a,mapped_to_synset
concept:88669,domain:adj.all,belongs_to_domain
concept:88670,synset:02571903-a,mapped_to_synset
concept:88670,domain:adj.all,belongs_to_domain
concept:88671,synset:02572038-a,mapped_to_synset
concept:88671,domain:adj.all,belongs_to_domain
concept:88672,synset:02572267-a,mapped_to_synset
concept:88672,domain:adj.all,belongs_to_domain
concept:88673,synset:02572420-a,mapped_to_synset
concept:88673,domain:adj.all,belongs_to_domain
concept:88674,synset:02572657-a,mapped_to_synset
concept:88674,domain:adj.all,belongs_to_domain
concept:88675,synset:02572823-a,mapped_to_synset
concept:88675,domain:adj.all,belongs_to_domain
concept:88676,synset:02573192-a,mapped_to_synset
concept:88676,domain:adj.all,belongs_to_domain
concept:88677,synset:02573443-a,mapped_to_synset
