id,type,concept_id,wn30_id,domain,language,text,char,ipa,audio_path,char_type,case
synset:01543123-v,Synset,,01543123-v,,,,,,,,
concept:100247,Concept,100247,,,,,,,,,
synset:01543426-v,Synset,,01543426-v,,,,,,,,
concept:100248,Concept,100248,,,,,,,,,
synset:01543626-v,Synset,,01543626-v,,,,,,,,
concept:100249,Concept,100249,,,,,,,,,
synset:01543731-v,Synset,,01543731-v,,,,,,,,
concept:10025,Concept,10025,,,,,,,,,
synset:01992516-n,Synset,,01992516-n,,,,,,,,
concept:100250,Concept,100250,,,,,,,,,
synset:01543998-v,Synset,,01543998-v,,,,,,,,
concept:100251,Concept,100251,,,,,,,,,
synset:01544445-v,Synset,,01544445-v,,,,,,,,
concept:100252,Concept,100252,,,,,,,,,
synset:01544558-v,Synset,,01544558-v,,,,,,,,
concept:100253,Concept,100253,,,,,,,,,
synset:01544692-v,Synset,,01544692-v,,,,,,,,
concept:100254,Concept,100254,,,,,,,,,
synset:01545079-v,Synset,,01545079-v,,,,,,,,
concept:100255,Concept,100255,,,,,,,,,
synset:01545208-v,Synset,,01545208-v,,,,,,,,
concept:100256,Concept,100256,,,,,,,,,
synset:01545314-v,Synset,,01545314-v,,,,,,,,
concept:100257,Concept,100257,,,,,,,,,
synset:01545649-v,Synset,,01545649-v,,,,,,,,
concept:100258,Concept,100258,,,,,,,,,
synset:01545883-v,Synset,,01545883-v,,,,,,,,
concept:100259,Concept,100259,,,,,,,,,
synset:01546111-v,Synset,,01546111-v,,,,,,,,
concept:10026,Concept,10026,,,,,,,,,
synset:01992773-n,Synset,,01992773-n,,,,,,,,
concept:100260,Concept,100260,,,,,,,,,
synset:01546513-v,Synset,,01546513-v,,,,,,,,
concept:100261,Concept,100261,,,,,,,,,
synset:01546633-v,Synset,,01546633-v,,,,,,,,
concept:100262,Concept,100262,,,,,,,,,
synset:01546768-v,Synset,,01546768-v,,,,,,,,
concept:100263,Concept,100263,,,,,,,,,
synset:01547001-v,Synset,,01547001-v,,,,,,,,
concept:100264,Concept,100264,,,,,,,,,
synset:01547390-v,Synset,,01547390-v,,,,,,,,
concept:100265,Concept,100265,,,,,,,,,
synset:01547641-v,Synset,,01547641-v,,,,,,,,
concept:100266,Concept,100266,,,,,,,,,
synset:01547797-v,Synset,,01547797-v,,,,,,,,
concept:100267,Concept,100267,,,,,,,,,
synset:01547925-v,Synset,,01547925-v,,,,,,,,
concept:100268,Concept,100268,,,,,,,,,
synset:01548072-v,Synset,,01548072-v,,,,,,,,
concept:100269,Concept,100269,,,,,,,,,
synset:01548181-v,Synset,,01548181-v,,,,,,,,
concept:10027,Concept,10027,,,,,,,,,
synset:01992935-n,Synset,,01992935-n,,,,,,,,
concept:100270,Concept,100270,,,,,,,,,
synset:01548290-v,Synset,,01548290-v,,,,,,,,
concept:100271,Concept,100271,,,,,,,,,
synset:01548447-v,Synset,,01548447-v,,,,,,,,
concept:100272,Concept,100272,,,,,,,,,
synset:01548576-v,Synset,,01548576-v,,,,,,,,
concept:100273,Concept,100273,,,,,,,,,
synset:01548718-v,Synset,,01548718-v,,,,,,,,
concept:100274,Concept,100274,,,,,,,,,
synset:01549057-v,Synset,,01549057-v,,,,,,,,
concept:100275,Concept,100275,,,,,,,,,
synset:01549187-v,Synset,,01549187-v,,,,,,,,
concept:100276,Concept,100276,,,,,,,,,
synset:01549420-v,Synset,,01549420-v,,,,,,,,
concept:100277,Concept,100277,,,,,,,,,
synset:01549719-v,Synset,,01549719-v,,,,,,,,
concept:100278,Concept,100278,,,,,,,,,
synset:01549905-v,Synset,,01549905-v,,,,,,,,
concept:100279,Concept,100279,,,,,,,,,
synset:01550220-v,Synset,,01550220-v,,,,,,,,
concept:10028,Concept,10028,,,,,,,,,
synset:01993065-n,Synset,,01993065-n,,,,,,,,
concept:100280,Concept,100280,,,,,,,,,
synset:01550403-v,Synset,,01550403-v,,,,,,,,
concept:100281,Concept,100281,,,,,,,,,
synset:01550594-v,Synset,,01550594-v,,,,,,,,
concept:100282,Concept,100282,,,,,,,,,
synset:01550817-v,Synset,,01550817-v,,,,,,,,
concept:100283,Concept,100283,,,,,,,,,
synset:01550949-v,Synset,,01550949-v,,,,,,,,
concept:100284,Concept,100284,,,,,,,,,
synset:01551092-v,Synset,,01551092-v,,,,,,,,
concept:100285,Concept,100285,,,,,,,,,
synset:01551195-v,Synset,,01551195-v,,,,,,,,
concept:100286,Concept,100286,,,,,,,,,
synset:01551530-v,Synset,,01551530-v,,,,,,,,
concept:100287,Concept,100287,,,,,,,,,
synset:01551679-v,Synset,,01551679-v,,,,,,,,
concept:100288,Concept,100288,,,,,,,,,
synset:01551871-v,Synset,,01551871-v,,,,,,,,
concept:100289,Concept,100289,,,,,,,,,
synset:01552219-v,Synset,,01552219-v,,,,,,,,
concept:10029,Concept,10029,,,,,,,,,
synset:01993214-n,Synset,,01993214-n,,,,,,,,
concept:100290,Concept,100290,,,,,,,,,
synset:01552390-v,Synset,,01552390-v,,,,,,,,
concept:100291,Concept,100291,,,,,,,,,
synset:01552519-v,Synset,,01552519-v,,,,,,,,
concept:100292,Concept,100292,,,,,,,,,
synset:01553761-v,Synset,,01553761-v,,,,,,,,
concept:100293,Concept,100293,,,,,,,,,
synset:01553869-v,Synset,,01553869-v,,,,,,,,
concept:100294,Concept,100294,,,,,,,,,
synset:01553987-v,Synset,,01553987-v,,,,,,,,
concept:100295,Concept,100295,,,,,,,,,
synset:01554165-v,Synset,,01554165-v,,,,,,,,
concept:100296,Concept,100296,,,,,,,,,
synset:01554318-v,Synset,,01554318-v,,,,,,,,
concept:100297,Concept,100297,,,,,,,,,
synset:01554519-v,Synset,,01554519-v,,,,,,,,
concept:100298,Concept,100298,,,,,,,,,
synset:01554622-v,Synset,,01554622-v,,,,,,,,
concept:100299,Concept,100299,,,,,,,,,
synset:01554799-v,Synset,,01554799-v,,,,,,,,
concept:1003,Concept,1003,,,,,,,,,
synset:00216723-n,Synset,,00216723-n,,,,,,,,
concept:10030,Concept,10030,,,,,,,,,
synset:01993400-n,Synset,,01993400-n,,,,,,,,
concept:100300,Concept,100300,,,,,,,,,
synset:01555034-v,Synset,,01555034-v,,,,,,,,
concept:100301,Concept,100301,,,,,,,,,
synset:01555193-v,Synset,,01555193-v,,,,,,,,
concept:100302,Concept,100302,,,,,,,,,
synset:01555326-v,Synset,,01555326-v,,,,,,,,
concept:100303,Concept,100303,,,,,,,,,
synset:01555437-v,Synset,,01555437-v,,,,,,,,
concept:100304,Concept,100304,,,,,,,,,
synset:01555648-v,Synset,,01555648-v,,,,,,,,
concept:100305,Concept,100305,,,,,,,,,
synset:01555742-v,Synset,,01555742-v,,,,,,,,
concept:100306,Concept,100306,,,,,,,,,
synset:01556037-v,Synset,,01556037-v,,,,,,,,
concept:100307,Concept,100307,,,,,,,,,
synset:01556178-v,Synset,,01556178-v,,,,,,,,
concept:100308,Concept,100308,,,,,,,,,
synset:01556346-v,Synset,,01556346-v,,,,,,,,
concept:100309,Concept,100309,,,,,,,,,
synset:01556572-v,Synset,,01556572-v,,,,,,,,
concept:10031,Concept,10031,,,,,,,,,
synset:01993525-n,Synset,,01993525-n,,,,,,,,
concept:100310,Concept,100310,,,,,,,,,
synset:01556921-v,Synset,,01556921-v,,,,,,,,
concept:100311,Concept,100311,,,,,,,,,
synset:01557426-v,Synset,,01557426-v,,,,,,,,
concept:100312,Concept,100312,,,,,,,,,
synset:01557517-v,Synset,,01557517-v,,,,,,,,
concept:100313,Concept,100313,,,,,,,,,
synset:01557646-v,Synset,,01557646-v,,,,,,,,
concept:100314,Concept,100314,,,,,,,,,
synset:01557774-v,Synset,,01557774-v,,,,,,,,
concept:100315,Concept,100315,,,,,,,,,
synset:01558218-v,Synset,,01558218-v,,,,,,,,
concept:100316,Concept,100316,,,,,,,,,
synset:01558440-v,Synset,,01558440-v,,,,,,,,
concept:100317,Concept,100317,,,,,,,,,
synset:01558582-v,Synset,,01558582-v,,,,,,,,
concept:100318,Concept,100318,,,,,,,,,
synset:01558681-v,Synset,,01558681-v,,,,,,,,
concept:100319,Concept,100319,,,,,,,,,
synset:01558883-v,Synset,,01558883-v,,,,,,,,
concept:10032,Concept,10032,,,,,,,,,
synset:01993714-n,Synset,,01993714-n,,,,,,,,
concept:100320,Concept,100320,,,,,,,,,
synset:01559055-v,Synset,,01559055-v,,,,,,,,
concept:100321,Concept,100321,,,,,,,,,
synset:01559230-v,Synset,,01559230-v,,,,,,,,
concept:100322,Concept,100322,,,,,,,,,
synset:01492907-a,Synset,,01492907-a,,,,,,,,
concept:100323,Concept,100323,,,,,,,,,
synset:01559473-v,Synset,,01559473-v,,,,,,,,
concept:100324,Concept,100324,,,,,,,,,
synset:01559590-v,Synset,,01559590-v,,,,,,,,
concept:100325,Concept,100325,,,,,,,,,
synset:01559767-v,Synset,,01559767-v,,,,,,,,
concept:100326,Concept,100326,,,,,,,,,
synset:01559868-v,Synset,,01559868-v,,,,,,,,
concept:100327,Concept,100327,,,,,,,,,
synset:01560034-v,Synset,,01560034-v,,,,,,,,
concept:100328,Concept,100328,,,,,,,,,
synset:01560184-v,Synset,,01560184-v,,,,,,,,
concept:100329,Concept,100329,,,,,,,,,
synset:01560369-v,Synset,,01560369-v,,,,,,,,
concept:10033,Concept,10033,,,,,,,,,
synset:01993830-n,Synset,,01993830-n,,,,,,,,
concept:100330,Concept,100330,,,,,,,,,
synset:01560583-v,Synset,,01560583-v,,,,,,,,
concept:100331,Concept,100331,,,,,,,,,
synset:01560731-v,Synset,,01560731-v,,,,,,,,
concept:100332,Concept,100332,,,,,,,,,
synset:01560984-v,Synset,,01560984-v,,,,,,,,
concept:100333,Concept,100333,,,,,,,,,
synset:01561143-v,Synset,,01561143-v,,,,,,,,
concept:100334,Concept,100334,,,,,,,,,
synset:01561408-v,Synset,,01561408-v,,,,,,,,
concept:100335,Concept,100335,,,,,,,,,
synset:01561583-v,Synset,,01561583-v,,,,,,,,
concept:100336,Concept,100336,,,,,,,,,
synset:01561713-v,Synset,,01561713-v,,,,,,,,
concept:100337,Concept,100337,,,,,,,,,
synset:01561819-v,Synset,,01561819-v,,,,,,,,
concept:100338,Concept,100338,,,,,,,,,
synset:01562061-v,Synset,,01562061-v,,,,,,,,
concept:100339,Concept,100339,,,,,,,,,
synset:01562209-v,Synset,,01562209-v,,,,,,,,
concept:10034,Concept,10034,,,,,,,,,
synset:01993949-n,Synset,,01993949-n,,,,,,,,
concept:100340,Concept,100340,,,,,,,,,
synset:01562627-v,Synset,,01562627-v,,,,,,,,
concept:100341,Concept,100341,,,,,,,,,
synset:01562733-v,Synset,,01562733-v,,,,,,,,
concept:100342,Concept,100342,,,,,,,,,
synset:01562891-v,Synset,,01562891-v,,,,,,,,
concept:100343,Concept,100343,,,,,,,,,
synset:01563005-v,Synset,,01563005-v,,,,,,,,
concept:100344,Concept,100344,,,,,,,,,
synset:01563336-v,Synset,,01563336-v,,,,,,,,
concept:100345,Concept,100345,,,,,,,,,
synset:01563575-v,Synset,,01563575-v,,,,,,,,
concept:100346,Concept,100346,,,,,,,,,
synset:01563724-v,Synset,,01563724-v,,,,,,,,
concept:100347,Concept,100347,,,,,,,,,
synset:01563996-v,Synset,,01563996-v,,,,,,,,
concept:100348,Concept,100348,,,,,,,,,
synset:01564144-v,Synset,,01564144-v,,,,,,,,
concept:100349,Concept,100349,,,,,,,,,
synset:01564836-v,Synset,,01564836-v,,,,,,,,
concept:10035,Concept,10035,,,,,,,,,
synset:01994176-n,Synset,,01994176-n,,,,,,,,
concept:100350,Concept,100350,,,,,,,,,
synset:01565028-v,Synset,,01565028-v,,,,,,,,
concept:100351,Concept,100351,,,,,,,,,
synset:01565211-v,Synset,,01565211-v,,,,,,,,
concept:100352,Concept,100352,,,,,,,,,
synset:01565360-v,Synset,,01565360-v,,,,,,,,
concept:100353,Concept,100353,,,,,,,,,
synset:01565472-v,Synset,,01565472-v,,,,,,,,
concept:100354,Concept,100354,,,,,,,,,
synset:01565795-v,Synset,,01565795-v,,,,,,,,
concept:100355,Concept,100355,,,,,,,,,
synset:01565921-v,Synset,,01565921-v,,,,,,,,
concept:100356,Concept,100356,,,,,,,,,
synset:01566038-v,Synset,,01566038-v,,,,,,,,
concept:100357,Concept,100357,,,,,,,,,
synset:01566185-v,Synset,,01566185-v,,,,,,,,
concept:100358,Concept,100358,,,,,,,,,
synset:01566490-v,Synset,,01566490-v,,,,,,,,
concept:100359,Concept,100359,,,,,,,,,
synset:01566705-v,Synset,,01566705-v,,,,,,,,
concept:10036,Concept,10036,,,,,,,,,
synset:01994492-n,Synset,,01994492-n,,,,,,,,
concept:100360,Concept,100360,,,,,,,,,
synset:01566916-v,Synset,,01566916-v,,,,,,,,
concept:100361,Concept,100361,,,,,,,,,
synset:01567183-v,Synset,,01567183-v,,,,,,,,
concept:100362,Concept,100362,,,,,,,,,
synset:01567275-v,Synset,,01567275-v,,,,,,,,
concept:100363,Concept,100363,,,,,,,,,
synset:01567653-v,Synset,,01567653-v,,,,,,,,
concept:100364,Concept,100364,,,,,,,,,
synset:01567754-v,Synset,,01567754-v,,,,,,,,
concept:100365,Concept,100365,,,,,,,,,
synset:01567888-v,Synset,,01567888-v,,,,,,,,
concept:100366,Concept,100366,,,,,,,,,
synset:01568145-v,Synset,,01568145-v,,,,,,,,
concept:100367,Concept,100367,,,,,,,,,
synset:01568346-v,Synset,,01568346-v,,,,,,,,
concept:100368,Concept,100368,,,,,,,,,
synset:01568489-v,Synset,,01568489-v,,,,,,,,
concept:100369,Concept,100369,,,,,,,,,
synset:01568630-v,Synset,,01568630-v,,,,,,,,
concept:10037,Concept,10037,,,,,,,,,
synset:01994801-n,Synset,,01994801-n,,,,,,,,
concept:100370,Concept,100370,,,,,,,,,
synset:01568886-v,Synset,,01568886-v,,,,,,,,
concept:100371,Concept,100371,,,,,,,,,
synset:01569017-v,Synset,,01569017-v,,,,,,,,
concept:100372,Concept,100372,,,,,,,,,
synset:01569181-v,Synset,,01569181-v,,,,,,,,
concept:100373,Concept,100373,,,,,,,,,
synset:01569566-v,Synset,,01569566-v,,,,,,,,
concept:100374,Concept,100374,,,,,,,,,
synset:01569896-v,Synset,,01569896-v,,,,,,,,
concept:100375,Concept,100375,,,,,,,,,
synset:01570108-v,Synset,,01570108-v,,,,,,,,
concept:100376,Concept,100376,,,,,,,,,
synset:01575117-n,Synset,,01575117-n,,,,,,,,
concept:100377,Concept,100377,,,,,,,,,
synset:01570403-v,Synset,,01570403-v,,,,,,,,
concept:100378,Concept,100378,,,,,,,,,
synset:01570562-v,Synset,,01570562-v,,,,,,,,
concept:100379,Concept,100379,,,,,,,,,
synset:01570744-v,Synset,,01570744-v,,,,,,,,
concept:10038,Concept,10038,,,,,,,,,
synset:01994910-n,Synset,,01994910-n,,,,,,,,
concept:100380,Concept,100380,,,,,,,,,
synset:01570935-v,Synset,,01570935-v,,,,,,,,
concept:100381,Concept,100381,,,,,,,,,
synset:01571354-v,Synset,,01571354-v,,,,,,,,
concept:100382,Concept,100382,,,,,,,,,
synset:01571538-v,Synset,,01571538-v,,,,,,,,
concept:100383,Concept,100383,,,,,,,,,
synset:01571744-v,Synset,,01571744-v,,,,,,,,
concept:100384,Concept,100384,,,,,,,,,
synset:01572003-v,Synset,,01572003-v,,,,,,,,
concept:100385,Concept,100385,,,,,,,,,
synset:01572224-v,Synset,,01572224-v,,,,,,,,
concept:100386,Concept,100386,,,,,,,,,
synset:01572386-v,Synset,,01572386-v,,,,,,,,
concept:100387,Concept,100387,,,,,,,,,
synset:01572510-v,Synset,,01572510-v,,,,,,,,
concept:100388,Concept,100388,,,,,,,,,
synset:01572728-v,Synset,,01572728-v,,,,,,,,
concept:100389,Concept,100389,,,,,,,,,
synset:01572978-v,Synset,,01572978-v,,,,,,,,
concept:10039,Concept,10039,,,,,,,,,
synset:01995137-n,Synset,,01995137-n,,,,,,,,
concept:100390,Concept,100390,,,,,,,,,
synset:01573143-v,Synset,,01573143-v,,,,,,,,
concept:100391,Concept,100391,,,,,,,,,
synset:01573276-v,Synset,,01573276-v,,,,,,,,
concept:100392,Concept,100392,,,,,,,,,
synset:01573515-v,Synset,,01573515-v,,,,,,,,
concept:100393,Concept,100393,,,,,,,,,
synset:01573891-v,Synset,,01573891-v,,,,,,,,
concept:100394,Concept,100394,,,,,,,,,
synset:01574077-v,Synset,,01574077-v,,,,,,,,
concept:100395,Concept,100395,,,,,,,,,
synset:01574292-v,Synset,,01574292-v,,,,,,,,
concept:100396,Concept,100396,,,,,,,,,
synset:01574571-v,Synset,,01574571-v,,,,,,,,
concept:100397,Concept,100397,,,,,,,,,
synset:01574766-v,Synset,,01574766-v,,,,,,,,
concept:100398,Concept,100398,,,,,,,,,
synset:01574923-v,Synset,,01574923-v,,,,,,,,
concept:100399,Concept,100399,,,,,,,,,
synset:01575146-v,Synset,,01575146-v,,,,,,,,
concept:1004,Concept,1004,,,,,,,,,
synset:00217014-n,Synset,,00217014-n,,,,,,,,
concept:10040,Concept,10040,,,,,,,,,
synset:01995323-n,Synset,,01995323-n,,,,,,,,
concept:100400,Concept,100400,,,,,,,,,
synset:01575388-v,Synset,,01575388-v,,,,,,,,
concept:100401,Concept,100401,,,,,,,,,
synset:01575536-v,Synset,,01575536-v,,,,,,,,
concept:100402,Concept,100402,,,,,,,,,
synset:01575675-v,Synset,,01575675-v,,,,,,,,
concept:100403,Concept,100403,,,,,,,,,
synset:01576001-v,Synset,,01576001-v,,,,,,,,
concept:100404,Concept,100404,,,,,,,,,
synset:01576165-v,Synset,,01576165-v,,,,,,,,
concept:100405,Concept,100405,,,,,,,,,
synset:01576478-v,Synset,,01576478-v,,,,,,,,
concept:100406,Concept,100406,,,,,,,,,
synset:01576779-v,Synset,,01576779-v,,,,,,,,
concept:100407,Concept,100407,,,,,,,,,
synset:01576917-v,Synset,,01576917-v,,,,,,,,
concept:100408,Concept,100408,,,,,,,,,
synset:01577093-v,Synset,,01577093-v,,,,,,,,
concept:100409,Concept,100409,,,,,,,,,
synset:01577513-v,Synset,,01577513-v,,,,,,,,
concept:10041,Concept,10041,,,,,,,,,
synset:01995514-n,Synset,,01995514-n,,,,,,,,
concept:100410,Concept,100410,,,,,,,,,
synset:01577635-v,Synset,,01577635-v,,,,,,,,
concept:100411,Concept,100411,,,,,,,,,
synset:01577966-v,Synset,,01577966-v,,,,,,,,
concept:100412,Concept,100412,,,,,,,,,
synset:01578254-v,Synset,,01578254-v,,,,,,,,
concept:100413,Concept,100413,,,,,,,,,
synset:01578513-v,Synset,,01578513-v,,,,,,,,
concept:100414,Concept,100414,,,,,,,,,
synset:01578714-v,Synset,,01578714-v,,,,,,,,
concept:100415,Concept,100415,,,,,,,,,
synset:01511031-a,Synset,,01511031-a,,,,,,,,
concept:100416,Concept,100416,,,,,,,,,
synset:01578993-v,Synset,,01578993-v,,,,,,,,
concept:100417,Concept,100417,,,,,,,,,
synset:01579153-v,Synset,,01579153-v,,,,,,,,
concept:100418,Concept,100418,,,,,,,,,
synset:01579340-v,Synset,,01579340-v,,,,,,,,
concept:100419,Concept,100419,,,,,,,,,
synset:01579488-v,Synset,,01579488-v,,,,,,,,
concept:10042,Concept,10042,,,,,,,,,
synset:01995686-n,Synset,,01995686-n,,,,,,,,
concept:100420,Concept,100420,,,,,,,,,
synset:01579622-v,Synset,,01579622-v,,,,,,,,
concept:100421,Concept,100421,,,,,,,,,
synset:01579813-v,Synset,,01579813-v,,,,,,,,
concept:100422,Concept,100422,,,,,,,,,
synset:01580142-v,Synset,,01580142-v,,,,,,,,
concept:100423,Concept,100423,,,,,,,,,
synset:01580250-v,Synset,,01580250-v,,,,,,,,
concept:100424,Concept,100424,,,,,,,,,
synset:01580348-v,Synset,,01580348-v,,,,,,,,
concept:100425,Concept,100425,,,,,,,,,
synset:01580467-v,Synset,,01580467-v,,,,,,,,
concept:100426,Concept,100426,,,,,,,,,
synset:01580928-v,Synset,,01580928-v,,,,,,,,
concept:100427,Concept,100427,,,,,,,,,
synset:01581070-v,Synset,,01581070-v,,,,,,,,
concept:100429,Concept,100429,,,,,,,,,
synset:01581217-v,Synset,,01581217-v,,,,,,,,
concept:10043,Concept,10043,,,,,,,,,
synset:01995803-n,Synset,,01995803-n,,,,,,,,
concept:100430,Concept,100430,,,,,,,,,
synset:01581362-v,Synset,,01581362-v,,,,,,,,
concept:100431,Concept,100431,,,,,,,,,
synset:01581485-v,Synset,,01581485-v,,,,,,,,
concept:100432,Concept,100432,,,,,,,,,
synset:01581635-v,Synset,,01581635-v,,,,,,,,
concept:100433,Concept,100433,,,,,,,,,
synset:01581789-v,Synset,,01581789-v,,,,,,,,
concept:100434,Concept,100434,,,,,,,,,
synset:01581933-v,Synset,,01581933-v,,,,,,,,
concept:100435,Concept,100435,,,,,,,,,
synset:01582070-v,Synset,,01582070-v,,,,,,,,
concept:100436,Concept,100436,,,,,,,,,
synset:01582200-v,Synset,,01582200-v,,,,,,,,
concept:100437,Concept,100437,,,,,,,,,
synset:01582409-v,Synset,,01582409-v,,,,,,,,
concept:100438,Concept,100438,,,,,,,,,
synset:01582645-v,Synset,,01582645-v,,,,,,,,
concept:100439,Concept,100439,,,,,,,,,
synset:01583142-v,Synset,,01583142-v,,,,,,,,
concept:10044,Concept,10044,,,,,,,,,
synset:01995975-n,Synset,,01995975-n,,,,,,,,
concept:100440,Concept,100440,,,,,,,,,
synset:01583344-v,Synset,,01583344-v,,,,,,,,
concept:100441,Concept,100441,,,,,,,,,
synset:01583494-v,Synset,,01583494-v,,,,,,,,
concept:100442,Concept,100442,,,,,,,,,
synset:01583656-v,Synset,,01583656-v,,,,,,,,
concept:100443,Concept,100443,,,,,,,,,
synset:01583881-v,Synset,,01583881-v,,,,,,,,
concept:100444,Concept,100444,,,,,,,,,
synset:01583993-v,Synset,,01583993-v,,,,,,,,
concept:100445,Concept,100445,,,,,,,,,
synset:01584199-v,Synset,,01584199-v,,,,,,,,
concept:100446,Concept,100446,,,,,,,,,
synset:01584321-v,Synset,,01584321-v,,,,,,,,
concept:100447,Concept,100447,,,,,,,,,
synset:01584450-v,Synset,,01584450-v,,,,,,,,
concept:100448,Concept,100448,,,,,,,,,
synset:01584701-v,Synset,,01584701-v,,,,,,,,
concept:100449,Concept,100449,,,,,,,,,
synset:01584875-v,Synset,,01584875-v,,,,,,,,
concept:10045,Concept,10045,,,,,,,,,
synset:01996091-n,Synset,,01996091-n,,,,,,,,
concept:100450,Concept,100450,,,,,,,,,
synset:01585021-v,Synset,,01585021-v,,,,,,,,
concept:100451,Concept,100451,,,,,,,,,
synset:01585142-v,Synset,,01585142-v,,,,,,,,
concept:100452,Concept,100452,,,,,,,,,
synset:01585276-v,Synset,,01585276-v,,,,,,,,
concept:100453,Concept,100453,,,,,,,,,
synset:01585390-v,Synset,,01585390-v,,,,,,,,
concept:100454,Concept,100454,,,,,,,,,
synset:01585523-v,Synset,,01585523-v,,,,,,,,
concept:100455,Concept,100455,,,,,,,,,
synset:01585759-v,Synset,,01585759-v,,,,,,,,
concept:100456,Concept,100456,,,,,,,,,
synset:01586018-v,Synset,,01586018-v,,,,,,,,
concept:100457,Concept,100457,,,,,,,,,
synset:01586278-v,Synset,,01586278-v,,,,,,,,
concept:100458,Concept,100458,,,,,,,,,
synset:01586600-v,Synset,,01586600-v,,,,,,,,
concept:100459,Concept,100459,,,,,,,,,
synset:01586738-v,Synset,,01586738-v,,,,,,,,
concept:10046,Concept,10046,,,,,,,,,
synset:01996280-n,Synset,,01996280-n,,,,,,,,
concept:100460,Concept,100460,,,,,,,,,
synset:01586850-v,Synset,,01586850-v,,,,,,,,
concept:100461,Concept,100461,,,,,,,,,
synset:01587062-v,Synset,,01587062-v,,,,,,,,
concept:100462,Concept,100462,,,,,,,,,
synset:01587575-v,Synset,,01587575-v,,,,,,,,
concept:100463,Concept,100463,,,,,,,,,
synset:01587705-v,Synset,,01587705-v,,,,,,,,
concept:100464,Concept,100464,,,,,,,,,
synset:01587818-v,Synset,,01587818-v,,,,,,,,
concept:100465,Concept,100465,,,,,,,,,
synset:01587984-v,Synset,,01587984-v,,,,,,,,
concept:100466,Concept,100466,,,,,,,,,
synset:01588134-v,Synset,,01588134-v,,,,,,,,
concept:100467,Concept,100467,,,,,,,,,
synset:01588297-v,Synset,,01588297-v,,,,,,,,
concept:100468,Concept,100468,,,,,,,,,
synset:01588493-v,Synset,,01588493-v,,,,,,,,
concept:100469,Concept,100469,,,,,,,,,
synset:01589056-v,Synset,,01589056-v,,,,,,,,
concept:10047,Concept,10047,,,,,,,,,
synset:01996392-n,Synset,,01996392-n,,,,,,,,
concept:100470,Concept,100470,,,,,,,,,
synset:01589224-v,Synset,,01589224-v,,,,,,,,
concept:100471,Concept,100471,,,,,,,,,
synset:01589363-v,Synset,,01589363-v,,,,,,,,
concept:100472,Concept,100472,,,,,,,,,
synset:01589497-v,Synset,,01589497-v,,,,,,,,
concept:100473,Concept,100473,,,,,,,,,
synset:01589723-v,Synset,,01589723-v,,,,,,,,
concept:100474,Concept,100474,,,,,,,,,
synset:01589869-v,Synset,,01589869-v,,,,,,,,
concept:100475,Concept,100475,,,,,,,,,
synset:01590007-v,Synset,,01590007-v,,,,,,,,
concept:100476,Concept,100476,,,,,,,,,
synset:01590171-v,Synset,,01590171-v,,,,,,,,
concept:100477,Concept,100477,,,,,,,,,
synset:01590389-v,Synset,,01590389-v,,,,,,,,
concept:100478,Concept,100478,,,,,,,,,
synset:01590523-v,Synset,,01590523-v,,,,,,,,
concept:100479,Concept,100479,,,,,,,,,
synset:01590658-v,Synset,,01590658-v,,,,,,,,
concept:10048,Concept,10048,,,,,,,,,
synset:01996585-n,Synset,,01996585-n,,,,,,,,
concept:100480,Concept,100480,,,,,,,,,
synset:01590747-v,Synset,,01590747-v,,,,,,,,
concept:100481,Concept,100481,,,,,,,,,
synset:01590915-v,Synset,,01590915-v,,,,,,,,
